x,T_K,Dn_m2_per_s,Dp_m2_per_s
0.758276,323.15,4.000000e-15,4.000000e-15
0.763291,323.15,4.000000e-15,4.000000e-15
0.768307,323.15,4.000000e-15,4.000000e-15
0.773322,323.15,4.000000e-15,4.000000e-15
0.778337,323.15,4.000000e-15,4.000000e-15
0.783352,323.15,4.000000e-15,4.000000e-15
0.788367,323.15,4.000000e-15,4.000000e-15
0.793382,323.15,4.000000e-15,4.000000e-15
0.798397,323.15,4.000000e-15,4.000000e-15
0.803412,323.15,4.000000e-15,4.000000e-15
0.808427,323.15,4.000000e-15,4.000000e-15
0.813442,323.15,4.000000e-15,4.000000e-15
0.818457,323.15,4.000000e-15,4.000000e-15
0.823472,323.15,4.000000e-15,4.000000e-15
0.828487,323.15,4.000000e-15,4.000000e-15
0.833503,323.15,4.000000e-15,4.000000e-15
0.838518,323.15,4.000000e-15,4.000000e-15
0.843533,323.15,4.000000e-15,4.000000e-15
0.848548,323.15,4.000000e-15,4.000000e-15
0.853563,323.15,4.000000e-15,4.000000e-15
0.858578,323.15,4.000000e-15,4.000000e-15
0.863593,323.15,4.000000e-15,4.000000e-15
0.868608,323.15,4.000000e-15,4.000000e-15
0.873623,323.15,4.000000e-15,4.000000e-15
0.878638,323.15,4.000000e-15,4.000000e-15
0.883653,323.15,4.000000e-15,4.000000e-15
0.888668,323.15,4.000000e-15,4.000000e-15
0.893683,323.15,4.000000e-15,4.000000e-15
0.898698,323.15,4.000000e-15,4.000000e-15
0.903714,323.15,4.000000e-15,4.000000e-15
0.908729,323.15,4.000000e-15,4.000000e-15
0.913744,323.15,4.000000e-15,4.000000e-15
0.918759,323.15,4.000000e-15,4.000000e-15
0.923774,323.15,4.000000e-15,4.000000e-15
0.928789,323.15,4.000000e-15,4.000000e-15
0.933804,323.15,4.000000e-15,4.000000e-15
0.938819,323.15,4.000000e-15,4.000000e-15
0.943834,323.15,4.000000e-15,4.000000e-15
0.948849,323.15,4.000000e-15,4.000000e-15
0.953864,323.15,4.000000e-15,4.000000e-15
0.958879,323.15,4.000000e-15,4.000000e-15
0.963894,323.15,4.000000e-15,4.000000e-15
0.968910,323.15,4.000000e-15,4.000000e-15
0.973925,323.15,4.000000e-15,4.000000e-15
0.978940,323.15,4.000000e-15,4.000000e-15
0.983955,323.15,4.000000e-15,4.000000e-15
0.988970,323.15,4.000000e-15,4.000000e-15
0.993985,323.15,4.000000e-15,4.000000e-15
0.999000,323.15,4.000000e-15,4.000000e-15
