x,Up_V,Un_V,OCV_V,Up_nd,Un_nd,OCV_nd
0.33034000,4.18606903,0.14814227,4.03792676,163.01112059,5.76885794,157.24226265
0.33083900,4.18588910,0.14795603,4.03793306,163.00411366,5.76160559,157.24250808
0.33133800,4.18570666,0.14777164,4.03793502,162.99700916,5.75442489,157.24258427
0.33183700,4.18552142,0.14758907,4.03793235,162.98979604,5.74731557,157.24248047
0.33233600,4.18533313,0.14740833,4.03792480,162.98246349,5.74027735,157.24218614
0.33283500,4.18514149,0.14722941,4.03791208,162.97500099,5.73330994,157.24169105
0.33333400,4.18494626,0.14705230,4.03789396,162.96739823,5.72641303,157.24098520
0.33383300,4.18474716,0.14687699,4.03787017,162.95964522,5.71958631,157.24005891
0.33433200,4.18454396,0.14670348,4.03784048,162.95173219,5.71282946,157.23890273
0.33483100,4.18433640,0.14653175,4.03780465,162.94364969,5.70614214,157.23750755
0.33533000,4.18412426,0.14636180,4.03776246,162.93538851,5.69952402,157.23586449
0.33582900,4.18390730,0.14619362,4.03771368,162.92693977,5.69297476,157.23396501
0.33632800,4.18368530,0.14602719,4.03765811,162.91829484,5.68649399,157.23180084
0.33682700,4.18345805,0.14586252,4.03759553,162.90944539,5.68008136,157.22936403
0.33732600,4.18322534,0.14569959,4.03752575,162.90038340,5.67373650,157.22664690
0.33782500,4.18298697,0.14553838,4.03744859,162.89110112,5.66745902,157.22364210
0.33832400,4.18274276,0.14537890,4.03736386,162.88159113,5.66124855,157.22034258
0.33882300,4.18249252,0.14522113,4.03727139,162.87184628,5.65510469,157.21674159
0.33932200,4.18223606,0.14506505,4.03717101,162.86185974,5.64902705,157.21283269
0.33982100,4.18197324,0.14491067,4.03706257,162.85162497,5.64301522,157.20860975
0.34032000,4.18170388,0.14475797,4.03694591,162.84113575,5.63706880,157.20406695
0.34081900,4.18142783,0.14460694,4.03682090,162.83038614,5.63118738,157.19919877
0.34131800,4.18114496,0.14445756,4.03668739,162.81937053,5.62537053,157.19400000
0.34181700,4.18085511,0.14430984,4.03654528,162.80808357,5.61961783,157.18846575
0.34231600,4.18055817,0.14416375,4.03639442,162.79652026,5.61392885,157.18259141
0.34281500,4.18025401,0.14401928,4.03623473,162.78467587,5.60830316,157.17637271
0.34331400,4.17994252,0.14387643,4.03606609,162.77254597,5.60274032,157.16980565
0.34381300,4.17962359,0.14373518,4.03588841,162.76012643,5.59723990,157.16288654
0.34431200,4.17929712,0.14359552,4.03570160,162.74741343,5.59180143,157.15561199
0.34481100,4.17896303,0.14345744,4.03550559,162.73440341,5.58642449,157.14797892
0.34531000,4.17862123,0.14332093,4.03530029,162.72109312,5.58110860,157.13998452
0.34580900,4.17827164,0.14318598,4.03508566,162.70747960,5.57585333,157.13162627
0.34630800,4.17791419,0.14305257,4.03486162,162.69356016,5.57065820,157.12290196
0.34680700,4.17754883,0.14292069,4.03462813,162.67933240,5.56552276,157.11380964
0.34730600,4.17717549,0.14279034,4.03438515,162.66479419,5.56044655,157.10434764
0.34780500,4.17679413,0.14266149,4.03413264,162.64994367,5.55542910,157.09451458
0.34830400,4.17640472,0.14253414,4.03387057,162.63477926,5.55046993,157.08430932
0.34880300,4.17600721,0.14240828,4.03359893,162.61929962,5.54556859,157.07373103
0.34930200,4.17560157,0.14228389,4.03331769,162.60350369,5.54072460,157.06277910
0.34980100,4.17518779,0.14216095,4.03302684,162.58739067,5.53593748,157.05145319
0.35030000,4.17476586,0.14203947,4.03272639,162.57095998,5.53120676,157.03975322
0.35079900,4.17433576,0.14191942,4.03241634,162.55421131,5.52653196,157.02767935
0.35129800,4.17389749,0.14180080,4.03209669,162.53714458,5.52191262,157.01523196
0.35179700,4.17345106,0.14168359,4.03176747,162.51975995,5.51734824,157.00241171
0.35229600,4.17299648,0.14156778,4.03142870,162.50205781,5.51283835,156.98921945
0.35279500,4.17253375,0.14145335,4.03108040,162.48403875,5.50838248,156.97565627
0.35329400,4.17206291,0.14134030,4.03072261,162.46570361,5.50398014,156.96172347
0.35379300,4.17158398,0.14122861,4.03035537,162.44705342,5.49963084,156.94742257
0.35429200,4.17109699,0.14111827,4.02997872,162.42808943,5.49533412,156.93275530
0.35479100,4.17060198,0.14100927,4.02959271,162.40881307,5.49108950,156.91772358
0.35529000,4.17009899,0.14090160,4.02919740,162.38922600,5.48689648,156.90232952
0.35578900,4.16958807,0.14079524,4.02879284,162.36933004,5.48275459,156.88657544
0.35628800,4.16906927,0.14069017,4.02837910,162.34912719,5.47866336,156.87046383
0.35678700,4.16854264,0.14058640,4.02795624,162.32861964,5.47462231,156.85399734
0.35728600,4.16800825,0.14048391,4.02752435,162.30780976,5.47063095,156.83717881
0.35778500,4.16746616,0.14038267,4.02708349,162.28670005,5.46668881,156.82001124
0.35828400,4.16691644,0.14028269,4.02663375,162.26529320,5.46279541,156.80249780
0.35878300,4.16635917,0.14018395,4.02617522,162.24359205,5.45895028,156.78464177
0.35928200,4.16579441,0.14008644,4.02570797,162.22159957,5.45515295,156.76644662
0.35978100,4.16522225,0.13999014,4.02523211,162.19931888,5.45140293,156.74791595
0.36028000,4.16464277,0.13989504,4.02474773,162.17675323,5.44769977,156.72905346
0.36077900,4.16405606,0.13980114,4.02425492,162.15390601,5.44404299,156.70986302
0.36127800,4.16346221,0.13970841,4.02375380,162.13078071,5.44043212,156.69034859
0.36177700,4.16286131,0.13961685,4.02324446,162.10738097,5.43686670,156.67051427
0.36227600,4.16225346,0.13952645,4.02272702,162.08371050,5.43334625,156.65036425
0.36277500,4.16163876,0.13943719,4.02220157,162.05977315,5.42987032,156.62990283
0.36327400,4.16101730,0.13934906,4.02166825,162.03557285,5.42643845,156.60913440
0.36377300,4.16038920,0.13926205,4.02112715,162.01111364,5.42305018,156.58806346
0.36427200,4.15975455,0.13917615,4.02057841,161.98639962,5.41970504,156.56669458
0.36477100,4.15911347,0.13909134,4.02002213,161.96143500,5.41640259,156.54503241
0.36527000,4.15846606,0.13900762,4.01945844,161.93622405,5.41314237,156.52308168
0.36576900,4.15781244,0.13892497,4.01888747,161.91077113,5.40992393,156.50084719
0.36626800,4.15715272,0.13884338,4.01830933,161.88508064,5.40674683,156.47833382
0.36676700,4.15648701,0.13876285,4.01772416,161.85915707,5.40361061,156.45554647
0.36726600,4.15581543,0.13868335,4.01713208,161.83300495,5.40051483,156.43249012
0.36776500,4.15513810,0.13860488,4.01653323,161.80662886,5.39745906,156.40916980
0.36826400,4.15445514,0.13852742,4.01592772,161.78003343,5.39444285,156.38559059
0.36876300,4.15376667,0.13845097,4.01531570,161.75322334,5.39146576,156.36175758
0.36926200,4.15307280,0.13837551,4.01469729,161.72620329,5.38852738,156.33767592
0.36976100,4.15237367,0.13830104,4.01407263,161.69897804,5.38562725,156.31335078
0.37026000,4.15166938,0.13822754,4.01344185,161.67155234,5.38276497,156.28878737
0.37075900,4.15096008,0.13815500,4.01280508,161.64393099,5.37994010,156.26399089
0.37125800,4.15024587,0.13808340,4.01216247,161.61611881,5.37715221,156.23896660
0.37175700,4.14952689,0.13801275,4.01151414,161.58812063,5.37440090,156.21371973
0.37225600,4.14880325,0.13794303,4.01086022,161.55994128,5.37168575,156.18825554
0.37275500,4.14807509,0.13787422,4.01020087,161.53158563,5.36900633,156.16257930
0.37325400,4.14734252,0.13780632,4.00953620,161.50305851,5.36636225,156.13669626
0.37375300,4.14660568,0.13773932,4.00886636,161.47436479,5.36375309,156.11061170
0.37425200,4.14586468,0.13767320,4.00819147,161.44550931,5.36117846,156.08433085
0.37475100,4.14511965,0.13760796,4.00751169,161.41649692,5.35863794,156.05785898
0.37525000,4.14437072,0.13754359,4.00682713,161.38733245,5.35613115,156.03120130
0.37574900,4.14361800,0.13748007,4.00613793,161.35802072,5.35365768,156.00436304
0.37624800,4.14286163,0.13741740,4.00544423,161.32856653,5.35121715,155.97734938
0.37674700,4.14210172,0.13735556,4.00474615,161.29897468,5.34880917,155.95016551
0.37724600,4.14133840,0.13729455,4.00404384,161.26924991,5.34643334,155.92281657
0.37774500,4.14057178,0.13723436,4.00333742,161.23939698,5.34408930,155.89530768
0.37824400,4.13980200,0.13717497,4.00262703,161.20942059,5.34177666,155.86764393
0.37874300,4.13902917,0.13711638,4.00191279,161.17932542,5.33949504,155.83983038
0.37924200,4.13825340,0.13705858,4.00119483,161.14911611,5.33724407,155.81187204
0.37974100,4.13747483,0.13700155,4.00047328,161.11879730,5.33502339,155.78377391
0.38024000,4.13669355,0.13694529,3.99974826,161.08837354,5.33283262,155.75554091
0.38073900,4.13590970,0.13688979,3.99901991,161.05784938,5.33067141,155.72717797
0.38123800,4.13512339,0.13683504,3.99828835,161.02722931,5.32853940,155.69868992
0.38173700,4.13433473,0.13678103,3.99755370,160.99651779,5.32643622,155.67008158
0.38223600,4.13354383,0.13672776,3.99681608,160.96571923,5.32436153,155.64135771
0.38273500,4.13275081,0.13667520,3.99607561,160.93483799,5.32231497,155.61252302
0.38323400,4.13195578,0.13662336,3.99533242,160.90387839,5.32029620,155.58358218
0.38373300,4.13115885,0.13657222,3.99458662,160.87284468,5.31830488,155.55453980
0.38423200,4.13036012,0.13652178,3.99383833,160.84174109,5.31634067,155.52540042
0.38473100,4.12955970,0.13647203,3.99308767,160.81057177,5.31440322,155.49616855
0.38523000,4.12875770,0.13642296,3.99233474,160.77934084,5.31249222,155.46684862
0.38572900,4.12795422,0.13637455,3.99157967,160.74805234,5.31060731,155.43744503
0.38622800,4.12714937,0.13632681,3.99082256,160.71671028,5.30874819,155.40796209
0.38672700,4.12634324,0.13627972,3.99006352,160.68531860,5.30691453,155.37840407
0.38722600,4.12553594,0.13623328,3.98930266,160.65388117,5.30510600,155.34877517
0.38772500,4.12472756,0.13618748,3.98854009,160.62240182,5.30332228,155.31907954
0.38822400,4.12391820,0.13614230,3.98777590,160.59088432,5.30156308,155.28932125
0.38872300,4.12310796,0.13609775,3.98701021,160.55933238,5.29982806,155.25950431
0.38922200,4.12229693,0.13605381,3.98624312,160.52774962,5.29811693,155.22963269
0.38972100,4.12148519,0.13601047,3.98547472,160.49613965,5.29642939,155.19971026
0.39022000,4.12067285,0.13596773,3.98470512,160.46450597,5.29476512,155.16974084
0.39071900,4.11985999,0.13592558,3.98393441,160.43285204,5.29312384,155.13972820
0.39121800,4.11904670,0.13588402,3.98316268,160.40118127,5.29150524,155.10967602
0.39171700,4.11823305,0.13584303,3.98239002,160.36949697,5.28990904,155.07958793
0.39221600,4.11741915,0.13580261,3.98161654,160.33780243,5.28833495,155.04946748
0.39271500,4.11660506,0.13576275,3.98084232,160.30610084,5.28678268,155.01931816
0.39321400,4.11579088,0.13572344,3.98006744,160.27439536,5.28525195,154.98914341
0.39371300,4.11497667,0.13568467,3.97929200,160.24268904,5.28374248,154.95894656
0.39421200,4.11416252,0.13564645,3.97851607,160.21098492,5.28225399,154.92873093
0.39471100,4.11334850,0.13560876,3.97773974,160.17928593,5.28078621,154.89849972
0.39521000,4.11253469,0.13557159,3.97696310,160.14759497,5.27933888,154.86825610
0.39570900,4.11172115,0.13553494,3.97618621,160.11591486,5.27791171,154.83800315
0.39620800,4.11090797,0.13549880,3.97540916,160.08424835,5.27650446,154.80774390
0.39670700,4.11009520,0.13546317,3.97463203,160.05259815,5.27511685,154.77748130
0.39720600,4.10928292,0.13542804,3.97385489,160.02096688,5.27374863,154.74721824
0.39770500,4.10847119,0.13539339,3.97307780,159.98935711,5.27239955,154.71695756
0.39820400,4.10766008,0.13535923,3.97230085,159.95777134,5.27106935,154.68670200
0.39870300,4.10684965,0.13532555,3.97152410,159.92621203,5.26975778,154.65645426
0.39920200,4.10603996,0.13529234,3.97074762,159.89468155,5.26846459,154.62621697
0.39970100,4.10523107,0.13525960,3.96997147,159.86318223,5.26718954,154.59599269
0.40020000,4.10442303,0.13522732,3.96919572,159.83171632,5.26593240,154.56578392
0.40069900,4.10361591,0.13519549,3.96842043,159.80028601,5.26469291,154.53559310
0.40119800,4.10280976,0.13516411,3.96764566,159.76889345,5.26347086,154.50542260
0.40169700,4.10200464,0.13513317,3.96687147,159.73754072,5.26226599,154.47527473
0.40219600,4.10120058,0.13510266,3.96609792,159.70622983,5.26107809,154.44515173
0.40269500,4.10039766,0.13507259,3.96532507,159.67496273,5.25990693,154.41505580
0.40319400,4.09959590,0.13504293,3.96455297,159.64374134,5.25875227,154.38498906
0.40369300,4.09879537,0.13501370,3.96378167,159.61256748,5.25761391,154.35495357
0.40419200,4.09799610,0.13498488,3.96301122,159.58144296,5.25649162,154.32495134
0.40469100,4.09719814,0.13495647,3.96224168,159.55036949,5.25538518,154.29498431
0.40519000,4.09640154,0.13492846,3.96147308,159.51934874,5.25429438,154.26505436
0.40568900,4.09560634,0.13490084,3.96070549,159.48838234,5.25321901,154.23516333
0.40618800,4.09481256,0.13487362,3.95993895,159.45747185,5.25215886,154.20531299
0.40668700,4.09402027,0.13484678,3.95917349,159.42661877,5.25111372,154.17550505
0.40718600,4.09322948,0.13482032,3.95840916,159.39582456,5.25008339,154.14574117
0.40768500,4.09244025,0.13479424,3.95764601,159.36509062,5.24906767,154.11602295
0.40818400,4.09165259,0.13476852,3.95688407,159.33441830,5.24806636,154.08635194
0.40868300,4.09086655,0.13474318,3.95612338,159.30380890,5.24707927,154.05672964
0.40918200,4.09008216,0.13471819,3.95536398,159.27326366,5.24610619,154.02715748
0.40968100,4.08929945,0.13469355,3.95460590,159.24278378,5.24514693,153.99763685
0.41018000,4.08851844,0.13466927,3.95384917,159.21237041,5.24420132,153.96816909
0.41067900,4.08773918,0.13464533,3.95309384,159.18202465,5.24326916,153.93875549
0.41117800,4.08696167,0.13462174,3.95233993,159.15174755,5.24235026,153.90939728
0.41167700,4.08618595,0.13459848,3.95158748,159.12154010,5.24144445,153.88009565
0.41217600,4.08541205,0.13457555,3.95083651,159.09140328,5.24055154,153.85085174
0.41267500,4.08463998,0.13455294,3.95008704,159.06133799,5.23967136,153.82166663
0.41317400,4.08386978,0.13453066,3.94933911,159.03134509,5.23880373,153.79254136
0.41367300,4.08310145,0.13450870,3.94859275,159.00142542,5.23794848,153.76347694
0.41417200,4.08233502,0.13448705,3.94784797,158.97157974,5.23710544,153.73447430
0.41467100,4.08157052,0.13446571,3.94710481,158.94180879,5.23627443,153.70553436
0.41517000,4.08080795,0.13444468,3.94636327,158.91211327,5.23545530,153.67665797
0.41566900,4.08004733,0.13442394,3.94562339,158.88249383,5.23464787,153.64784596
0.41616800,4.07928868,0.13440350,3.94488518,158.85295108,5.23385199,153.61909909
0.41666700,4.07853202,0.13438336,3.94414866,158.82348558,5.23306749,153.59041809
0.41716600,4.07777735,0.13436350,3.94341385,158.79409788,5.23229422,153.56180366
0.41766500,4.07702470,0.13434393,3.94268077,158.76478846,5.23153201,153.53325645
0.41816400,4.07627406,0.13432463,3.94194943,158.73555778,5.23078072,153.50477706
0.41866300,4.07552546,0.13430562,3.94121984,158.70640625,5.23004019,153.47636606
0.41916200,4.07477890,0.13428687,3.94049203,158.67733427,5.22931028,153.44802399
0.41966100,4.07403440,0.13426840,3.93976600,158.64834217,5.22859083,153.41975134
0.42016000,4.07329195,0.13425019,3.93904176,158.61943026,5.22788169,153.39154856
0.42065900,4.07255157,0.13423224,3.93831933,158.59059881,5.22718273,153.36341608
0.42115800,4.07181326,0.13421455,3.93759871,158.56184808,5.22649380,153.33535429
0.42165700,4.07107703,0.13419711,3.93687992,158.53317827,5.22581475,153.30736352
0.42215600,4.07034288,0.13417992,3.93616296,158.50458956,5.22514546,153.27944409
0.42265500,4.06961082,0.13416298,3.93544783,158.47608208,5.22448578,153.25159630
0.42315400,4.06888084,0.13414629,3.93473456,158.44765595,5.22383558,153.22382038
0.42365300,4.06815296,0.13412983,3.93402313,158.41931126,5.22319472,153.19611655
0.42415200,4.06742717,0.13411361,3.93331356,158.39104806,5.22256307,153.16848499
0.42465100,4.06670348,0.13409762,3.93260585,158.36286636,5.22194050,153.14092586
0.42515000,4.06598187,0.13408186,3.93190001,158.33476617,5.22132689,153.11343928
0.42564900,4.06526236,0.13406633,3.93119603,158.30674744,5.22072210,153.08602534
0.42614800,4.06454494,0.13405103,3.93049392,158.27881012,5.22012601,153.05868411
0.42664700,4.06382961,0.13403594,3.92979367,158.25095412,5.21953850,153.03141562
0.42714600,4.06311636,0.13402107,3.92909529,158.22317933,5.21895945,153.00421988
0.42764500,4.06240520,0.13400641,3.92839878,158.19548559,5.21838873,152.97709686
0.42814400,4.06169611,0.13399197,3.92770414,158.16787275,5.21782623,152.95004652
0.42864300,4.06098909,0.13397773,3.92701136,158.14034061,5.21727182,152.92306879
0.42914200,4.06028414,0.13396370,3.92632044,158.11288896,5.21672541,152.89616355
0.42964100,4.05958125,0.13394987,3.92563139,158.08551756,5.21618686,152.86933070
0.43014000,4.05888042,0.13393624,3.92494418,158.05822614,5.21565607,152.84257007
0.43063900,4.05818163,0.13392280,3.92425883,158.03101443,5.21513292,152.81588150
0.43113800,4.05748488,0.13390956,3.92357532,158.00388210,5.21461732,152.78926479
0.43163700,4.05679017,0.13389651,3.92289365,157.97682885,5.21410914,152.76271971
0.43213600,4.05609747,0.13388365,3.92221382,157.94985430,5.21360828,152.73624602
0.43263500,4.05540678,0.13387098,3.92153581,157.92295810,5.21311464,152.70984346
0.43313400,4.05471810,0.13385848,3.92085962,157.89613985,5.21262812,152.68351173
0.43363300,4.05403141,0.13384617,3.92018524,157.86939914,5.21214860,152.65725054
0.43413200,4.05334670,0.13383403,3.91951266,157.84273554,5.21167600,152.63105954
0.43463100,4.05266395,0.13382207,3.91884188,157.81614860,5.21121020,152.60493840
0.43513000,4.05198317,0.13381028,3.91817288,157.78963785,5.21075112,152.57888673
0.43562900,4.05130432,0.13379866,3.91750566,157.76320280,5.21029864,152.55290416
0.43612800,4.05062741,0.13378721,3.91684020,157.73684296,5.20985269,152.52699027
0.43662700,4.04995242,0.13377592,3.91617649,157.71055780,5.20941316,152.50114463
0.43712600,4.04927933,0.13376480,3.91551453,157.68434677,5.20897997,152.47536681
0.43762500,4.04860813,0.13375383,3.91485429,157.65820934,5.20855301,152.44965633
0.43812400,4.04793880,0.13374303,3.91419577,157.63214492,5.20813219,152.42401272
0.43862300,4.04727134,0.13373238,3.91353896,157.60615293,5.20771744,152.39843549
0.43912200,4.04660572,0.13372188,3.91288384,157.58023276,5.20730865,152.37292411
0.43962100,4.04594192,0.13371153,3.91223039,157.55438381,5.20690575,152.34747806
0.44012000,4.04527994,0.13370134,3.91157861,157.52860543,5.20650864,152.32209680
0.44061900,4.04461976,0.13369128,3.91092848,157.50289699,5.20611724,152.29677975
0.44111800,4.04396136,0.13368138,3.91027998,157.47725781,5.20573147,152.27152635
0.44161700,4.04330471,0.13367161,3.90963310,157.45168723,5.20535124,152.24633600
0.44211600,4.04264981,0.13366199,3.90898782,157.42618456,5.20497647,152.22120809
0.44261500,4.04199664,0.13365250,3.90834413,157.40074910,5.20460709,152.19614201
0.44311400,4.04134517,0.13364316,3.90770202,157.37538013,5.20424300,152.17113713
0.44361300,4.04069539,0.13363394,3.90706145,157.35007693,5.20388414,152.14619278
0.44411200,4.04004729,0.13362486,3.90642243,157.32483875,5.20353043,152.12130832
0.44461100,4.03940083,0.13361590,3.90578493,157.29966485,5.20318178,152.09648307
0.44511000,4.03875600,0.13360708,3.90514893,157.27455447,5.20283813,152.07171633
0.44560900,4.03811279,0.13359838,3.90451441,157.24950682,5.20249940,152.04700742
0.44610800,4.03747116,0.13358981,3.90388136,157.22452112,5.20216551,152.02235562
0.44660700,4.03683111,0.13358135,3.90324976,157.19959659,5.20183639,151.99776019
0.44710600,4.03619261,0.13357302,3.90261958,157.17473240,5.20151198,151.97322042
0.44760500,4.03555563,0.13356481,3.90199082,157.14992774,5.20119219,151.94873555
0.44810400,4.03492016,0.13355672,3.90136345,157.12518178,5.20087696,151.92430481
0.44860300,4.03428618,0.13354874,3.90073745,157.10049368,5.20056623,151.89992745
0.44910200,4.03365367,0.13354087,3.90011279,157.07586259,5.20025991,151.87560268
0.44960100,4.03302259,0.13353312,3.89948947,157.05128766,5.19995796,151.85132970
0.45010000,4.03239293,0.13352547,3.89886746,157.02676801,5.19966029,151.82710772
0.45059900,4.03176467,0.13351794,3.89824674,157.00230277,5.19936684,151.80293593
0.45109800,4.03113779,0.13351051,3.89762728,156.97789104,5.19907755,151.77881349
0.45159700,4.03051226,0.13350318,3.89700907,156.95353194,5.19879236,151.75473958
0.45209600,4.02988805,0.13349596,3.89639209,156.92922456,5.19851119,151.73071336
0.45259500,4.02926515,0.13348885,3.89577630,156.90496797,5.19823400,151.70673398
0.45309400,4.02864353,0.13348183,3.89516170,156.88076127,5.19796071,151.68280056
0.45359300,4.02802317,0.13347491,3.89454826,156.85660351,5.19769126,151.65891225
0.45409200,4.02740404,0.13346809,3.89393595,156.83249377,5.19742560,151.63506816
0.45459100,4.02678612,0.13346136,3.89332476,156.80843108,5.19716367,151.61126741
0.45509000,4.02616938,0.13345473,3.89271465,156.78441449,5.19690540,151.58750909
0.45558900,4.02555380,0.13344819,3.89210561,156.76044305,5.19665075,151.56379230
0.45608800,4.02493936,0.13344174,3.89149762,156.73651577,5.19639964,151.54011613
0.45658700,4.02432602,0.13343538,3.89089064,156.71263168,5.19615202,151.51647966
0.45708600,4.02371377,0.13342911,3.89028466,156.68878979,5.19590785,151.49288195
0.45758500,4.02310258,0.13342293,3.88967965,156.66498911,5.19566705,151.46932206
0.45808400,4.02249242,0.13341683,3.88907559,156.64122863,5.19542958,151.44579905
0.45858300,4.02188326,0.13341082,3.88847245,156.61750735,5.19519539,151.42231196
0.45908200,4.02127509,0.13340488,3.88787020,156.59382424,5.19496441,151.39885983
0.45958100,4.02066787,0.13339903,3.88726883,156.57017829,5.19473660,151.37544169
0.46008000,4.02006158,0.13339326,3.88666831,156.54656847,5.19451191,151.35205656
0.46057900,4.01945618,0.13338757,3.88606861,156.52299373,5.19429027,151.32870346
0.46107800,4.01885167,0.13338196,3.88546971,156.49945303,5.19407164,151.30538139
0.46157700,4.01824800,0.13337642,3.88487158,156.47594533,5.19385597,151.28208936
0.46207600,4.01764515,0.13337096,3.88427419,156.45246956,5.19364321,151.25882635
0.46257500,4.01704309,0.13336557,3.88367753,156.42902467,5.19343331,151.23559136
0.46307400,4.01644180,0.13336025,3.88308155,156.40560957,5.19322621,151.21238336
0.46357300,4.01584125,0.13335500,3.88248625,156.38222319,5.19302187,151.18920132
0.46407200,4.01524140,0.13334982,3.88189158,156.35886446,5.19282025,151.16604422
0.46457100,4.01464224,0.13334471,3.88129753,156.33553228,5.19262128,151.14291100
0.46507000,4.01404373,0.13333967,3.88070406,156.31222555,5.19242493,151.11980062
0.46556900,4.01344585,0.13333469,3.88011115,156.28894318,5.19223114,151.09671204
0.46606800,4.01284856,0.13332978,3.87951878,156.26568405,5.19203988,151.07364418
0.46656700,4.01225184,0.13332493,3.87892691,156.24244706,5.19185108,151.05059598
0.46706600,4.01165567,0.13332015,3.87833552,156.21923108,5.19166472,151.02756636
0.46756500,4.01106000,0.13331542,3.87774457,156.19603499,5.19148073,151.00455426
0.46806400,4.01046481,0.13331076,3.87715405,156.17285765,5.19129908,150.98155857
0.46856300,4.00987008,0.13330615,3.87656392,156.14969794,5.19111972,150.95857822
0.46906200,4.00927577,0.13330161,3.87597416,156.12655470,5.19094260,150.93561211
0.46956100,4.00868185,0.13329711,3.87538474,156.10342680,5.19076768,150.91265912
0.47006000,4.00808830,0.13329268,3.87479562,156.08031308,5.19059492,150.88971815
0.47055900,4.00749508,0.13328829,3.87420679,156.05721237,5.19042427,150.86678810
0.47105800,4.00690217,0.13328397,3.87361820,156.03412352,5.19025569,150.84386783
0.47155700,4.00630953,0.13327969,3.87302984,156.01104535,5.19008913,150.82095622
0.47205600,4.00571713,0.13327546,3.87244167,155.98797670,5.18992455,150.79805215
0.47255500,4.00512495,0.13327129,3.87185367,155.96491638,5.18976191,150.77515447
0.47305400,4.00453295,0.13326716,3.87126580,155.94186321,5.18960116,150.75226205
0.47355300,4.00394111,0.13326308,3.87067803,155.91881600,5.18944227,150.72937373
0.47405200,4.00334939,0.13325904,3.87009034,155.89577356,5.18928518,150.70648838
0.47455100,4.00275776,0.13325505,3.86950270,155.87273468,5.18912986,150.68360482
0.47505000,4.00216619,0.13325111,3.86891508,155.84969816,5.18897626,150.66072190
0.47554900,4.00157465,0.13324721,3.86832744,155.82666281,5.18882434,150.63783846
0.47604800,4.00098311,0.13324335,3.86773976,155.80362739,5.18867407,150.61495332
0.47654700,4.00039153,0.13323953,3.86715200,155.78059070,5.18852538,150.59206532
0.47704600,3.99979989,0.13323575,3.86656414,155.75755152,5.18837826,150.56917326
0.47754500,3.99920816,0.13323201,3.86597615,155.73450861,5.18823264,150.54627598
0.47804400,3.99861630,0.13322831,3.86538799,155.71146076,5.18808849,150.52337227
0.47854300,3.99802428,0.13322465,3.86479963,155.68840673,5.18794577,150.50046096
0.47904200,3.99743207,0.13322102,3.86421105,155.66534528,5.18780444,150.47754084
0.47954100,3.99683964,0.13321742,3.86362221,155.64227517,5.18766445,150.45461072
0.48004000,3.99624695,0.13321386,3.86303309,155.61919516,5.18752576,150.43166940
0.48053900,3.99565398,0.13321033,3.86244364,155.59610400,5.18738833,150.40871567
0.48103800,3.99506069,0.13320684,3.86185385,155.57300044,5.18725212,150.38574832
0.48153700,3.99446704,0.13320337,3.86126368,155.54988322,5.18711708,150.36276614
0.48203600,3.99387302,0.13319993,3.86067309,155.52675110,5.18698317,150.33976793
0.48253500,3.99327858,0.13319652,3.86008206,155.50360281,5.18685035,150.31675246
0.48303400,3.99268369,0.13319313,3.85949056,155.48043708,5.18671857,150.29371851
0.48353300,3.99208832,0.13318978,3.85889855,155.45725267,5.18658780,150.27066487
0.48403200,3.99149244,0.13318644,3.85830600,155.43404829,5.18645798,150.24759031
0.48453100,3.99089602,0.13318313,3.85771289,155.41082269,5.18632908,150.22449361
0.48503000,3.99029901,0.13317984,3.85711917,155.38757458,5.18620104,150.20137354
0.48552900,3.98970140,0.13317658,3.85652482,155.36430271,5.18607384,150.17822888
0.48602800,3.98910314,0.13317333,3.85592981,155.34100580,5.18594741,150.15505839
0.48652700,3.98850421,0.13317010,3.85533411,155.31768258,5.18582173,150.13186085
0.48702600,3.98790457,0.13316689,3.85473768,155.29433176,5.18569673,150.10863503
0.48752500,3.98730419,0.13316370,3.85414049,155.27095208,5.18557238,150.08537971
0.48802400,3.98670303,0.13316052,3.85354251,155.24754226,5.18544862,150.06209364
0.48852300,3.98610107,0.13315736,3.85294371,155.22410103,5.18532542,150.03877561
0.48902200,3.98549827,0.13315421,3.85234406,155.20062711,5.18520273,150.01542438
0.48952100,3.98489459,0.13315107,3.85174353,155.17711923,5.18508049,149.99203874
0.49002000,3.98429002,0.13314794,3.85114208,155.15357611,5.18495866,149.96861745
0.49051900,3.98368450,0.13314482,3.85053968,155.12999648,5.18483719,149.94515929
0.49101800,3.98307801,0.13314171,3.84993630,155.10637907,5.18471603,149.92166304
0.49151700,3.98247052,0.13313860,3.84933192,155.08272262,5.18459514,149.89812748
0.49201600,3.98186200,0.13313551,3.84872649,155.05902585,5.18447445,149.87455139
0.49251500,3.98125240,0.13313241,3.84811999,155.03528750,5.18435393,149.85093357
0.49301400,3.98064171,0.13312932,3.84751239,155.01150631,5.18423351,149.82727281
0.49351300,3.98002989,0.13312623,3.84690366,154.98768103,5.18411314,149.80356789
0.49401200,3.97941690,0.13312314,3.84629376,154.96381040,5.18399278,149.77981763
0.49451100,3.97880271,0.13312004,3.84568267,154.93989318,5.18387236,149.75602082
0.49501000,3.97818730,0.13311695,3.84507035,154.91592811,5.18375183,149.73217627
0.49550900,3.97757062,0.13311385,3.84445677,154.89191395,5.18363114,149.70828281
