x,Up_V,Un_V,OCV_V,Up_nd,Un_nd,OCV_nd
0.16467200,4.52604085,0.23682188,4.28921897,176.25007726,9.22216043,167.02791683
0.16517100,4.52537925,0.23633241,4.28904684,176.22431361,9.20309972,167.02121389
0.16567000,4.52471442,0.23585310,4.28886132,176.19842439,9.18443495,167.01398944
0.16616900,4.52404633,0.23538374,4.28866259,176.17240823,9.16615737,167.00625086
0.16666800,4.52337495,0.23492410,4.28845085,176.14626371,9.14825827,166.99800543
0.16716700,4.52270024,0.23447395,4.28822628,176.11998942,9.13072905,166.98926037
0.16766600,4.52202215,0.23403309,4.28798906,176.09358395,9.11356116,166.98002279
0.16816500,4.52134066,0.23360129,4.28773938,176.06704585,9.09674615,166.97029970
0.16866400,4.52065573,0.23317833,4.28747740,176.04037369,9.08027566,166.96009802
0.16916300,4.51996732,0.23276401,4.28720331,176.01356600,9.06414143,166.94942458
0.16966200,4.51927539,0.23235811,4.28691728,175.98662134,9.04833527,166.93828607
0.17016100,4.51857990,0.23196043,4.28661947,175.95953821,9.03284911,166.92668910
0.17066000,4.51788083,0.23157077,4.28631006,175.93231514,9.01767498,166.91464016
0.17115900,4.51717811,0.23118891,4.28598920,175.90495063,9.00280501,166.90214562
0.17165800,4.51647173,0.23081467,4.28565707,175.87744317,8.98823144,166.88921174
0.17215700,4.51576164,0.23044784,4.28531380,175.84979125,8.97394661,166.87584465
0.17265600,4.51504780,0.23008823,4.28495957,175.82199334,8.95994297,166.86205037
0.17315500,4.51433017,0.22973565,4.28459452,175.79404791,8.94621310,166.84783481
0.17365400,4.51360871,0.22938991,4.28421880,175.76595341,8.93274966,166.83320374
0.17415300,4.51288339,0.22905083,4.28383256,175.73770828,8.91954546,166.81816282
0.17465200,4.51215416,0.22871823,4.28343593,175.70931096,8.90659339,166.80271758
0.17515100,4.51142097,0.22839192,4.28302905,175.68075988,8.89388646,166.78687342
0.17565000,4.51068380,0.22807173,4.28261207,175.65205345,8.88141782,166.77063563
0.17614900,4.50994260,0.22775748,4.28218512,175.62319009,8.86918071,166.75400938
0.17664800,4.50919733,0.22744901,4.28174831,175.59416819,8.85716848,166.73699971
0.17714700,4.50844794,0.22714615,4.28130179,175.56498613,8.84537462,166.71961152
0.17764600,4.50769441,0.22684873,4.28084567,175.53564232,8.83379271,166.70184961
0.17814500,4.50693667,0.22655659,4.28038008,175.50613510,8.82241646,166.68371865
0.17864400,4.50617470,0.22626958,4.27990512,175.47646286,8.81123967,166.66522319
0.17914300,4.50540844,0.22598753,4.27942092,175.44662396,8.80025629,166.64636767
0.17964200,4.50463787,0.22571029,4.27892758,175.41661673,8.78946035,166.62715638
0.18014100,4.50386293,0.22543772,4.27842521,175.38643953,8.77884599,166.60759353
0.18064000,4.50308358,0.22516966,4.27791392,175.35609068,8.76840749,166.58768320
0.18113900,4.50229978,0.22490598,4.27739381,175.32556853,8.75813920,166.56742933
0.18163800,4.50151149,0.22464652,4.27686497,175.29487138,8.74803561,166.54683577
0.18213700,4.50071866,0.22439115,4.27632751,175.26399756,8.73809129,166.52590626
0.18263600,4.49992125,0.22413974,4.27578151,175.23294537,8.72830095,166.50464442
0.18313500,4.49911922,0.22389215,4.27522707,175.20171312,8.71865936,166.48305376
0.18363400,4.49831252,0.22364824,4.27466427,175.17029911,8.70916143,166.46113768
0.18413300,4.49750111,0.22340790,4.27409320,175.13870162,8.69980214,166.43889948
0.18463200,4.49668494,0.22317099,4.27351395,175.10691896,8.69057661,166.41634235
0.18513100,4.49586397,0.22293740,4.27292658,175.07494939,8.68148001,166.39346938
0.18563000,4.49503816,0.22270699,4.27233117,175.04279121,8.67250765,166.37028355
0.18612900,4.49420746,0.22247965,4.27172781,175.01044268,8.66365492,166.34678776
0.18662800,4.49337183,0.22225527,4.27111656,174.97790207,8.65491728,166.32298479
0.18712700,4.49253122,0.22203374,4.27049748,174.94516766,8.64629032,166.29887735
0.18762600,4.49168559,0.22181493,4.26987066,174.91223772,8.63776970,166.27446802
0.18812500,4.49083490,0.22159874,4.26923615,174.87911050,8.62935117,166.24975933
0.18862400,4.48997909,0.22138507,4.26859401,174.84578427,8.62103059,166.22475369
0.18912300,4.48911813,0.22117382,4.26794431,174.81225729,8.61280386,166.19945343
0.18962200,4.48825197,0.22096486,4.26728710,174.77852783,8.60466702,166.17386081
0.19012100,4.48738056,0.22075812,4.26662244,174.74459413,8.59661614,166.14797798
0.19062000,4.48650387,0.22055349,4.26595038,174.71045446,8.58864742,166.12180704
0.19111900,4.48562184,0.22035087,4.26527097,174.67610708,8.58075711,166.09534997
0.19161800,4.48473443,0.22015016,4.26458427,174.64155025,8.57294154,166.06860872
0.19211700,4.48384160,0.21995129,4.26389031,174.60678224,8.56519712,166.04158512
0.19261600,4.48294330,0.21975415,4.26318915,174.57180131,8.55752036,166.01428096
0.19311500,4.48203949,0.21955867,4.26248083,174.53660573,8.54990779,165.98669794
0.19361400,4.48113013,0.21936474,4.26176538,174.50119377,8.54235608,165.95883770
0.19411300,4.48021516,0.21917229,4.26104286,174.46556371,8.53486191,165.93070180
0.19461200,4.47929455,0.21898124,4.26031330,174.42971382,8.52742206,165.90229177
0.19511100,4.47836824,0.21879150,4.25957674,174.39364240,8.52003338,165.87360903
0.19561000,4.47743621,0.21860300,4.25883321,174.35734774,8.51269277,165.84465497
0.19610900,4.47649840,0.21841565,4.25808275,174.32082812,8.50539721,165.81543091
0.19660800,4.47555477,0.21822938,4.25732538,174.28408187,8.49814375,165.78593812
0.19710700,4.47460527,0.21804412,4.25656115,174.24710729,8.49092947,165.75617782
0.19760600,4.47364987,0.21785980,4.25579007,174.20990271,8.48375155,165.72615115
0.19810500,4.47268852,0.21767633,4.25501219,174.17246645,8.47660721,165.69585924
0.19860400,4.47172118,0.21749366,4.25422752,174.13479687,8.46949373,165.66530314
0.19910300,4.47074780,0.21731171,4.25343609,174.09689231,8.46240844,165.63448387
0.19960200,4.46976835,0.21713042,4.25263793,174.05875114,8.45534875,165.60340240
0.20010100,4.46878278,0.21694972,4.25183306,174.02037174,8.44831209,165.57205965
0.20060000,4.46779105,0.21676955,4.25102150,173.98175251,8.44129599,165.54045652
0.20109900,4.46679313,0.21658985,4.25020328,173.94289184,8.43429798,165.50859386
0.20159800,4.46578896,0.21641054,4.24937841,173.90378817,8.42731569,165.47647248
0.20209700,4.46477851,0.21623158,4.24854692,173.86443993,8.42034677,165.44409316
0.20259600,4.46376174,0.21605291,4.24770883,173.82484557,8.41338892,165.41145666
0.20309500,4.46273861,0.21587446,4.24686415,173.78500358,8.40643990,165.37856368
0.20359400,4.46170908,0.21569618,4.24601290,173.74491245,8.39949753,165.34541492
0.20409300,4.46067312,0.21551802,4.24515510,173.70457069,8.39255964,165.31201105
0.20459200,4.45963068,0.21533992,4.24429077,173.66397684,8.38562413,165.27835270
0.20509100,4.45858174,0.21516183,4.24341991,173.62312945,8.37868895,165.24444050
0.20559000,4.45752624,0.21498369,4.24254256,173.58202712,8.37175207,165.21027504
0.20608900,4.45646417,0.21480546,4.24165871,173.54066844,8.36481153,165.17585691
0.20658800,4.45539547,0.21462708,4.24076839,173.49905205,8.35786539,165.14118667
0.20708700,4.45432013,0.21444852,4.23987161,173.45717662,8.35091175,165.10626487
0.20758600,4.45323809,0.21426971,4.23896838,173.41504082,8.34394878,165.07109204
0.20808500,4.45214934,0.21409062,4.23805873,173.37264338,8.33697465,165.03566873
0.20858400,4.45105384,0.21391119,4.23714265,173.32998305,8.32998760,164.99999545
0.20908300,4.44995156,0.21373139,4.23622016,173.28705861,8.32298589,164.96407271
0.20958200,4.44884246,0.21355117,4.23529129,173.24386886,8.31596783,164.92790103
0.21008100,4.44772652,0.21337049,4.23435603,173.20041267,8.30893175,164.89148092
0.21058000,4.44660371,0.21318930,4.23341441,173.15668891,8.30187603,164.85481288
0.21107900,4.44547400,0.21300756,4.23246643,173.11269651,8.29479908,164.81789743
0.21157800,4.44433736,0.21282524,4.23151212,173.06843443,8.28769935,164.78073508
0.21207700,4.44319378,0.21264230,4.23055147,173.02390167,8.28057532,164.74332635
0.21257600,4.44204322,0.21245870,4.22958452,172.97909726,8.27342549,164.70567177
0.21307500,4.44088565,0.21227439,4.22861126,172.93402031,8.26624842,164.66777189
0.21357400,4.43972107,0.21208935,4.22763172,172.88866994,8.25904269,164.62962725
0.21407300,4.43854945,0.21190354,4.22664591,172.84304532,8.25180691,164.59123841
0.21457200,4.43737076,0.21171692,4.22565384,172.79714568,8.24453971,164.55260597
0.21507100,4.43618499,0.21152946,4.22465553,172.75097029,8.23723978,164.51373051
0.21557000,4.43499213,0.21134113,4.22365100,172.70451847,8.22990582,164.47461266
0.21606900,4.43379215,0.21115189,4.22264026,172.65778962,8.22253656,164.43525305
0.21656800,4.43258504,0.21096171,4.22162333,172.61078314,8.21513078,164.39565236
0.21706700,4.43137078,0.21077056,4.22060022,172.56349853,8.20768726,164.35581128
0.21756600,4.43014938,0.21057842,4.21957096,172.51593534,8.20020483,164.31573051
0.21806500,4.42892081,0.21038524,4.21853557,172.46809317,8.19268234,164.27541083
0.21856400,4.42768506,0.21019101,4.21749406,172.41997168,8.18511868,164.23485300
0.21906300,4.42644214,0.20999569,4.21644645,172.37157059,8.17751275,164.19405784
0.21956200,4.42519203,0.20979926,4.21539277,172.32288970,8.16986350,164.15302620
0.22006100,4.42393474,0.20960169,4.21433304,172.27392887,8.16216989,164.11175899
0.22056000,4.42267025,0.20940296,4.21326729,172.22468802,8.15443090,164.07025712
0.22105900,4.42139857,0.20920303,4.21219554,172.17516715,8.14664558,164.02852157
0.22155800,4.42011970,0.20900189,4.21111781,172.12536632,8.13881296,163.98655336
0.22205700,4.41883365,0.20879952,4.21003413,172.07528567,8.13093211,163.94435356
0.22255600,4.41754041,0.20859588,4.20894454,172.02492542,8.12300215,163.90192327
0.22305500,4.41624001,0.20839095,4.20784905,171.97428586,8.11502219,163.85926367
0.22355400,4.41493244,0.20818473,4.20674771,171.92336738,8.10699140,163.81637597
0.22405300,4.41361772,0.20797717,4.20564054,171.87217041,8.09890896,163.77326145
0.22455200,4.41229586,0.20776827,4.20452759,171.82069549,8.09077406,163.72992143
0.22505100,4.41096688,0.20755800,4.20340888,171.76894326,8.08258596,163.68635730
0.22555000,4.40963080,0.20734635,4.20228445,171.71691442,8.07434390,163.64257052
0.22604900,4.40828763,0.20713329,4.20115434,171.66460976,8.06604717,163.59856259
0.22654800,4.40693741,0.20691881,4.20001859,171.61203018,8.05769509,163.55433509
0.22704700,4.40558015,0.20670290,4.19887725,171.55917667,8.04928699,163.50988967
0.22754600,4.40421588,0.20648553,4.19773035,171.50605029,8.04082224,163.46522806
0.22804500,4.40284464,0.20626668,4.19657795,171.45265223,8.03230022,163.42035202
0.22854400,4.40146645,0.20604636,4.19542009,171.39898377,8.02372034,163.37526343
0.22904300,4.40008135,0.20582453,4.19425683,171.34504627,8.01508206,163.32996421
0.22954200,4.39868939,0.20560118,4.19308820,171.29084122,8.00638482,163.28445639
0.23004100,4.39729059,0.20537632,4.19191427,171.23637020,7.99762813,163.23874206
0.23054000,4.39588501,0.20514991,4.19073510,171.18163490,7.98881150,163.19282340
0.23103900,4.39447268,0.20492195,4.18955073,171.12663714,7.97993448,163.14670266
0.23153800,4.39305367,0.20469243,4.18836124,171.07137881,7.97099663,163.10038218
0.23203700,4.39162801,0.20446133,4.18716668,171.01586195,7.96199753,163.05386441
0.23253600,4.39019578,0.20422866,4.18596712,170.96008869,7.95293683,163.00715187
0.23303500,4.38875701,0.20399439,4.18476262,170.90406131,7.94381415,162.96024716
0.23353400,4.38731178,0.20375852,4.18355326,170.84778217,7.93462916,162.91315301
0.23403300,4.38586015,0.20352105,4.18233910,170.79125378,7.92538157,162.86587221
0.23453200,4.38440219,0.20328196,4.18112023,170.73447876,7.91607110,162.81840766
0.23503100,4.38293796,0.20304125,4.17989672,170.67745986,7.90669749,162.77076237
0.23553000,4.38146755,0.20279891,4.17866864,170.62019995,7.89726051,162.72293944
0.23602900,4.37999102,0.20255494,4.17743608,170.56270204,7.88775996,162.67494207
0.23652800,4.37850847,0.20230933,4.17619913,170.50496926,7.87819568,162.62677358
0.23702700,4.37701996,0.20206208,4.17495788,170.44700488,7.86856750,162.57843738
0.23752600,4.37552560,0.20181319,4.17371240,170.38881230,7.85887531,162.52993699
0.23802500,4.37402546,0.20156265,4.17246281,170.33039505,7.84911900,162.48127605
0.23852400,4.37251965,0.20131047,4.17120919,170.27175683,7.83929851,162.43245832
0.23902300,4.37100827,0.20105663,4.16995164,170.21290142,7.82941379,162.38348763
0.23952200,4.36949140,0.20080114,4.16869026,170.15383280,7.81946482,162.33436798
0.24002100,4.36796917,0.20054401,4.16742516,170.09455506,7.80945161,162.28510346
0.24052000,4.36644168,0.20028522,4.16615646,170.03507244,7.79937418,162.23569826
0.24101900,4.36490904,0.20002479,4.16488425,169.97538932,7.78923260,162.18615672
0.24151800,4.36337136,0.19976271,4.16360865,169.91551024,7.77902696,162.13648328
0.24201700,4.36182878,0.19949899,4.16232978,169.85543988,7.76875736,162.08668252
0.24251600,4.36028140,0.19923364,4.16104777,169.79518307,7.75842394,162.03675912
0.24301500,4.35872937,0.19896664,4.15976273,169.73474478,7.74802687,161.98671791
0.24351400,4.35717281,0.19869802,4.15847479,169.67413015,7.73756633,161.93656381
0.24401300,4.35561185,0.19842777,4.15718408,169.61334445,7.72704254,161.88630191
0.24451200,4.35404664,0.19815591,4.15589073,169.55239313,7.71645575,161.83593738
0.24501100,4.35247732,0.19788243,4.15459489,169.49128178,7.70580622,161.78547556
0.24551000,4.35090404,0.19760735,4.15329669,169.43001613,7.69509424,161.73492189
0.24600900,4.34932695,0.19733068,4.15199628,169.36860209,7.68432014,161.68428195
0.24650800,4.34774620,0.19705241,4.15069379,169.30704570,7.67348426,161.63356145
0.24700700,4.34616196,0.19677258,4.14938939,169.24535320,7.66258698,161.58276622
0.24750600,4.34457439,0.19649117,4.14808322,169.18353092,7.65162869,161.53190224
0.24800500,4.34298365,0.19620821,4.14677544,169.12158542,7.64060982,161.48097560
0.24850400,4.34138992,0.19592370,4.14546621,169.05952335,7.62953082,161.42999253
0.24900300,4.33979337,0.19563767,4.14415570,168.99735157,7.61839217,161.37895940
0.24950200,4.33819418,0.19535011,4.14284407,168.93507705,7.60719437,161.32788269
0.25000100,4.33659254,0.19506105,4.14153149,168.87270696,7.59593794,161.27676903
0.25050000,4.33498863,0.19477050,4.14021813,168.81024860,7.58462344,161.22562516
0.25099900,4.33338264,0.19447847,4.13890417,168.74770942,7.57325145,161.17445798
0.25149800,4.33177478,0.19418498,4.13758980,168.68509705,7.56182257,161.12327448
0.25199700,4.33016523,0.19389005,4.13627519,168.62241924,7.55033743,161.07208182
0.25249600,4.32855421,0.19359368,4.13496053,168.55968393,7.53879668,161.02088725
0.25299500,4.32694192,0.19329591,4.13364601,168.49689917,7.52720100,160.96969817
0.25349400,4.32532857,0.19299675,4.13233183,168.43407319,7.51555109,160.91852210
0.25399300,4.32371438,0.19269621,4.13101817,168.37121437,7.50384769,160.86736668
0.25449200,4.32209956,0.19239431,4.12970525,168.30833121,7.49209153,160.81623968
0.25499100,4.32048434,0.19209108,4.12839326,168.24543239,7.48028340,160.76514898
0.25549000,4.31886895,0.19178654,4.12708241,168.18252669,7.46842410,160.71410260
0.25598900,4.31725360,0.19148070,4.12577290,168.11962308,7.45651443,160.66310864
0.25648800,4.31563855,0.19117360,4.12446495,168.05673062,7.44455526,160.61217536
0.25698700,4.31402401,0.19086524,4.12315877,167.99385854,7.43254745,160.56131110
0.25748600,4.31241024,0.19055566,4.12185459,167.93101620,7.42049188,160.51052432
0.25798500,4.31079748,0.19024487,4.12055261,167.86821307,7.40838947,160.45982360
0.25848400,4.30918597,0.18993291,4.11925307,167.80545877,7.39624116,160.40921761
0.25898300,4.30757597,0.18961979,4.11795618,167.74276302,7.38404789,160.35871512
0.25948200,4.30596772,0.18930554,4.11666218,167.68013568,7.37181065,160.30832502
0.25998100,4.30436148,0.18899019,4.11537130,167.61758671,7.35953044,160.25805628
0.26048000,4.30275752,0.18867376,4.11408376,167.55512621,7.34720826,160.20791795
0.26097900,4.30115609,0.18835628,4.11279981,167.49276436,7.33484517,160.15791920
0.26147800,4.29955746,0.18803778,4.11151968,167.43051145,7.32244221,160.10806925
0.26197700,4.29796189,0.18771828,4.11024361,167.36837789,7.31000046,160.05837742
0.26247600,4.29636965,0.18739781,4.10897184,167.30637415,7.29752103,160.00885312
0.26297500,4.29478102,0.18707640,4.10770462,167.24451082,7.28500502,159.95950580
0.26347400,4.29319627,0.18675408,4.10644219,167.18279855,7.27245357,159.91034499
0.26397300,4.29161568,0.18643089,4.10518479,167.12124810,7.25986782,159.86138029
0.26447200,4.29003952,0.18610684,4.10393268,167.05987028,7.24724894,159.81262134
0.26497100,4.28846807,0.18578197,4.10268610,166.99867597,7.23459812,159.76407785
0.26547000,4.28690162,0.18545631,4.10144530,166.93767612,7.22191655,159.71575957
0.26596900,4.28534044,0.18512990,4.10021054,166.87688174,7.20920545,159.66767628
0.26646800,4.28378482,0.18480275,4.09898207,166.81630386,7.19646605,159.61983781
0.26696700,4.28223504,0.18447491,4.09776013,166.75595360,7.18369959,159.57225400
0.26746600,4.28069140,0.18414641,4.09654499,166.69584207,7.17090733,159.52493474
0.26796500,4.27915418,0.18381728,4.09533689,166.63598044,7.15809054,159.47788990
0.26846400,4.27762365,0.18348755,4.09413610,166.57637988,7.14525050,159.43112939
0.26896300,4.27610012,0.18315726,4.09294286,166.51705161,7.13238851,159.38466310
0.26946200,4.27458387,0.18282644,4.09175743,166.45800680,7.11950587,159.33850093
0.26996100,4.27307519,0.18249512,4.09058007,166.39925668,7.10660391,159.29265276
0.27046000,4.27157436,0.18216334,4.08941102,166.34081242,7.09368396,159.24712847
0.27095900,4.27008168,0.18183114,4.08825054,166.28268521,7.08074734,159.20193788
0.27145800,4.26859742,0.18149853,4.08709888,166.22488620,7.06779541,159.15709079
0.27195700,4.26712187,0.18116558,4.08595630,166.16742650,7.05482952,159.11259698
0.27245600,4.26565533,0.18083229,4.08482303,166.11031719,7.04185105,159.06846614
0.27295500,4.26419806,0.18049872,4.08369934,166.05356929,7.02886135,159.02470794
0.27345400,4.26275035,0.18016490,4.08258546,165.99719376,7.01586181,158.98133195
0.27395300,4.26131249,0.17983086,4.08148164,165.94120151,7.00285381,158.93834770
0.27445200,4.25988475,0.17949663,4.08038812,165.88560334,6.98983874,158.89576460
0.27495100,4.25846741,0.17916227,4.07930514,165.83040999,6.97681799,158.85359199
0.27545000,4.25706073,0.17882779,4.07823294,165.77563208,6.96379297,158.81183912
0.27594900,4.25566499,0.17849324,4.07717175,165.72128016,6.95076506,158.77051510
0.27644800,4.25428046,0.17815865,4.07612181,165.66736462,6.93773568,158.72962894
0.27694700,4.25290740,0.17782405,4.07508334,165.61389577,6.92470624,158.68918953
0.27744600,4.25154606,0.17748950,4.07405657,165.56088374,6.91167813,158.64920560
0.27794500,4.25019672,0.17715501,4.07304171,165.50833854,6.89865277,158.60968577
0.27844400,4.24885962,0.17682063,4.07203899,165.45627004,6.88563157,158.57063847
0.27894300,4.24753501,0.17648639,4.07104862,165.40468792,6.87261592,158.53207200
0.27944200,4.24622313,0.17615233,4.07007080,165.35360169,6.85960725,158.49399444
0.27994100,4.24492423,0.17581849,4.06910574,165.30302070,6.84660695,158.45641375
0.28044000,4.24363854,0.17548490,4.06815364,165.25295407,6.83361642,158.41933765
0.28093900,4.24236628,0.17515159,4.06721469,165.20341075,6.82063707,158.38277368
0.28143800,4.24110769,0.17481861,4.06628908,165.15439946,6.80767029,158.34672918
0.28193700,4.23986298,0.17448599,4.06537699,165.10592871,6.79471746,158.31121125
0.28243600,4.23863236,0.17415376,4.06447860,165.05800676,6.78177998,158.27622678
0.28293500,4.23741604,0.17382196,4.06359408,165.01064163,6.76885922,158.24178242
0.28343400,4.23621422,0.17349062,4.06272360,164.96384112,6.75595656,158.20788457
0.28393300,4.23502709,0.17315978,4.06186730,164.91761274,6.74307336,158.17453939
0.28443200,4.23385484,0.17282948,4.06102535,164.87196374,6.73021098,158.14175276
0.28493100,4.23269765,0.17249975,4.06019789,164.82690109,6.71737077,158.10953032
0.28543000,4.23155568,0.17217062,4.05938506,164.78243147,6.70455408,158.07787739
0.28592900,4.23042911,0.17184213,4.05858698,164.73856127,6.69176223,158.04679905
0.28642800,4.22931809,0.17151431,4.05780377,164.69529659,6.67899655,158.01630004
0.28692700,4.22822276,0.17118720,4.05703556,164.65264318,6.66625835,157.98638483
0.28742600,4.22714328,0.17086083,4.05628245,164.61060651,6.65354893,157.95705758
0.28792500,4.22607976,0.17053523,4.05554453,164.56919170,6.64086958,157.92832212
0.28842400,4.22503233,0.17021043,4.05482190,164.52840354,6.62822158,157.90018196
0.28892300,4.22400111,0.16988647,4.05411464,164.48824648,6.61560619,157.87264029
0.28942200,4.22298620,0.16956338,4.05342282,164.44872460,6.60302467,157.84569994
0.28992100,4.22198770,0.16924120,4.05274651,164.40984166,6.59047824,157.81936342
0.29042000,4.22100570,0.16891994,4.05208576,164.37160104,6.57796815,157.79363289
0.29091900,4.22004026,0.16859965,4.05144061,164.33400573,6.56549559,157.76851014
0.29141800,4.21909147,0.16828035,4.05081112,164.29705838,6.55306176,157.74399662
0.29191700,4.21815937,0.16796208,4.05019729,164.26076124,6.54066784,157.72009340
0.29241600,4.21724402,0.16764486,4.04959915,164.22511617,6.52831499,157.69680118
0.29291500,4.21634545,0.16732873,4.04901672,164.19012467,6.51600436,157.67412031
0.29341400,4.21546369,0.16701371,4.04844998,164.15578782,6.50373708,157.65205074
0.29391300,4.21459876,0.16669983,4.04789893,164.12210631,6.49151427,157.63059205
0.29441200,4.21375067,0.16638713,4.04736354,164.08908043,6.47933700,157.60974343
0.29491100,4.21291941,0.16607562,4.04684379,164.05671006,6.46720638,157.58950368
0.29541000,4.21210497,0.16576533,4.04633964,164.02499469,6.45512345,157.56987124
0.29590900,4.21130732,0.16545630,4.04585103,163.99393339,6.44308926,157.55084413
0.29640800,4.21052644,0.16514854,4.04537790,163.96352482,6.43110482,157.53242000
0.29690700,4.20976228,0.16484209,4.04492019,163.93376723,6.41917115,157.51459608
0.29740600,4.20901477,0.16453696,4.04447781,163.90465846,6.40728922,157.49736924
0.29790500,4.20828387,0.16423319,4.04405067,163.87619595,6.39546001,157.48073594
0.29840400,4.20756948,0.16393080,4.04363868,163.84837670,6.38368445,157.46469225
0.29890300,4.20687152,0.16362981,4.04324171,163.82119733,6.37196347,157.44923386
0.29940200,4.20618990,0.16333025,4.04285965,163.79465403,6.36029798,157.43435606
0.29990100,4.20552450,0.16303213,4.04249237,163.76874260,6.34868885,157.42005375
0.30040000,4.20487521,0.16273548,4.04213973,163.74345842,6.33713695,157.40632146
0.30089900,4.20424190,0.16244032,4.04180158,163.71879646,6.32564313,157.39315333
0.30139800,4.20362443,0.16214668,4.04147776,163.69475132,6.31420821,157.38054311
0.30189700,4.20302265,0.16185456,4.04116809,163.67131718,6.30283298,157.36848420
0.30239600,4.20243640,0.16156401,4.04087240,163.64848783,6.29151822,157.35696961
0.30289500,4.20186551,0.16127502,4.04059049,163.62625669,6.28026469,157.34599200
0.30339400,4.20130981,0.16098762,4.04032218,163.60461678,6.26907313,157.33554364
0.30389300,4.20076910,0.16070184,4.04006726,163.58356075,6.25794426,157.32561649
0.30439200,4.20024318,0.16041768,4.03982550,163.56308088,6.24687876,157.31620212
0.30489100,4.19973185,0.16013517,4.03959669,163.54316910,6.23587731,157.30729179
0.30539000,4.19923490,0.15985431,4.03938058,163.52381695,6.22494055,157.29887640
0.30588900,4.19875209,0.15957514,4.03917695,163.50501566,6.21406912,157.29094654
0.30638800,4.19828319,0.15929766,4.03898553,163.48675610,6.20326362,157.28349248
0.30688700,4.19782796,0.15902188,4.03880607,163.46902880,6.19252463,157.27650416
0.30738600,4.19738614,0.15874783,4.03863831,163.45182398,6.18185273,157.26997125
0.30788500,4.19695749,0.15847552,4.03848197,163.43513153,6.17124844,157.26388309
0.30838400,4.19654172,0.15820495,4.03833677,163.41894106,6.16071230,157.25822877
0.30888300,4.19613857,0.15793615,4.03820242,163.40324187,6.15024479,157.25299708
0.30938200,4.19574775,0.15766913,4.03807863,163.38802296,6.13984640,157.24817656
0.30988100,4.19536898,0.15740389,4.03796510,163.37327308,6.12951758,157.24375550
0.31038000,4.19500196,0.15714044,4.03786152,163.35898070,6.11925876,157.23972193
0.31087900,4.19464638,0.15687881,4.03776757,163.34513405,6.10907037,157.23606368
0.31137800,4.19430194,0.15661899,4.03768295,163.33172110,6.09895278,157.23276832
0.31187700,4.19396832,0.15636100,4.03760732,163.31872962,6.08890638,157.22982324
0.31237600,4.19364521,0.15610485,4.03754036,163.30614714,6.07893150,157.22721563
0.31287500,4.19333227,0.15585055,4.03748173,163.29396098,6.06902849,157.22493249
0.31337400,4.19302919,0.15559809,4.03743109,163.28215830,6.05919765,157.22296065
0.31387300,4.19273561,0.15534750,4.03738811,163.27072605,6.04943928,157.22128677
0.31437200,4.19245121,0.15509878,4.03735243,163.25965102,6.03975363,157.21989739
0.31487100,4.19217563,0.15485193,4.03732371,163.24891986,6.03014096,157.21877890
0.31537000,4.19190855,0.15460696,4.03730159,163.23851906,6.02060150,157.21791756
0.31586900,4.19164959,0.15436387,4.03728572,163.22843499,6.01113546,157.21729954
0.31636800,4.19139842,0.15412268,4.03727574,163.21865392,6.00174302,157.21691090
0.31686700,4.19115467,0.15388338,4.03727129,163.20916201,5.99242437,157.21673764
0.31736600,4.19091799,0.15364598,4.03727201,163.19994532,5.98317965,157.21676567
0.31786500,4.19068801,0.15341048,4.03727753,163.19098985,5.97400900,157.21698085
0.31836400,4.19046439,0.15317688,4.03728750,163.18228155,5.96491253,157.21736902
0.31886300,4.19024674,0.15294520,4.03730155,163.17380631,5.95589035,157.21791596
0.31936200,4.19003472,0.15271542,4.03731930,163.16554998,5.94694253,157.21860745
0.31986100,4.18982796,0.15248756,4.03734041,163.15749840,5.93806913,157.21942928
0.32036000,4.18962610,0.15226160,4.03736449,163.14963742,5.92927020,157.22036723
0.32085900,4.18942876,0.15203756,4.03739120,163.14195288,5.92054576,157.22140712
0.32135800,4.18923559,0.15181543,4.03742016,163.13443063,5.91189584,157.22253480
0.32185700,4.18904623,0.15159522,4.03745101,163.12705659,5.90332041,157.22373617
0.32235600,4.18886031,0.15137692,4.03748339,163.11981668,5.89481947,157.22499721
0.32285500,4.18867748,0.15116053,4.03751695,163.11269692,5.88639298,157.22630394
0.32335400,4.18849737,0.15094605,4.03755132,163.10568337,5.87804087,157.22764250
0.32385300,4.18831964,0.15073348,4.03758616,163.09876221,5.86976309,157.22899912
0.32435200,4.18814392,0.15052282,4.03762111,163.09191967,5.86155954,157.23036013
0.32485100,4.18796988,0.15031406,4.03765582,163.08514214,5.85343013,157.23171200
0.32535000,4.18779716,0.15010720,4.03768996,163.07841608,5.84537476,157.23304133
0.32584900,4.18762541,0.14990223,4.03772318,163.07172812,5.83739328,157.23433484
0.32634800,4.18745431,0.14969917,4.03775514,163.06506501,5.82948556,157.23557945
0.32684700,4.18728350,0.14949799,4.03778551,163.05841366,5.82165145,157.23676221
0.32734600,4.18711267,0.14929870,4.03781397,163.05176115,5.81389078,157.23787037
0.32784500,4.18694148,0.14910129,4.03784019,163.04509470,5.80620336,157.23889135
0.32834400,4.18676960,0.14890575,4.03786385,163.03840177,5.79858901,157.23981276
0.32884300,4.18659673,0.14871209,4.03788464,163.03166996,5.79104751,157.24062245
0.32934200,4.18642255,0.14852029,4.03790226,163.02488711,5.78357866,157.24130845
0.32984100,4.18624675,0.14833036,4.03791640,163.01804123,5.77618221,157.24185902
