x,Up_V,Un_V,OCV_V
0.58083800,3.85017702,0.12718396,3.72299306
0.58133700,3.84945449,0.12702984,3.72242465
0.58183600,3.84873472,0.12687238,3.72186234
0.58233500,3.84801773,0.12671155,3.72130618
0.58283400,3.84730352,0.12654730,3.72075622
0.58333300,3.84659212,0.12637961,3.72021251
0.58383200,3.84588354,0.12620845,3.71967509
0.58433100,3.84517779,0.12603379,3.71914401
0.58483000,3.84447489,0.12585560,3.71861929
0.58532900,3.84377483,0.12567386,3.71810097
0.58582800,3.84307763,0.12548855,3.71758908
0.58632700,3.84238330,0.12529965,3.71708365
0.58682600,3.84169185,0.12510715,3.71658470
0.58732500,3.84100327,0.12491103,3.71609224
0.58782400,3.84031758,0.12471128,3.71560630
0.58832300,3.83963478,0.12450790,3.71512688
0.58882200,3.83895486,0.12430087,3.71465399
0.58932100,3.83827784,0.12409021,3.71418763
0.58982000,3.83760370,0.12387591,3.71372779
0.59031900,3.83693246,0.12365798,3.71327448
0.59081800,3.83626410,0.12343643,3.71282768
0.59131700,3.83559863,0.12321127,3.71238737
0.59181600,3.83493605,0.12298252,3.71195353
0.59231500,3.83427634,0.12275020,3.71152614
0.59281400,3.83361951,0.12251434,3.71110517
0.59331300,3.83296554,0.12227496,3.71069058
0.59381200,3.83231443,0.12203211,3.71028232
0.59431100,3.83166618,0.12178581,3.70988037
0.59481000,3.83102077,0.12153611,3.70948465
0.59530900,3.83037819,0.12128306,3.70909513
0.59580800,3.82973844,0.12102671,3.70871173
0.59630700,3.82910150,0.12076711,3.70833440
0.59680600,3.82846737,0.12050432,3.70796305
0.59730500,3.82783603,0.12023841,3.70759762
0.59780400,3.82720747,0.11996945,3.70723802
0.59830300,3.82658167,0.11969750,3.70688417
0.59880200,3.82595863,0.11942265,3.70653598
0.59930100,3.82533832,0.11914498,3.70619334
0.59980000,3.82472073,0.11886457,3.70585616
0.60029900,3.82410585,0.11858152,3.70552433
0.60079800,3.82349366,0.11829592,3.70519774
0.60129700,3.82288415,0.11800787,3.70487628
0.60179600,3.82227729,0.11771748,3.70455982
0.60229500,3.82167308,0.11742484,3.70424824
0.60279400,3.82107148,0.11713007,3.70394142
0.60329300,3.82047249,0.11683328,3.70363921
0.60379200,3.81987609,0.11653459,3.70334149
0.60429100,3.81928225,0.11623413,3.70304812
0.60479000,3.81869095,0.11593201,3.70275894
0.60528900,3.81810219,0.11562836,3.70247383
0.60578800,3.81751593,0.11532332,3.70219261
0.60628700,3.81693216,0.11501700,3.70191515
0.60678600,3.81635085,0.11470956,3.70164129
0.60728500,3.81577199,0.11440112,3.70137087
0.60778400,3.81519556,0.11409182,3.70110373
0.60828300,3.81462152,0.11378181,3.70083972
0.60878200,3.81404987,0.11347122,3.70057866
0.60928100,3.81348058,0.11316019,3.70032039
0.60978000,3.81291363,0.11284887,3.70006476
0.61027900,3.81234899,0.11253740,3.69981159
0.61077800,3.81178664,0.11222593,3.69956071
0.61127700,3.81122657,0.11191459,3.69931197
0.61177600,3.81066874,0.11160354,3.69906520
0.61227500,3.81011314,0.11129291,3.69882023
0.61277400,3.80955974,0.11098285,3.69857689
0.61327300,3.80900852,0.11067350,3.69833502
0.61377200,3.80845946,0.11036499,3.69809447
0.61427100,3.80791254,0.11005747,3.69785506
0.61477000,3.80736772,0.10975108,3.69761664
0.61526900,3.80682500,0.10944594,3.69737906
0.61576800,3.80628434,0.10914219,3.69714215
0.61626700,3.80574572,0.10883996,3.69690576
0.61676600,3.80520912,0.10853937,3.69666975
0.61726500,3.80467452,0.10824056,3.69643396
0.61776400,3.80414189,0.10794364,3.69619826
0.61826300,3.80361122,0.10764872,3.69596250
0.61876200,3.80308247,0.10735593,3.69572654
0.61926100,3.80255562,0.10706537,3.69549025
0.61976000,3.80203066,0.10677715,3.69525350
0.62025900,3.80150756,0.10649138,3.69501617
0.62075800,3.80098629,0.10620815,3.69477813
0.62125700,3.80046683,0.10592756,3.69453927
0.62175600,3.79994917,0.10564970,3.69429947
0.62225500,3.79943328,0.10537466,3.69405862
0.62275400,3.79891913,0.10510251,3.69381662
0.62325300,3.79840671,0.10483334,3.69357337
0.62375200,3.79789599,0.10456723,3.69332876
0.62425100,3.79738695,0.10430423,3.69308272
0.62475000,3.79687957,0.10404441,3.69283516
0.62524900,3.79637382,0.10378784,3.69258599
0.62574800,3.79586970,0.10353457,3.69233513
0.62624700,3.79536716,0.10328465,3.69208251
0.62674600,3.79486620,0.10303813,3.69182807
0.62724500,3.79436678,0.10279505,3.69157174
0.62774400,3.79386890,0.10255545,3.69131346
0.62824300,3.79337253,0.10231936,3.69105317
0.62874200,3.79287765,0.10208681,3.69079083
0.62924100,3.79238423,0.10185784,3.69052639
0.62974000,3.79189226,0.10163245,3.69025981
0.63023900,3.79140172,0.10141068,3.68999104
0.63073800,3.79091259,0.10119252,3.68972007
0.63123700,3.79042484,0.10097800,3.68944684
0.63173600,3.78993846,0.10076712,3.68917135
0.63223500,3.78945344,0.10055988,3.68889356
0.63273400,3.78896974,0.10035628,3.68861346
0.63323300,3.78848735,0.10015632,3.68833103
0.63373200,3.78800625,0.09995999,3.68804626
0.63423100,3.78752642,0.09976728,3.68775915
0.63473000,3.78704785,0.09957818,3.68746967
0.63522900,3.78657051,0.09939267,3.68717785
0.63572800,3.78609439,0.09921074,3.68688366
0.63622700,3.78561947,0.09903236,3.68658712
0.63672600,3.78514574,0.09885751,3.68628823
0.63722500,3.78467316,0.09868617,3.68598700
0.63772400,3.78420173,0.09851830,3.68568343
0.63822300,3.78373143,0.09835388,3.68537755
0.63872200,3.78326225,0.09819288,3.68506937
0.63922100,3.78279415,0.09803526,3.68475889
0.63972000,3.78232714,0.09788099,3.68444615
0.64021900,3.78186119,0.09773003,3.68413116
0.64071800,3.78139629,0.09758234,3.68381394
0.64121700,3.78093241,0.09743789,3.68349452
0.64171600,3.78046955,0.09729663,3.68317292
0.64221500,3.78000769,0.09715853,3.68284916
0.64271400,3.77954681,0.09702353,3.68252328
0.64321300,3.77908690,0.09689159,3.68219531
0.64371200,3.77862794,0.09676268,3.68186526
0.64421100,3.77816992,0.09663674,3.68153317
0.64471000,3.77771282,0.09651374,3.68119908
0.64520900,3.77725663,0.09639361,3.68086302
0.64570800,3.77680133,0.09627633,3.68052501
0.64620700,3.77634692,0.09616183,3.68018509
0.64670600,3.77589337,0.09605008,3.67984329
0.64720500,3.77544067,0.09594102,3.67949965
0.64770400,3.77498881,0.09583461,3.67915420
0.64820300,3.77453777,0.09573080,3.67880698
0.64870200,3.77408755,0.09562953,3.67845802
0.64920100,3.77363813,0.09553078,3.67810735
0.64970000,3.77318949,0.09543447,3.67775501
0.65019900,3.77274162,0.09534058,3.67740104
0.65069800,3.77229452,0.09524905,3.67704547
0.65119700,3.77184816,0.09515983,3.67668834
0.65169600,3.77140255,0.09507287,3.67632967
0.65219500,3.77095765,0.09498814,3.67596951
0.65269400,3.77051347,0.09490558,3.67560789
0.65319300,3.77006998,0.09482514,3.67524484
0.65369200,3.76962719,0.09474679,3.67488040
0.65419100,3.76918508,0.09467048,3.67451460
0.65469000,3.76874363,0.09459615,3.67414747
0.65518900,3.76830284,0.09452378,3.67377906
0.65568800,3.76786269,0.09445331,3.67340938
0.65618700,3.76742317,0.09438470,3.67303847
0.65668600,3.76698428,0.09431791,3.67266637
0.65718500,3.76654601,0.09425290,3.67229311
0.65768400,3.76610833,0.09418963,3.67191871
0.65818300,3.76567125,0.09412805,3.67154320
0.65868200,3.76523476,0.09406813,3.67116663
0.65918100,3.76479883,0.09400982,3.67078901
0.65968000,3.76436347,0.09395309,3.67041038
0.66017900,3.76392867,0.09389790,3.67003076
0.66067800,3.76349441,0.09384422,3.66965019
0.66117700,3.76306068,0.09379200,3.66926869
0.66167600,3.76262748,0.09374120,3.66888628
0.66217500,3.76219480,0.09369181,3.66850300
0.66267400,3.76176263,0.09364377,3.66811886
0.66317300,3.76133096,0.09359706,3.66773391
0.66367200,3.76089978,0.09355163,3.66734815
0.66417100,3.76046909,0.09350747,3.66696162
0.66467000,3.76003887,0.09346454,3.66657433
0.66516900,3.75960911,0.09342280,3.66618632
0.66566800,3.75917982,0.09338222,3.66579760
0.66616700,3.75875098,0.09334278,3.66540820
0.66666600,3.75832258,0.09330445,3.66501814
0.66716500,3.75789462,0.09326719,3.66462744
0.66766400,3.75746709,0.09323098,3.66423611
0.66816300,3.75703998,0.09319578,3.66384419
0.66866200,3.75661328,0.09316159,3.66345169
0.66916100,3.75618699,0.09312836,3.66305863
0.66966000,3.75576110,0.09309607,3.66266503
0.67015900,3.75533560,0.09306470,3.66227091
0.67065800,3.75491049,0.09303421,3.66187628
0.67115700,3.75448576,0.09300460,3.66148116
0.67165600,3.75406140,0.09297583,3.66108557
0.67215500,3.75363741,0.09294788,3.66068953
0.67265400,3.75321378,0.09292074,3.66029305
0.67315300,3.75279051,0.09289436,3.65989614
0.67365200,3.75236758,0.09286875,3.65949883
0.67415100,3.75194499,0.09284387,3.65910112
0.67465000,3.75152274,0.09281970,3.65870304
0.67514900,3.75110082,0.09279623,3.65830459
0.67564800,3.75067922,0.09277344,3.65790579
0.67614700,3.75025795,0.09275130,3.65750665
0.67664600,3.74983698,0.09272980,3.65710718
0.67714500,3.74941632,0.09270893,3.65670740
0.67764400,3.74899597,0.09268865,3.65630732
0.67814300,3.74857591,0.09266897,3.65590695
0.67864200,3.74815615,0.09264985,3.65550630
0.67914100,3.74773667,0.09263129,3.65510538
0.67964000,3.74731747,0.09261327,3.65470420
0.68013900,3.74689855,0.09259577,3.65430278
0.68063800,3.74647991,0.09257878,3.65390112
0.68113700,3.74606152,0.09256229,3.65349923
0.68163600,3.74564341,0.09254628,3.65309713
0.68213500,3.74522555,0.09253073,3.65269481
0.68263400,3.74480794,0.09251564,3.65229230
0.68313300,3.74439058,0.09250099,3.65188959
0.68363200,3.74397347,0.09248676,3.65148670
0.68413100,3.74355659,0.09247296,3.65108364
0.68463000,3.74313996,0.09245955,3.65068040
0.68512900,3.74272355,0.09244654,3.65027701
0.68562800,3.74230737,0.09243391,3.64987346
0.68612700,3.74189142,0.09242165,3.64946976
0.68662600,3.74147568,0.09240976,3.64906593
0.68712500,3.74106016,0.09239821,3.64866196
0.68762400,3.74064486,0.09238699,3.64825786
0.68812300,3.74022976,0.09237611,3.64785365
0.68862200,3.73981487,0.09236555,3.64744931
0.68912100,3.73940017,0.09235530,3.64704487
0.68962000,3.73898568,0.09234535,3.64664032
0.69011900,3.73857138,0.09233570,3.64623568
0.69061800,3.73815726,0.09232633,3.64583094
0.69111700,3.73774334,0.09231723,3.64542611
0.69161600,3.73732960,0.09230840,3.64502120
0.69211500,3.73691604,0.09229984,3.64461620
0.69261400,3.73650266,0.09229152,3.64421113
0.69311300,3.73608945,0.09228346,3.64380599
0.69361200,3.73567641,0.09227563,3.64340079
0.69411100,3.73526354,0.09226803,3.64299552
0.69461000,3.73485084,0.09226065,3.64259019
0.69510900,3.73443830,0.09225350,3.64218480
0.69560800,3.73402591,0.09224655,3.64177936
0.69610700,3.73361369,0.09223981,3.64137387
0.69660600,3.73320161,0.09223328,3.64096834
0.69710500,3.73278969,0.09222693,3.64056276
0.69760400,3.73237792,0.09222077,3.64015715
0.69810300,3.73196629,0.09221480,3.63975149
0.69860200,3.73155480,0.09220900,3.63934581
0.69910100,3.73114346,0.09220337,3.63894009
0.69960000,3.73073225,0.09219791,3.63853434
0.70009900,3.73032118,0.09219262,3.63812856
0.70059800,3.72991024,0.09218748,3.63772276
0.70109700,3.72949943,0.09218249,3.63731694
0.70159600,3.72908875,0.09217765,3.63691110
0.70209500,3.72867820,0.09217295,3.63650525
0.70259400,3.72826777,0.09216840,3.63609937
0.70309300,3.72785746,0.09216397,3.63569348
0.70359200,3.72744727,0.09215968,3.63528758
0.70409100,3.72703720,0.09215552,3.63488167
0.70459000,3.72662724,0.09215148,3.63447575
0.70508900,3.72621739,0.09214756,3.63406983
0.70558800,3.72580766,0.09214376,3.63366390
0.70608700,3.72539803,0.09214007,3.63325796
0.70658600,3.72498852,0.09213649,3.63285202
0.70708500,3.72457910,0.09213302,3.63244608
0.70758400,3.72416980,0.09212965,3.63204014
0.70808300,3.72376059,0.09212638,3.63163421
0.70858200,3.72335148,0.09212321,3.63122827
0.70908100,3.72294247,0.09212013,3.63082234
0.70958000,3.72253355,0.09211715,3.63041641
0.71007900,3.72212473,0.09211425,3.63001049
0.71057800,3.72171601,0.09211144,3.62960457
0.71107700,3.72130737,0.09210871,3.62919866
0.71157600,3.72089882,0.09210606,3.62879276
0.71207500,3.72049036,0.09210350,3.62838687
0.71257400,3.72008199,0.09210101,3.62798098
0.71307300,3.71967370,0.09209859,3.62757511
0.71357200,3.71926549,0.09209624,3.62716925
0.71407100,3.71885737,0.09209397,3.62676340
0.71457000,3.71844932,0.09209176,3.62635756
0.71506900,3.71804136,0.09208962,3.62595174
0.71556800,3.71763347,0.09208755,3.62554593
0.71606700,3.71722566,0.09208553,3.62514013
0.71656600,3.71681792,0.09208357,3.62473435
0.71706500,3.71641025,0.09208168,3.62432858
0.71756400,3.71600266,0.09207984,3.62392282
0.71806300,3.71559514,0.09207805,3.62351709
0.71856200,3.71518769,0.09207632,3.62311137
0.71906100,3.71478030,0.09207464,3.62270566
0.71956000,3.71437298,0.09207301,3.62229997
0.72005900,3.71396573,0.09207143,3.62189430
0.72055800,3.71355854,0.09206989,3.62148865
0.72105700,3.71315141,0.09206840,3.62108301
0.72155600,3.71274435,0.09206696,3.62067739
0.72205500,3.71233735,0.09206556,3.62027179
0.72255400,3.71193040,0.09206420,3.61986621
0.72305300,3.71152352,0.09206288,3.61946064
0.72355200,3.71111670,0.09206160,3.61905510
0.72405100,3.71070993,0.09206036,3.61864957
0.72455000,3.71030321,0.09205915,3.61824406
0.72504900,3.70989655,0.09205798,3.61783857
0.72554800,3.70948995,0.09205685,3.61743310
0.72604700,3.70908339,0.09205575,3.61702764
0.72654600,3.70867689,0.09205468,3.61662221
0.72704500,3.70827044,0.09205365,3.61621680
0.72754400,3.70786404,0.09205264,3.61581140
0.72804300,3.70745769,0.09205167,3.61540602
0.72854200,3.70705139,0.09205073,3.61500066
0.72904100,3.70664513,0.09204981,3.61459533
0.72954000,3.70623892,0.09204892,3.61419001
0.73003900,3.70583276,0.09204806,3.61378470
0.73053800,3.70542664,0.09204722,3.61337942
0.73103700,3.70502057,0.09204641,3.61297416
0.73153600,3.70461453,0.09204562,3.61256892
0.73203500,3.70420854,0.09204485,3.61216369
0.73253400,3.70380260,0.09204411,3.61175848
0.73303300,3.70339669,0.09204339,3.61135330
0.73353200,3.70299082,0.09204269,3.61094813
0.73403100,3.70258499,0.09204202,3.61054298
0.73453000,3.70217920,0.09204136,3.61013784
0.73502900,3.70177345,0.09204072,3.60973273
0.73552800,3.70136774,0.09204010,3.60932763
0.73602700,3.70096206,0.09203951,3.60892256
0.73652600,3.70055642,0.09203892,3.60851750
0.73702500,3.70015081,0.09203836,3.60811246
0.73752400,3.69974524,0.09203781,3.60770743
0.73802300,3.69933970,0.09203728,3.60730243
0.73852200,3.69893420,0.09203676,3.60689744
0.73902100,3.69852873,0.09203626,3.60649247
0.73952000,3.69812329,0.09203578,3.60608751
0.74001900,3.69771788,0.09203531,3.60568257
0.74051800,3.69731251,0.09203485,3.60527766
0.74101700,3.69690716,0.09203441,3.60487275
0.74151600,3.69650184,0.09203398,3.60446787
0.74201500,3.69609656,0.09203356,3.60406300
0.74251400,3.69569130,0.09203316,3.60365814
0.74301300,3.69528607,0.09203277,3.60325331
0.74351200,3.69488087,0.09203238,3.60284849
0.74401100,3.69447570,0.09203202,3.60244368
0.74451000,3.69407055,0.09203166,3.60203889
0.74500900,3.69366543,0.09203131,3.60163412
0.74550800,3.69326033,0.09203097,3.60122936
0.74600700,3.69285526,0.09203065,3.60082462
0.74650600,3.69245022,0.09203033,3.60041989
0.74700500,3.69204520,0.09203002,3.60001518
0.74750400,3.69164020,0.09202972,3.59961048
0.74800300,3.69123523,0.09202943,3.59920580
0.74850200,3.69083028,0.09202915,3.59880113
0.74900100,3.69042535,0.09202888,3.59839648
0.74950000,3.69002045,0.09202861,3.59799184
0.74999900,3.68961557,0.09202836,3.59758721
0.75049800,3.68921071,0.09202811,3.59718260
0.75099700,3.68880587,0.09202787,3.59677800
0.75149600,3.68840105,0.09202763,3.59637342
0.75199500,3.68799625,0.09202740,3.59596884
0.75249400,3.68759147,0.09202718,3.59556429
0.75299300,3.68718671,0.09202697,3.59515974
0.75349200,3.68678197,0.09202676,3.59475521
0.75399100,3.68637725,0.09202656,3.59435069
0.75449000,3.68597255,0.09202636,3.59394618
0.75498900,3.68556787,0.09202618,3.59354169
0.75548800,3.68516320,0.09202599,3.59313721
0.75598700,3.68475855,0.09202581,3.59273274
0.75648600,3.68435392,0.09202564,3.59232828
0.75698500,3.68394931,0.09202547,3.59192384
0.75748400,3.68354471,0.09202531,3.59151940
0.75798300,3.68314013,0.09202515,3.59111498
0.75848200,3.68273557,0.09202500,3.59071057
0.75898100,3.68233102,0.09202485,3.59030617
0.75948000,3.68192648,0.09202470,3.58990178
0.75997900,3.68152197,0.09202456,3.58949740
0.76047800,3.68111746,0.09202443,3.58909304
0.76097700,3.68071298,0.09202430,3.58868868
0.76147600,3.68030850,0.09202417,3.58828433
0.76197500,3.67990404,0.09202405,3.58788000
0.76247400,3.67949960,0.09202392,3.58747567
0.76297300,3.67909516,0.09202381,3.58707136
0.76347200,3.67869075,0.09202369,3.58666705
0.76397100,3.67828634,0.09202358,3.58626276
0.76447000,3.67788195,0.09202348,3.58585847
0.76496900,3.67747757,0.09202337,3.58545419
0.76546800,3.67707320,0.09202327,3.58504993
0.76596700,3.67666884,0.09202318,3.58464567
0.76646600,3.67626450,0.09202308,3.58424142
0.76696500,3.67586017,0.09202299,3.58383718
0.76746400,3.67545585,0.09202290,3.58343295
0.76796300,3.67505154,0.09202282,3.58302873
0.76846200,3.67464724,0.09202273,3.58262451
0.76896100,3.67424296,0.09202265,3.58222031
0.76946000,3.67383868,0.09202257,3.58181611
0.76995900,3.67343442,0.09202250,3.58141192
0.77045800,3.67303016,0.09202242,3.58100774
0.77095700,3.67262592,0.09202235,3.58060357
0.77145600,3.67222168,0.09202228,3.58019940
0.77195500,3.67181746,0.09202221,3.57979525
0.77245400,3.67141324,0.09202215,3.57939110
0.77295300,3.67100904,0.09202208,3.57898696
0.77345200,3.67060484,0.09202202,3.57858282
0.77395100,3.67020065,0.09202196,3.57817869
0.77445000,3.66979648,0.09202190,3.57777457
0.77494900,3.66939231,0.09202185,3.57737046
0.77544800,3.66898815,0.09202179,3.57696635
0.77594700,3.66858399,0.09202174,3.57656226
0.77644600,3.66817985,0.09202169,3.57615816
0.77694500,3.66777571,0.09202164,3.57575408
0.77744400,3.66737159,0.09202159,3.57535000
0.77794300,3.66696747,0.09202154,3.57494593
0.77844200,3.66656336,0.09202150,3.57454186
0.77894100,3.66615925,0.09202145,3.57413780
0.77944000,3.66575515,0.09202141,3.57373375
0.77993900,3.66535106,0.09202137,3.57332970
0.78043800,3.66494698,0.09202133,3.57292566
0.78093700,3.66454291,0.09202129,3.57252162
0.78143600,3.66413884,0.09202125,3.57211759
0.78193500,3.66373478,0.09202121,3.57171357
0.78243400,3.66333072,0.09202118,3.57130955
0.78293300,3.66292667,0.09202114,3.57090553
0.78343200,3.66252263,0.09202111,3.57050152
0.78393100,3.66211860,0.09202107,3.57009752
0.78443000,3.66171457,0.09202104,3.56969352
0.78492900,3.66131054,0.09202101,3.56928953
0.78542800,3.66090653,0.09202098,3.56888554
0.78592700,3.66050252,0.09202095,3.56848156
0.78642600,3.66009851,0.09202092,3.56807759
0.78692500,3.65969451,0.09202090,3.56767361
0.78742400,3.65929052,0.09202087,3.56726964
0.78792300,3.65888653,0.09202085,3.56686568
0.78842200,3.65848254,0.09202082,3.56646172
0.78892100,3.65807857,0.09202080,3.56605777
0.78942000,3.65767459,0.09202077,3.56565382
0.78991900,3.65727062,0.09202075,3.56524988
0.79041800,3.65686666,0.09202073,3.56484593
0.79091700,3.65646270,0.09202071,3.56444200
0.79141600,3.65605875,0.09202069,3.56403807
0.79191500,3.65565480,0.09202067,3.56363414
0.79241400,3.65525086,0.09202065,3.56323021
0.79291300,3.65484692,0.09202063,3.56282629
0.79341200,3.65444299,0.09202061,3.56242238
0.79391100,3.65403905,0.09202059,3.56201846
0.79441000,3.65363513,0.09202057,3.56161456
0.79490900,3.65323121,0.09202056,3.56121065
0.79540800,3.65282729,0.09202054,3.56080675
0.79590700,3.65242338,0.09202052,3.56040285
0.79640600,3.65201947,0.09202051,3.55999896
0.79690500,3.65161556,0.09202049,3.55959507
0.79740400,3.65121166,0.09202048,3.55919118
0.79790300,3.65080776,0.09202046,3.55878730
0.79840200,3.65040387,0.09202045,3.55838342
0.79890100,3.64999998,0.09202044,3.55797954
0.79940000,3.64959609,0.09202042,3.55757567
0.79989900,3.64919221,0.09202041,3.55717179
0.80039800,3.64878833,0.09202040,3.55676793
0.80089700,3.64838445,0.09202039,3.55636406
0.80139600,3.64798058,0.09202038,3.55596020
0.80189500,3.64757671,0.09202037,3.55555634
0.80239400,3.64717284,0.09202036,3.55515249
0.80289300,3.64676898,0.09202034,3.55474863
0.80339200,3.64636512,0.09202033,3.55434478
0.80389100,3.64596126,0.09202032,3.55394094
0.80439000,3.64555741,0.09202032,3.55353709
0.80488900,3.64515355,0.09202031,3.55313325
0.80538800,3.64474971,0.09202030,3.55272941
0.80588700,3.64434586,0.09202029,3.55232557
0.80638600,3.64394202,0.09202028,3.55192174
0.80688500,3.64353818,0.09202027,3.55151791
0.80738400,3.64313434,0.09202026,3.55111408
0.80788300,3.64273051,0.09202026,3.55071025
0.80838200,3.64232667,0.09202025,3.55030642
0.80888100,3.64192284,0.09202024,3.54990260
0.80938000,3.64151902,0.09202023,3.54949878
0.80987900,3.64111519,0.09202023,3.54909496
0.81037800,3.64071137,0.09202022,3.54869115
0.81087700,3.64030755,0.09202021,3.54828734
0.81137600,3.63990373,0.09202021,3.54788352
0.81187500,3.63949992,0.09202020,3.54747972
0.81237400,3.63909610,0.09202020,3.54707591
0.81287300,3.63869229,0.09202019,3.54667210
0.81337200,3.63828848,0.09202018,3.54626830
0.81387100,3.63788468,0.09202018,3.54586450
0.81437000,3.63748087,0.09202017,3.54546070
0.81486900,3.63707707,0.09202017,3.54505690
0.81536800,3.63667327,0.09202016,3.54465311
0.81586700,3.63626947,0.09202016,3.54424931
0.81636600,3.63586568,0.09202015,3.54384552
0.81686500,3.63546188,0.09202015,3.54344173
0.81736400,3.63505809,0.09202015,3.54303794
0.81786300,3.63465430,0.09202014,3.54263416
0.81836200,3.63425051,0.09202014,3.54223037
0.81886100,3.63384672,0.09202013,3.54182659
0.81936000,3.63344294,0.09202013,3.54142281
0.81985900,3.63303915,0.09202013,3.54101903
0.82035800,3.63263537,0.09202012,3.54061525
0.82085700,3.63223159,0.09202012,3.54021147
0.82135600,3.63182781,0.09202012,3.53980769
0.82185500,3.63142403,0.09202011,3.53940392
0.82235400,3.63102026,0.09202011,3.53900015
0.82285300,3.63061648,0.09202011,3.53859638
0.82335200,3.63021271,0.09202010,3.53819261
0.82385100,3.62980894,0.09202010,3.53778884
0.82435000,3.62940517,0.09202010,3.53738507
0.82484900,3.62900140,0.09202009,3.53698131
0.82534800,3.62859763,0.09202009,3.53657754
0.82584700,3.62819387,0.09202009,3.53617378
0.82634600,3.62779010,0.09202009,3.53577002
0.82684500,3.62738634,0.09202008,3.53536626
0.82734400,3.62698258,0.09202008,3.53496250
0.82784300,3.62657882,0.09202008,3.53455874
0.82834200,3.62617506,0.09202008,3.53415498
0.82884100,3.62577130,0.09202007,3.53375123
0.82934000,3.62536754,0.09202007,3.53334747
0.82983900,3.62496379,0.09202007,3.53294372
0.83033800,3.62456003,0.09202007,3.53253997
0.83083700,3.62415628,0.09202007,3.53213621
0.83133600,3.62375253,0.09202006,3.53173246
0.83183500,3.62334878,0.09202006,3.53132871
0.83233400,3.62294503,0.09202006,3.53092497
0.83283300,3.62254128,0.09202006,3.53052122
0.83333200,3.62213753,0.09202006,3.53011747
0.83383100,3.62173378,0.09202006,3.52971373
0.83433000,3.62133004,0.09202005,3.52930998
0.83482900,3.62092629,0.09202005,3.52890624
0.83532800,3.62052255,0.09202005,3.52850250
0.83582700,3.62011881,0.09202005,3.52809876
0.83632600,3.61971506,0.09202005,3.52769502
0.83682500,3.61931132,0.09202005,3.52729128
0.83732400,3.61890758,0.09202005,3.52688754
0.83782300,3.61850384,0.09202004,3.52648380
0.83832200,3.61810010,0.09202004,3.52608006
0.83882100,3.61769637,0.09202004,3.52567632
0.83932000,3.61729263,0.09202004,3.52527259
0.83981900,3.61688889,0.09202004,3.52486885
0.84031800,3.61648516,0.09202004,3.52446512
0.84081700,3.61608142,0.09202004,3.52406139
0.84131600,3.61567769,0.09202004,3.52365765
0.84181500,3.61527396,0.09202004,3.52325392
0.84231400,3.61487023,0.09202003,3.52285019
0.84281300,3.61446649,0.09202003,3.52244646
0.84331200,3.61406276,0.09202003,3.52204273
0.84381100,3.61365903,0.09202003,3.52163900
0.84431000,3.61325531,0.09202003,3.52123527
0.84480900,3.61285158,0.09202003,3.52083155
0.84530800,3.61244785,0.09202003,3.52042782
0.84580700,3.61204412,0.09202003,3.52002409
0.84630600,3.61164040,0.09202003,3.51962037
0.84680500,3.61123667,0.09202003,3.51921664
0.84730400,3.61083294,0.09202003,3.51881292
0.84780300,3.61042922,0.09202003,3.51840919
0.84830200,3.61002550,0.09202002,3.51800547
0.84880100,3.60962177,0.09202002,3.51760175
0.84930000,3.60921805,0.09202002,3.51719803
0.84979900,3.60881433,0.09202002,3.51679430
0.85029800,3.60841061,0.09202002,3.51639058
0.85079700,3.60800688,0.09202002,3.51598686
0.85129600,3.60760316,0.09202002,3.51558314
0.85179500,3.60719944,0.09202002,3.51517942
0.85229400,3.60679572,0.09202002,3.51477570
0.85279300,3.60639200,0.09202002,3.51437199
0.85329200,3.60598829,0.09202002,3.51396827
0.85379100,3.60558457,0.09202002,3.51356455
0.85429000,3.60518085,0.09202002,3.51316083
0.85478900,3.60477713,0.09202002,3.51275712
0.85528800,3.60437342,0.09202002,3.51235340
0.85578700,3.60396970,0.09202002,3.51194968
0.85628600,3.60356598,0.09202002,3.51154597
0.85678500,3.60316227,0.09202002,3.51114225
0.85728400,3.60275855,0.09202001,3.51073854
0.85778300,3.60235484,0.09202001,3.51033483
0.85828200,3.60195113,0.09202001,3.50993111
0.85878100,3.60154741,0.09202001,3.50952740
0.85928000,3.60114370,0.09202001,3.50912369
0.85977900,3.60073999,0.09202001,3.50871997
0.86027800,3.60033627,0.09202001,3.50831626
0.86077700,3.59993256,0.09202001,3.50791255
0.86127600,3.59952885,0.09202001,3.50750884
0.86177500,3.59912514,0.09202001,3.50710513
0.86227400,3.59872143,0.09202001,3.50670142
0.86277300,3.59831772,0.09202001,3.50629771
0.86327200,3.59791401,0.09202001,3.50589400
0.86377100,3.59751030,0.09202001,3.50549029
0.86427000,3.59710659,0.09202001,3.50508658
0.86476900,3.59670288,0.09202001,3.50468287
0.86526800,3.59629917,0.09202001,3.50427916
0.86576700,3.59589546,0.09202001,3.50387545
0.86626600,3.59549175,0.09202001,3.50347174
0.86676500,3.59508805,0.09202001,3.50306804
0.86726400,3.59468434,0.09202001,3.50266433
0.86776300,3.59428063,0.09202001,3.50226062
0.86826200,3.59387692,0.09202001,3.50185692
0.86876100,3.59347322,0.09202001,3.50145321
0.86926000,3.59306951,0.09202001,3.50104950
0.86975900,3.59266580,0.09202001,3.50064580
0.87025800,3.59226210,0.09202001,3.50024209
0.87075700,3.59185839,0.09202001,3.49983839
