coh_id,n1_bot,n2_bot,n4_top,n3_top,length,layer_idx
538,468,388,2071,1991,6.455807999999995e-8,1
539,388,1588,1991,3191,9.683711999999998e-7,1
540,1588,308,3191,1911,1.03292928e-6,1
541,308,1428,1911,3031,9.038131200000001e-7,1
542,1428,1268,3031,2871,1.2911615999999997e-7,1
543,1268,1108,2871,2711,1.2911616000000013e-7,1
544,1108,948,2711,2551,1.2911616e-7,1
545,948,1669,2551,3272,5.914921219022305e-7,1
546,1669,1509,3272,3112,1.2911616000000003e-7,1
547,1509,1349,3112,2952,1.2911616000000003e-7,1
548,1349,1189,2952,2792,1.2911616000000013e-7,1
549,1189,1029,2792,2632,1.2911616000000003e-7,1
550,1029,1589,2632,3192,4.5190656000000025e-7,1
551,1589,1429,3192,3032,1.2911616000000005e-7,1
552,1429,1269,3032,2872,1.2911616000000005e-7,1
553,1269,1109,2872,2712,1.2911616000000005e-7,1
554,1109,949,2712,2552,1.2911616e-7,1
555,949,869,2552,2472,6.455807999999996e-8,1
556,869,229,2472,1832,5.1646464e-7,1
557,229,789,1832,2392,4.5190656e-7,1
558,789,149,2392,1752,5.1646464e-7,1
559,149,709,1752,2312,4.5190656e-7,1
560,709,629,2312,2232,6.455807999999996e-8,1
561,629,549,2232,2152,6.455808000000005e-8,1
562,549,469,2152,2072,6.455807999999993e-8,1
563,469,389,2072,1992,6.455808000000004e-8,1
564,389,309,1992,1912,6.455807999999999e-8,1
565,309,1590,1912,3193,1.036525728551774e-6,1
566,1590,1430,3193,3033,1.2911615999999995e-7,1
567,1430,1270,3033,2873,1.291161600000001e-7,1
568,1270,1110,2873,2713,1.2911616000000013e-7,1
569,1110,950,2713,2553,1.2911615999999992e-7,1
570,950,870,2553,2473,6.455807999999999e-8,1
571,870,790,2473,2393,6.455808e-8,1
572,790,710,2393,2313,6.455807999999997e-8,1
573,710,630,2313,2233,6.455808000000001e-8,1
574,630,550,2233,2153,6.455808e-8,1
575,550,470,2153,2073,6.455808000000001e-8,1
576,470,390,2073,1993,6.455807999999999e-8,1
577,390,310,1993,1913,6.455808000000001e-8,1
578,310,230,1913,1833,6.455808000000001e-8,1
579,230,150,1833,1753,6.455808000000003e-8,1
580,150,1670,1753,3273,1.22660352e-6,1
581,1670,1510,3273,3113,1.2911616e-7,1
582,1510,1350,3113,2953,1.2911616000000005e-7,1
583,1350,1190,2953,2793,1.291161600000001e-7,1
584,1190,1030,2793,2633,1.2911616000000005e-7,1
585,1030,1591,2633,3194,4.6531729297529423e-7,1
586,1591,1431,3194,3034,1.2911616000000003e-7,1
587,1431,1271,3034,2874,1.2911616000000005e-7,1
588,1271,1111,2874,2714,1.2911616000000019e-7,1
589,1111,951,2714,2554,1.2911615999999992e-7,1
590,951,1671,2554,3274,5.810227200000001e-7,1
591,1671,471,3274,2074,9.683712e-7,1
592,471,391,2074,1994,6.455807999999997e-8,1
593,391,1511,1994,3114,9.0381312e-7,1
594,1511,311,3114,1914,9.683711999999998e-7,1
595,311,231,1914,1834,6.455808000000003e-8,1
596,231,1351,1834,2954,9.038131200000001e-7,1
597,1351,1191,2954,2794,1.2911616000000013e-7,1
598,1191,151,2794,1754,8.392550399999999e-7,1
599,151,1031,1754,2634,7.101388800000001e-7,1
600,1031,871,2634,2474,1.2911615999999995e-7,1
601,871,791,2474,2394,6.455808e-8,1
602,791,711,2394,2314,6.455807999999997e-8,1
603,711,631,2314,2234,6.455808000000001e-8,1
604,631,551,2234,2154,6.455808000000003e-8,1
605,551,1672,2154,3275,9.090501867159991e-7,1
606,1672,1512,3275,3115,1.2911616e-7,1
607,1512,1352,3115,2955,1.2911615999999992e-7,1
608,1352,1192,2955,2795,1.2911616000000019e-7,1
609,1192,1032,2795,2635,1.2911616e-7,1
610,1032,872,2635,2475,1.2911616e-7,1
611,872,792,2475,2395,6.455808e-8,1
612,792,712,2395,2315,6.455807999999997e-8,1
613,712,632,2315,2235,6.455808e-8,1
614,632,552,2235,2155,6.455808e-8,1
615,552,472,2155,2075,6.455808000000004e-8,1
616,472,392,2075,1995,6.455807999999997e-8,1
617,392,312,1995,1915,6.455808e-8,1
618,312,232,1915,1835,6.455808000000009e-8,1
619,232,152,1835,1755,6.455808e-8,1
620,152,1592,1755,3195,1.1620454400000001e-6,1
621,1592,1432,3195,3035,1.2911615999999995e-7,1
622,1432,1272,3035,2875,1.2911615999999997e-7,1
623,1272,1112,2875,2715,1.2911616000000019e-7,1
624,1112,952,2715,2555,1.2911616e-7,1
625,952,1673,2555,3276,5.915388373319971e-7,1
626,1673,1513,3276,3116,1.2911615999999987e-7,1
627,1513,1353,3116,2956,1.2911616000000005e-7,1
628,1353,1193,2956,2796,1.2911616000000003e-7,1
629,1193,1033,2796,2636,1.2911616000000003e-7,1
630,1033,873,2636,2476,1.2911616e-7,1
631,873,713,2476,2316,1.2911616e-7,1
632,713,553,2316,2156,1.2911616000000003e-7,1
633,553,473,2156,2076,6.455808000000001e-8,1
634,473,1593,2076,3196,9.038131200000001e-7,1
635,1593,393,3196,1996,9.683712e-7,1
636,393,313,1996,1916,6.455808000000001e-8,1
637,313,1433,1916,3036,9.038131200000002e-7,1
638,1433,233,3036,1836,9.683712000000003e-7,1
639,233,153,1836,1756,6.455807999999999e-8,1
640,153,1273,1756,2876,9.038131200000001e-7,1
641,1273,1113,2876,2716,1.2911616000000013e-7,1
642,1113,953,2716,2556,1.2911616e-7,1
643,953,793,2556,2396,1.2911616e-7,1
644,793,633,2396,2236,1.2911616e-7,1
645,633,1674,2236,3277,8.452412553718017e-7,1
646,1674,1514,3277,3117,1.2911615999999987e-7,1
647,1514,1354,3117,2957,1.2911615999999992e-7,1
648,1354,1194,2957,2797,1.291161600000002e-7,1
649,1194,1034,2797,2637,1.2911616000000003e-7,1
650,1034,1594,2637,3197,4.519065600000002e-7,1
651,1594,1434,3197,3037,1.2911616000000005e-7,1
652,1434,1274,3037,2877,1.2911615999999992e-7,1
653,1274,1114,2877,2717,1.2911616000000019e-7,1
654,1114,954,2717,2557,1.2911615999999995e-7,1
655,954,874,2557,2477,6.455808e-8,1
656,874,794,2477,2397,6.455807999999996e-8,1
657,794,714,2397,2317,6.455808000000005e-8,1
658,714,634,2317,2237,6.455808e-8,1
659,634,554,2237,2157,6.455807999999997e-8,1
660,554,474,2157,2077,6.455807999999999e-8,1
661,474,394,2077,1997,6.455808e-8,1
662,394,314,1997,1917,6.455808000000004e-8,1
663,314,234,1917,1837,6.455808e-8,1
664,234,154,1837,1757,6.455808000000003e-8,1
665,154,1595,1757,3198,1.1648035429215934e-6,1
666,1595,1435,3198,3038,1.2911615999999992e-7,1
667,1435,1275,3038,2878,1.2911616000000003e-7,1
668,1275,1115,2878,2718,1.2911616000000005e-7,1
669,1115,955,2718,2558,1.2911616000000005e-7,1
670,955,875,2558,2478,6.455807999999995e-8,1
671,875,795,2478,2398,6.455807999999997e-8,1
672,795,715,2398,2318,6.455807999999997e-8,1
673,715,635,2318,2238,6.455808000000003e-8,1
674,635,555,2238,2158,6.455807999999996e-8,1
675,555,1675,2158,3278,9.038131200000002e-7,1
676,1675,475,3278,2078,9.683712000000003e-7,1
677,475,155,2078,1758,2.5823232e-7,1
678,155,395,1758,1998,1.9367424e-7,1
679,395,1515,1998,3118,9.038131200000001e-7,1
680,1515,315,3118,1918,9.683712000000003e-7,1
681,315,235,1918,1838,6.455807999999997e-8,1
682,235,1355,1838,2958,9.038131200000002e-7,1
683,1355,1195,2958,2798,1.2911616000000019e-7,1
684,1195,1035,2798,2638,1.2911615999999992e-7,1
685,1035,1596,2638,3199,4.653916262296293e-7,1
686,1596,1436,3199,3039,1.291161599999999e-7,1
687,1436,1276,3039,2879,1.2911616000000005e-7,1
688,1276,1116,2879,2719,1.2911616000000019e-7,1
689,1116,956,2719,2559,1.291161599999999e-7,1
690,956,1676,2559,3279,5.810227200000001e-7,1
691,1676,1516,3279,3119,1.2911616000000005e-7,1
692,1516,1356,3119,2959,1.2911615999999995e-7,1
693,1356,1196,2959,2799,1.2911616000000005e-7,1
694,1196,1036,2799,2639,1.2911616000000005e-7,1
695,1036,876,2639,2479,1.2911615999999995e-7,1
696,876,236,2479,1839,5.164646400000001e-7,1
697,236,796,1839,2399,4.5190656e-7,1
698,796,156,2399,1759,5.1646464e-7,1
699,156,716,1759,2319,4.5190656e-7,1
700,716,636,2319,2239,6.455807999999996e-8,1
701,636,556,2239,2159,6.455808000000001e-8,1
702,556,476,2159,2079,6.455807999999996e-8,1
703,476,396,2079,1999,6.45580800000001e-8,1
704,396,316,1999,1919,6.455808000000001e-8,1
705,316,1677,1919,3280,1.1010609602764476e-6,1
706,1677,1517,3280,3120,1.2911616e-7,1
707,1517,1357,3120,2960,1.2911615999999968e-7,1
708,1357,1197,2960,2800,1.2911616000000032e-7,1
709,1197,1037,2800,2640,1.2911616000000005e-7,1
710,1037,877,2640,2480,1.2911615999999987e-7,1
711,877,797,2480,2400,6.455808000000005e-8,1
712,797,717,2400,2320,6.455808e-8,1
713,717,637,2320,2240,6.455807999999996e-8,1
714,637,557,2240,2160,6.455808000000003e-8,1
715,557,477,2160,2080,6.455808000000003e-8,1
716,477,397,2080,2000,6.455807999999997e-8,1
717,397,317,2000,1920,6.455808000000005e-8,1
718,317,237,1920,1840,6.455808e-8,1
719,237,157,1840,1760,6.455807999999999e-8,1
720,157,1597,1760,3200,1.1620454400000001e-6,1
721,1597,1437,3200,3040,1.2911615999999987e-7,1
722,1437,1277,3040,2880,1.2911615999999995e-7,1
723,1277,1117,2880,2720,1.2911616000000019e-7,1
724,1117,957,2720,2560,1.2911616e-7,1
725,957,1678,2560,3281,5.915973791299694e-7,1
726,1678,1518,3281,3121,1.2911615999999974e-7,1
727,1518,1358,3121,2961,1.2911616000000005e-7,1
728,1358,1198,2961,2801,1.2911616000000019e-7,1
729,1198,1038,2801,2641,1.2911616e-7,1
730,1038,478,2641,2081,4.5190656e-7,1
731,478,1598,2081,3201,9.038131200000001e-7,1
732,1598,398,3201,2001,9.683712e-7,1
733,398,318,2001,1921,6.455808000000003e-8,1
734,318,1438,1921,3041,9.038131200000002e-7,1
735,1438,1278,3041,2881,1.2911616e-7,1
736,1278,1118,2881,2721,1.2911616000000019e-7,1
737,1118,958,2721,2561,1.2911616e-7,1
738,958,878,2561,2481,6.455808000000003e-8,1
739,878,238,2481,1841,5.1646464e-7,1
740,238,798,1841,2401,4.519065600000001e-7,1
741,798,158,2401,1761,5.164646400000001e-7,1
742,158,718,1761,2321,4.5190656e-7,1
743,718,638,2321,2241,6.455808000000005e-8,1
744,638,558,2241,2161,6.455807999999991e-8,1
745,558,1599,2161,3202,8.446973905238741e-7,1
746,1599,1439,3202,3042,1.2911616000000013e-7,1
747,1439,1279,3042,2882,1.2911615999999982e-7,1
748,1279,1119,2882,2722,1.2911616000000019e-7,1
749,1119,959,2722,2562,1.2911616e-7,1
750,959,879,2562,2482,6.455807999999997e-8,1
751,879,799,2482,2402,6.455807999999999e-8,1
752,799,719,2402,2322,6.455808000000007e-8,1
753,719,639,2322,2242,6.455807999999991e-8,1
754,639,559,2242,2162,6.455808000000012e-8,1
755,559,479,2162,2082,6.455807999999996e-8,1
756,479,399,2082,2002,6.455808000000004e-8,1
757,399,319,2002,1922,6.455808000000003e-8,1
758,319,239,1922,1842,6.455807999999999e-8,1
759,239,159,1842,1762,6.455807999999997e-8,1
760,159,1679,1762,3282,1.22660352e-6,1
761,1679,1519,3282,3122,1.2911615999999992e-7,1
762,1519,1359,3122,2962,1.2911616000000013e-7,1
763,1359,1199,2962,2802,1.2911616000000003e-7,1
764,1199,1039,2802,2642,1.2911616e-7,1
765,1039,1600,2642,3203,4.654512395517963e-7,1
766,1600,1440,3203,3043,1.2911616000000019e-7,1
767,1440,1280,3043,2883,1.2911615999999987e-7,1
768,1280,1120,2883,2723,1.2911616000000013e-7,1
769,1120,960,2723,2563,1.2911616000000005e-7,1
770,960,1680,2563,3283,5.810227200000001e-7,1
771,1680,480,3283,2083,9.683712e-7,1
772,480,400,2083,2003,6.45580800000001e-8,1
773,400,1520,2003,3123,9.038131200000001e-7,1
774,1520,320,3123,1923,9.683712e-7,1
775,320,240,1923,1843,6.455807999999997e-8,1
776,240,1360,1843,2963,9.038131200000002e-7,1
777,1360,160,2963,1763,9.683712e-7,1
778,160,1200,1763,2803,8.392550399999999e-7,1
779,1200,1040,2803,2643,1.2911616000000005e-7,1
780,1040,880,2643,2483,1.2911615999999992e-7,1
781,880,800,2483,2403,6.455807999999996e-8,1
782,800,720,2403,2323,6.455808000000004e-8,1
783,720,640,2323,2243,6.455808000000004e-8,1
784,640,560,2243,2163,6.455808000000004e-8,1
785,560,1601,2163,3204,8.447115511607312e-7,1
786,1601,1281,3204,2884,2.5823232e-7,1
787,1281,961,2884,2564,2.582323200000001e-7,1
788,961,1681,2564,3284,5.8102272e-7,1
789,1681,1521,3284,3124,1.2911615999999984e-7,1
790,1521,1361,3124,2964,1.2911616e-7,1
791,1361,1201,2964,2804,1.2911616000000013e-7,1
792,1201,1041,2804,2644,1.2911616e-7,1
793,1041,881,2644,2484,1.2911616e-7,1
794,881,801,2484,2404,6.455808e-8,1
795,801,721,2404,2324,6.455808e-8,1
796,721,641,2324,2244,6.455808e-8,1
797,641,561,2244,2164,6.455808e-8,1
798,561,481,2164,2084,6.455808e-8,1
799,481,401,2084,2004,6.455808000000007e-8,1
800,401,321,2004,1924,6.455808e-8,1
801,321,241,1924,1844,6.455808e-8,1
802,241,161,1844,1764,6.455808e-8,1
803,161,81,1764,1684,6.455808e-8,1
804,81,1441,1684,3044,1.0974873600000002e-6,1
805,1441,1121,3044,2724,2.582323200000001e-7,1
806,1121,1682,2724,3285,4.6670196882172753e-7,1
807,1682,1522,3285,3125,1.2911615999999982e-7,1
808,1522,1362,3125,2965,1.291161600000001e-7,1
809,1362,1202,2965,2805,1.2911616000000005e-7,1
810,1202,1042,2805,2645,1.2911616000000005e-7,1
811,1042,882,2645,2485,1.2911616000000005e-7,1
812,882,802,2485,2405,6.455807999999991e-8,1
813,802,722,2405,2325,6.455807999999999e-8,1
814,722,642,2325,2245,6.455807999999999e-8,1
815,642,562,2245,2165,6.455807999999999e-8,1
816,562,482,2165,2085,6.455807999999996e-8,1
817,482,1602,2085,3205,9.038131200000001e-7,1
818,1602,402,3205,2005,9.683712000000003e-7,1
819,402,322,2005,1925,6.455808000000005e-8,1
820,322,1442,1925,3045,9.038131200000002e-7,1
821,1442,242,3045,1845,9.683712000000003e-7,1
822,242,82,1845,1685,1.2911616e-7,1
823,82,162,1685,1765,6.455807999999996e-8,1
824,162,1282,1765,2885,9.0381312e-7,1
825,1282,1122,2885,2725,1.2911616000000005e-7,1
826,1122,962,2725,2565,1.2911616000000013e-7,1
827,962,1683,2565,3286,5.916560847833836e-7,1
828,1683,1523,3286,3126,1.2911615999999984e-7,1
829,1523,1363,3126,2966,1.2911616000000003e-7,1
830,1363,1203,2966,2806,1.291161600000001e-7,1
831,1203,1043,2806,2646,1.2911615999999992e-7,1
832,1043,1603,2646,3206,4.5190656e-7,1
833,1603,1443,3206,3046,1.2911615999999987e-7,1
834,1443,1283,3046,2886,1.2911616000000003e-7,1
835,1283,1123,2886,2726,1.2911616000000013e-7,1
836,1123,963,2726,2566,1.2911616000000013e-7,1
837,963,883,2566,2486,6.455807999999992e-8,1
838,883,803,2486,2406,6.455808e-8,1
839,803,723,2406,2326,6.455807999999993e-8,1
840,723,643,2326,2246,6.455808000000001e-8,1
841,643,563,2246,2166,6.455808000000009e-8,1
842,563,483,2166,2086,6.455808000000003e-8,1
843,483,163,2086,1766,2.5823231999999995e-7,1
844,163,403,1766,2006,1.9367424000000007e-7,1
845,403,83,2006,1686,2.5823232e-7,1
846,83,323,1686,1926,1.9367423999999994e-7,1
847,323,243,1926,1846,6.455808e-8,1
848,243,1604,1846,3207,1.1006961857399592e-6,1
849,1604,1444,3207,3047,1.2911616000000005e-7,1
850,1444,1284,3047,2887,1.2911616000000005e-7,1
851,1284,1124,2887,2727,1.291161600000001e-7,1
852,1124,964,2727,2567,1.2911616000000013e-7,1
853,964,884,2567,2487,6.455807999999996e-8,1
854,884,804,2487,2407,6.455807999999996e-8,1
855,804,724,2407,2327,6.455807999999991e-8,1
856,724,644,2327,2247,6.455808000000003e-8,1
857,644,564,2247,2167,6.455808000000005e-8,1
858,564,244,2167,1847,2.5823232e-7,1
859,244,164,1847,1767,6.455807999999992e-8,1
860,164,84,1767,1687,6.455808000000007e-8,1
861,84,484,1687,2087,3.2279040000000007e-7,1
862,484,404,2087,2007,6.455808000000005e-8,1
863,404,1524,2007,3127,9.038131200000002e-7,1
864,1524,324,3127,1927,9.683711999999998e-7,1
865,324,1364,1927,2967,8.392550399999999e-7,1
866,1364,1204,2967,2807,1.291161600000001e-7,1
867,1204,1044,2807,2647,1.2911616000000003e-7,1
868,1044,1605,2647,3208,4.655259395206798e-7,1
869,1605,1445,3208,3048,1.2911615999999992e-7,1
870,1445,1285,3048,2888,1.2911616000000019e-7,1
871,1285,1125,2888,2728,1.2911616000000003e-7,1
872,1125,965,2728,2568,1.291161600000001e-7,1
873,965,1525,2568,3128,4.5190656000000025e-7,1
874,1525,1365,3128,2968,1.2911616000000005e-7,1
875,1365,1205,2968,2808,1.2911616000000013e-7,1
876,1205,1045,2808,2648,1.2911616000000005e-7,1
877,1045,885,2648,2488,1.2911615999999995e-7,1
878,885,245,2488,1848,5.1646464e-7,1
879,245,805,1848,2408,4.5190656e-7,1
880,805,165,2408,1768,5.1646464e-7,1
881,165,725,1768,2328,4.519065600000001e-7,1
882,725,85,2328,1688,5.164646400000001e-7,1
883,85,645,1688,2248,4.5190656000000004e-7,1
884,645,565,2248,2168,6.455808000000007e-8,1
885,565,485,2168,2088,6.455807999999985e-8,1
886,485,405,2088,2008,6.455808000000005e-8,1
887,405,325,2008,1928,6.455808e-8,1
888,325,1526,1928,3129,9.721218366556956e-7,1
889,1526,1366,3129,2969,1.2911615999999992e-7,1
890,1366,1206,2969,2809,1.2911616000000013e-7,1
891,1206,1046,2809,2649,1.2911616000000019e-7,1
892,1046,886,2649,2489,1.2911615999999984e-7,1
893,886,806,2489,2409,6.455808000000003e-8,1
894,806,726,2409,2329,6.455807999999992e-8,1
895,726,646,2329,2249,6.455808000000007e-8,1
896,646,566,2249,2169,6.455808000000009e-8,1
897,566,486,2169,2089,6.455807999999997e-8,1
898,486,406,2089,2009,6.455807999999996e-8,1
899,406,326,2009,1929,6.455807999999996e-8,1
900,326,246,1929,1849,6.455808000000001e-8,1
901,246,86,1849,1689,1.2911616000000005e-7,1
902,86,166,1689,1769,6.455808000000009e-8,1
903,166,1606,1769,3209,1.1620454400000001e-6,1
904,1606,1446,3209,3049,1.2911616000000005e-7,1
905,1446,1286,3049,2889,1.2911616e-7,1
906,1286,1126,2889,2729,1.2911616000000019e-7,1
907,1126,966,2729,2569,1.2911616000000005e-7,1
908,966,1527,2569,3130,4.6438386652776116e-7,1
909,1527,1367,3130,2970,1.2911616000000003e-7,1
910,1367,1207,2970,2810,1.2911616000000013e-7,1
911,1207,1047,2810,2650,1.2911616000000016e-7,1
912,1047,487,2650,2090,4.5190656e-7,1
913,487,1607,2090,3210,9.038131200000002e-7,1
914,1607,407,3210,2010,9.683712000000003e-7,1
915,407,327,2010,1930,6.455808e-8,1
916,327,1447,1930,3050,9.038131200000002e-7,1
917,1447,247,3050,1850,9.683712000000003e-7,1
918,247,1287,1850,2890,8.392550400000002e-7,1
919,1287,1127,2890,2730,1.291161600000002e-7,1
920,1127,167,2730,1770,7.746969600000001e-7,1
921,167,87,1770,1690,6.455808e-8,1
922,87,967,1690,2570,7.1013888e-7,1
923,967,887,2570,2490,6.455807999999991e-8,1
924,887,807,2490,2410,6.455807999999991e-8,1
925,807,727,2410,2330,6.45580800000001e-8,1
926,727,647,2330,2250,6.455808000000003e-8,1
927,647,567,2250,2170,6.455808000000004e-8,1
928,567,1608,2170,3211,8.447612612316394e-7,1
929,1608,1448,3211,3051,1.2911616000000003e-7,1
930,1448,1288,3051,2891,1.2911615999999995e-7,1
931,1288,1128,2891,2731,1.2911616000000032e-7,1
932,1128,968,2731,2571,1.2911616e-7,1
933,968,888,2571,2491,6.455808000000001e-8,1
934,888,808,2491,2411,6.455807999999984e-8,1
935,808,728,2411,2331,6.455808000000008e-8,1
936,728,648,2331,2251,6.455808000000005e-8,1
937,648,568,2251,2171,6.455808e-8,1
938,568,488,2171,2091,6.455808000000001e-8,1
939,488,408,2091,2011,6.455807999999987e-8,1
940,408,328,2011,1931,6.455808000000003e-8,1
941,328,248,1931,1851,6.455808000000003e-8,1
942,248,168,1851,1771,6.455808000000003e-8,1
943,168,88,1771,1691,6.455807999999999e-8,1
944,88,1528,1691,3131,1.1620454400000001e-6,1
945,1528,1368,3131,2971,1.2911616e-7,1
946,1368,1208,2971,2811,1.2911616000000019e-7,1
947,1208,1048,2811,2651,1.2911616000000003e-7,1
948,1048,1609,2651,3212,4.6558584608755017e-7,1
949,1609,1449,3212,3052,1.2911615999999995e-7,1
950,1449,1289,3052,2892,1.2911616e-7,1
951,1289,1129,2892,2732,1.2911616000000027e-7,1
952,1129,969,2732,2572,1.2911616000000008e-7,1
953,969,809,2572,2412,1.2911615999999987e-7,1
954,809,649,2412,2252,1.291161600000001e-7,1
955,649,489,2252,2092,1.2911615999999995e-7,1
956,489,409,2092,2012,6.455807999999996e-8,1
957,409,1529,2012,3132,9.038131200000002e-7,1
958,1529,329,3132,1932,9.683712e-7,1
959,329,249,1932,1852,6.455808000000007e-8,1
960,249,1369,1852,2972,9.038131200000002e-7,1
961,1369,169,2972,1772,9.683712000000003e-7,1
962,169,89,1772,1692,6.455808e-8,1
963,89,1209,1692,2812,9.0381312e-7,1
964,1209,1049,2812,2652,1.2911616e-7,1
965,1049,889,2652,2492,1.2911616e-7,1
966,889,729,2492,2332,1.2911616000000013e-7,1
967,729,569,2332,2172,1.2911615999999992e-7,1
968,569,1610,2172,3213,8.447755063456793e-7,1
969,1610,1450,3213,3053,1.2911615999999992e-7,1
970,1450,1290,3053,2893,1.2911616000000016e-7,1
971,1290,1130,2893,2733,1.2911616000000013e-7,1
972,1130,970,2733,2573,1.2911615999999992e-7,1
973,970,1530,2573,3133,4.519065600000001e-7,1
974,1530,1370,3133,2973,1.2911615999999982e-7,1
975,1370,1210,2973,2813,1.2911616000000042e-7,1
976,1210,1050,2813,2653,1.2911616e-7,1
977,1050,890,2653,2493,1.2911616e-7,1
978,890,810,2493,2413,6.455807999999996e-8,1
979,810,730,2413,2333,6.455808000000001e-8,1
980,730,650,2333,2253,6.455808000000001e-8,1
981,650,570,2253,2173,6.455808000000001e-8,1
982,570,490,2173,2093,6.455807999999997e-8,1
983,490,410,2093,2013,6.455807999999996e-8,1
984,410,250,2013,1853,1.2911615999999997e-7,1
985,250,330,1853,1933,6.455808e-8,1
986,330,90,1933,1693,1.9367424000000007e-7,1
987,90,170,1693,1773,6.455807999999997e-8,1
988,170,1531,1773,3134,1.100350734748204e-6,1
989,1531,1371,3134,2974,1.2911616e-7,1
990,1371,1211,2974,2814,1.291161600000002e-7,1
991,1211,1051,2814,2654,1.2911615999999995e-7,1
992,1051,891,2654,2494,1.2911615999999995e-7,1
993,891,811,2494,2414,6.455808000000012e-8,1
994,811,731,2414,2334,6.455807999999996e-8,1
995,731,651,2334,2254,6.455808e-8,1
996,651,571,2254,2174,6.455808e-8,1
997,571,491,2174,2094,6.455807999999993e-8,1
998,491,171,2094,1774,2.5823232000000005e-7,1
999,171,1611,1774,3214,1.1620454400000001e-6,1
1000,1611,91,3214,1694,1.22660352e-6,1
1001,91,411,1694,2014,2.5823232000000005e-7,1
1002,411,331,2014,1934,6.455807999999997e-8,1
1003,331,1451,1934,3054,9.038131200000001e-7,1
1004,1451,251,3054,1854,9.683712000000003e-7,1
1005,251,1291,1854,2894,8.392550399999999e-7,1
1006,1291,1131,2894,2734,1.2911616000000019e-7,1
1007,1131,971,2734,2574,1.2911615999999992e-7,1
1008,971,1532,2574,3135,4.644555829788948e-7,1
1009,1532,1372,3135,2975,1.2911616000000019e-7,1
1010,1372,1212,2975,2815,1.2911616000000019e-7,1
1011,1212,1052,2815,2655,1.2911615999999992e-7,1
1012,1052,1612,2655,3215,4.5190656000000025e-7,1
1013,1612,1452,3215,3055,1.2911616e-7,1
1014,1452,1292,3055,2895,1.291161600000003e-7,1
1015,1292,1132,2895,2735,1.2911615999999992e-7,1
1016,1132,972,2735,2575,1.2911616e-7,1
1017,972,252,2575,1855,5.8102272e-7,1
1018,252,892,1855,2495,5.1646464e-7,1
1019,892,812,2495,2415,6.455808000000005e-8,1
1020,812,172,2415,1775,5.1646464e-7,1
1021,172,732,1775,2335,4.5190656e-7,1
1022,732,652,2335,2255,6.455807999999996e-8,1
1023,652,572,2255,2175,6.455808e-8,1
1024,572,92,2175,1695,3.8734848e-7,1
1025,92,492,1695,2095,3.2279039999999996e-7,1
1026,492,412,2095,2015,6.455807999999991e-8,1
1027,412,332,2015,1935,6.455808000000003e-8,1
1028,332,1613,1935,3216,1.036647874788373e-6,1
1029,1613,1453,3216,3056,1.2911616000000003e-7,1
1030,1453,1293,3056,2896,1.291161600000003e-7,1
1031,1293,1133,2896,2736,1.2911616e-7,1
1032,1133,973,2736,2576,1.2911616e-7,1
1033,973,893,2576,2496,6.455807999999996e-8,1
1034,893,813,2496,2416,6.455808000000013e-8,1
1035,813,733,2416,2336,6.455807999999996e-8,1
1036,733,653,2336,2256,6.455807999999997e-8,1
1037,653,573,2256,2176,6.455807999999999e-8,1
1038,573,493,2176,2096,6.455808e-8,1
1039,493,413,2096,2016,6.455807999999991e-8,1
1040,413,333,2016,1936,6.455808000000005e-8,1
1041,333,253,1936,1856,6.455808000000005e-8,1
1042,253,173,1856,1776,6.455807999999997e-8,1
1043,173,93,1776,1696,6.455808e-8,1
1044,93,1533,1696,3136,1.1620454400000001e-6,1
1045,1533,1373,3136,2976,1.2911616000000019e-7,1
1046,1373,1213,2976,2816,1.2911616000000008e-7,1
1047,1213,1053,2816,2656,1.2911616000000003e-7,1
1048,1053,1614,2656,3217,4.6566091245333513e-7,1
1049,1614,1454,3217,3057,1.2911616000000003e-7,1
1050,1454,1294,3057,2897,1.2911616000000013e-7,1
1051,1294,1134,2897,2737,1.2911616000000005e-7,1
1052,1134,974,2737,2577,1.2911615999999992e-7,1
1053,974,414,2577,2017,4.5190656e-7,1
1054,414,1534,2017,3137,9.038131200000002e-7,1
1055,1534,334,3137,1937,9.683712000000003e-7,1
1056,334,1374,1937,2977,8.392550399999999e-7,1
1057,1374,1214,2977,2817,1.2911616e-7,1
1058,1214,1054,2817,2657,1.2911615999999995e-7,1
1059,1054,894,2657,2497,1.2911615999999995e-7,1
1060,894,94,2497,1697,6.455807999999999e-7,1
1061,94,254,1697,1857,1.2911616e-7,1
1062,254,814,1857,2417,4.5190656e-7,1
1063,814,174,2417,1777,5.1646464e-7,1
1064,174,734,1777,2337,4.5190656e-7,1
1065,734,654,2337,2257,6.455808000000003e-8,1
1066,654,494,2257,2097,1.2911615999999992e-7,1
1067,494,574,2097,2177,6.455807999999997e-8,1
1068,574,1535,2177,3138,7.8044348375159e-7,1
1069,1535,1375,3138,2978,1.2911616000000032e-7,1
1070,1375,1215,2978,2818,1.2911615999999992e-7,1
1071,1215,1055,2818,2658,1.2911616e-7,1
1072,1055,895,2658,2498,1.2911616000000003e-7,1
1073,895,815,2498,2418,6.455808000000005e-8,1
1074,815,735,2418,2338,6.455807999999993e-8,1
1075,735,655,2338,2258,6.455808e-8,1
1076,655,495,2258,2098,1.2911616000000005e-7,1
1077,495,575,2098,2178,6.455808e-8,1
1078,575,415,2178,2018,1.2911615999999992e-7,1
