time_s,T_2d_equiv_K,T_edge_K,T_lumped_K,T_pybamm_K,Pin_2d_W,Pout_2d_W,Pnet_2d_W,Pin_lumped_W,Pout_lumped_W,Pnet_lumped_W,Pnet_pybamm_equiv_W,P_rxn_2d_W,P_ohm_2d_W,P_rev_2d_W,Q_total_pybamm_W,Q_ohmic_pybamm_W,Q_irreversible_pybamm_W,Q_reversible_pybamm_W
2969.5,306.9940631,306.7724423,305.7541911,310.2854,0.4970730888,0.3990364883,0.09803660049,0.4216630754,0.3626802688,0.05898280653,0.06122421684,0.363038837,0.1340342519,0,0.69590435,0.31479665,0.38110675,0
2979.5,307.0051029,306.7832002,305.7661339,310.29835,0.4982484285,0.399534381,0.09871404748,0.4229912684,0.3632498772,0.05974139119,0.06134691067,0.3642141749,0.1340342536,0,0.69720015,0.31480365,0.38239645,0
2989.5,307.0162772,306.7940889,305.7782294,310.3104,0.499446187,0.4000383346,0.09940785237,0.4243445761,0.3638267731,0.06051780294,0.05901572806,0.3654119316,0.1340342554,0,0.69852185,0.3148116,0.38371025,0
2999.5,307.0275894,306.805112,305.7904814,310.3224,0.5006670155,0.4005485032,0.1001185123,0.4257237243,0.3644111278,0.06131259648,0.06122421684,0.3666327583,0.1340342571,0,0.6998686,0.31481865,0.38504995,0
3009.5,307.0390429,306.8162727,305.8028934,310.33535,0.5019114895,0.401065044,0.1008464456,0.427129357,0.3650031172,0.06212623984,0.06367809327,0.3678772306,0.134034259,0,0.70124225,0.31482565,0.3864166,0
3019.5,307.0506415,306.8275746,305.8154693,310.34835,0.5031803122,0.4015881197,0.1015921925,0.4285622579,0.3656029221,0.06295933577,0.06380078709,0.3691460514,0.1340342608,0,0.7026429,0.3148336,0.38781025,0
3029.5,307.0623887,306.8390213,305.828213,310.36135,0.5044741147,0.4021178966,0.1023562181,0.4300231328,0.3662107288,0.06381240399,0.06380078709,0.370439852,0.1340342626,0,0.70407245,0.31484065,0.38923185,0
3039.5,307.0742885,306.8506165,305.8411285,310.37435,0.5057936579,0.402654547,0.1031391109,0.4315128299,0.3668267287,0.06468610113,0.0661319697,0.3717593934,0.1340342645,0,0.705531,0.3148486,0.3906824,0
3049.5,307.0863446,306.862364,305.8542198,310.3883,0.5071396352,0.4031982474,0.1039413878,0.4330321241,0.3674511193,0.06558100486,0.06625466352,0.3731053688,0.1340342664,0,0.7070176,0.31485565,0.39216195,0
3059.5,307.0985613,306.8742678,305.8674914,310.40135,0.5085128724,0.4037491804,0.104763692,0.434581936,0.3680841036,0.0664978324,0.06625466352,0.3744786041,0.1340342683,0,0.708536,0.3148636,0.39367145,0
3069.5,307.1109426,306.8863318,305.8809476,310.4153,0.5099141324,0.4043075334,0.1056065989,0.4361631181,0.3687258914,0.06743722663,0.06858584612,0.3758798621,0.1340342703,0,0.71008545,0.3148716,0.39521285,0
3079.5,307.1234928,306.8985604,305.8945928,310.4293,0.5113443141,0.404873501,0.1064708131,0.437776672,0.3693766989,0.06839997315,0.06870853995,0.3773100418,0.1340342723,0,0.71166685,0.3148796,0.3967872,0
3089.5,307.1362165,306.9109578,305.9084318,310.4433,0.5128042587,0.4054472827,0.1073569759,0.4394235375,0.370036749,0.06938678843,0.06870853995,0.3787699844,0.1340342743,0,0.7132831,0.3148876,0.39839455,0
3099.5,307.1491181,306.9235285,305.9224695,310.4573,0.5142949475,0.4060290858,0.1082658617,0.4411048079,0.3707062724,0.07039853556,0.07103972255,0.3802606712,0.1340342763,0,0.7149334,0.31489655,0.40003775,0
3109.5,307.1622025,306.936277,305.9367108,310.47225,0.51581731,0.4066191235,0.1091981865,0.4428215214,0.371385507,0.07143601443,0.07349359898,0.3817830316,0.1340342784,0,0.71662055,0.3149046,0.401716,0
3119.5,307.1754746,306.9492083,305.9511608,310.48725,0.5173724211,0.4072176174,0.1101548038,0.4445748753,0.372074699,0.07250017625,0.0736162928,0.3833381406,0.1340342805,0,0.7183447,0.31491355,0.4034321,0
3129.5,307.1889394,306.9623272,305.965825,310.50225,0.5189613104,0.4078247955,0.1111365149,0.4463660191,0.3727741032,0.07359191585,0.0736162928,0.3849270277,0.1340342826,0,0.72010585,0.3149216,0.4051843,0
3139.5,307.2026021,306.9756388,305.9807088,310.51725,0.5205851589,0.4084408954,0.1121442635,0.4481962683,0.3734839832,0.0747122851,0.0759474754,0.386550874,0.1340342848,0,0.72190685,0.31493055,0.4069763,0
3149.5,307.2164684,306.9891485,305.995818,310.5332,0.5222451103,0.409066162,0.1131789483,0.4500668995,0.3742046121,0.07586228735,0.07607016923,0.3882108233,0.134034287,0,0.7237488,0.31493955,0.40880925,0
3159.5,307.2305437,307.0028617,306.0111585,310.54825,0.523942467,0.4097008503,0.1142416167,0.451979363,0.3749362731,0.0770430899,0.07607016923,0.3899081778,0.1340342892,0,0.7256327,0.31494855,0.41068415,0
3169.5,307.244834,307.0167841,306.0267364,310.5642,0.5256785032,0.4103452242,0.1153332791,0.4539350804,0.3756792597,0.07825582076,0.08073253444,0.3916442117,0.1340342915,0,0.72756145,0.31495755,0.41260295,0
3179.5,307.2593454,307.0309217,306.0425582,310.58115,0.5274546605,0.4109995584,0.1164551022,0.455935657,0.3764338768,0.07950178026,0.08097792208,0.3934203667,0.1340342938,0,0.7295352,0.3149675,0.4145686,0
3189.5,307.2740842,307.0452807,306.0586305,310.5972,0.5292723631,0.4116641375,0.1176082256,0.4579826813,0.377200441,0.08078224031,0.08097792208,0.395238067,0.1340342961,0,0.73155775,0.31497655,0.41658125,0
3199.5,307.2890571,307.0598673,306.0749602,310.61415,0.531133213,0.4123392588,0.1187939541,0.4600779366,0.3779792813,0.08209865532,0.08330910468,0.3970989145,0.1340342985,0,0.7336293,0.3149865,0.4186428,0
3209.5,307.3042708,307.0746884,306.0915544,310.63115,0.5330388077,0.4130252304,0.1200135772,0.4622232044,0.3787707402,0.08345246413,0.08343179851,0.3990045068,0.1340343009,0,0.73574985,0.3149965,0.42075335,0
3219.5,307.3197325,307.0897509,306.1084207,310.64815,0.5349909352,0.4137223746,0.1212685607,0.4644204747,0.3795751741,0.08484530061,0.08576298111,0.4009566319,0.1340343033,0,0.73792415,0.3150065,0.42291765,0
3229.5,307.3354497,307.1050619,306.1255668,310.6661,0.5369913947,0.414431026,0.1225603686,0.4666717527,0.3803929543,0.08627879843,0.08821685754,0.4029570888,0.1340343058,0,0.74015245,0.3150165,0.42513595,0
3239.5,307.3514302,307.1206291,306.1430009,310.6841,0.5390421908,0.4151515354,0.1238906554,0.4689792696,0.381224468,0.08775480162,0.09067073396,0.4050078825,0.1340343083,0,0.7424395,0.31502745,0.427413,0
3249.5,307.3676821,307.1364603,306.1607313,310.70305,0.541145358,0.4158842676,0.1252610904,0.4713452919,0.3820701193,0.08927517265,0.09079342778,0.4071110472,0.1340343109,0,0.74478745,0.3150375,0.42975,0
3259.5,307.3842138,307.1525638,306.1787671,310.7211,0.5433031558,0.4166296055,0.1266735503,0.4737723336,0.3829303304,0.09084200324,0.09079342778,0.4092688423,0.1340343135,0,0.74719735,0.31504845,0.4321489,0
3269.5,307.4010344,307.1689483,306.1971174,310.74005,0.5455178952,0.4173879485,0.1281299467,0.4762629688,0.3838055426,0.09245742627,0.09312461039,0.4114835791,0.1340343161,0,0.749674,0.31505945,0.43461455,0
3279.5,307.4181531,307.1856227,306.2157918,310.75905,0.5477921364,0.418159716,0.1296324204,0.4788200451,0.3846962177,0.09412382743,0.09557848682,0.4137578176,0.1340343188,0,0.75221955,0.31507045,0.4371491,0
3289.5,307.4355797,307.2025967,306.2348007,310.779,0.5501285187,0.4189453471,0.1311831717,0.4814465012,0.3856028397,0.09584366149,0.09803236324,0.4160941972,0.1340343215,0,0.75483315,0.31508145,0.4397517,0
3299.5,307.4533245,307.21988,306.2541545,310.799,0.5525299598,0.4197453032,0.1327846566,0.4841455814,0.3865259158,0.09761966561,0.1004862397,0.4184956355,0.1340343243,0,0.75752235,0.3150934,0.44242895,0
3309.5,307.4713982,307.2374833,306.2738644,310.81995,0.5549994909,0.4205600688,0.1344394222,0.4869206594,0.3874659786,0.09945468075,0.1029401161,0.4209651638,0.1340343271,0,0.7602904,0.3151054,0.445185,0
3319.5,307.4898122,307.2554175,306.2939423,310.84095,0.5575404586,0.4213901542,0.1361503044,0.4897754555,0.3884235878,0.1013518676,0.1030628099,0.4235061286,0.13403433,0,0.76314125,0.3151174,0.44802385,0
3329.5,307.5085785,307.2736942,306.3144004,310.86195,0.5601563662,0.4222360963,0.1379202699,0.4927138668,0.3893993323,0.1033145345,0.1053939925,0.4261220333,0.1340343329,0,0.7660789,0.3151294,0.4509495,0
3339.5,307.5277097,307.2923257,306.3352517,310.8839,0.5628510793,0.4230984622,0.1397526171,0.4957401895,0.3903938323,0.1053463572,0.1078478689,0.4288167434,0.1340343359,0,0.76910925,0.31514235,0.4539669,0
3349.5,307.5472191,307.3113248,306.35651,310.9059,0.5656286747,0.4239778499,0.1416508248,0.4988589567,0.391407742,0.1074512147,0.1103017454,0.4315943358,0.1340343389,0,0.7722364,0.31515535,0.457082,0
3359.5,307.5671209,307.3307052,306.3781898,310.92885,0.5684936525,0.4248748931,0.1436187594,0.5020751675,0.3924417524,0.1096334151,0.1127556218,0.4344593105,0.134034342,0,0.7754672,0.31516835,0.4602989,0
3369.5,307.5874299,307.3504815,306.4003063,310.95185,0.571450794,0.4257902617,0.1456605324,0.5053941359,0.3934965941,0.1118975418,0.1152094982,0.437416449,0.1340343451,0,0.7788001,0.31518135,0.46361875,0
3379.5,307.6081621,307.370669,306.4228758,310.9758,0.5745053827,0.4267246676,0.1477807152,0.5088217289,0.3945730411,0.1142486878,0.1199945573,0.4404710345,0.1340343482,0,0.7822464,0.3151953,0.4670511,0
3389.5,307.6293343,307.3912839,306.4459154,311.00075,0.5776630754,0.4276788661,0.1499842092,0.5123642299,0.3956719143,0.1166923156,0.1225711275,0.4436287239,0.1340343515,0,0.7858143,0.3152093,0.470605,0
3399.5,307.6509645,307.4123437,306.4694436,311.02575,0.5809301347,0.4286536624,0.1522764723,0.5160285901,0.3967940859,0.1192345042,0.1226938213,0.44689578,0.1340343547,0,0.78951085,0.3152233,0.47428755,0
3409.5,307.6730718,307.4338669,306.4934798,311.05075,0.5843133187,0.4296499138,0.1546634048,0.5198223115,0.3979404842,0.1218818273,0.1250250039,0.4502789606,0.1340343581,0,0.79334495,0.31523825,0.4781067,0
3419.5,307.6956766,307.4558733,306.5180446,311.0767,0.5878201312,0.4306685375,0.1571515937,0.5237537182,0.3991120991,0.1246416191,0.129810063,0.4537857697,0.1340343615,0,0.7973256,0.31525325,0.48207235,0
3429.5,307.7188009,307.478384,306.5431603,311.10365,0.5914587357,0.4317105141,0.1597482216,0.5278318663,0.4003099877,0.1275218785,0.1323866332,0.4574243707,0.1340343649,0,0.8014637,0.3152692,0.48619545,0
3439.5,307.7424683,307.5014217,306.5688506,311.13065,0.5952382328,0.432776897,0.1624613358,0.5320668444,0.4015352821,0.1305315623,0.1348405096,0.4612038643,0.1340343684,0,0.80577025,0.31528425,0.49048605,0
3449.5,307.766704,307.525011,306.595141,311.1586,0.5991686093,0.4338688178,0.1652997914,0.5364697228,0.4027891965,0.1336805263,0.1419567513,0.4651342372,0.134034372,0,0.81024865,0.31530115,0.49494845,0
3459.5,307.7915352,307.549178,306.6220589,311.1885,0.6032610559,0.4349874975,0.1682735584,0.5410528973,0.4040730365,0.1369798608,0.146987198,0.4692266802,0.1340343757,0,0.81491995,0.3153172,0.49960185,0
3469.5,307.8169917,307.5739514,306.6496336,311.2185,0.6075279689,0.4361342547,0.1713937142,0.5458300964,0.4053882097,0.1404418868,0.1472325856,0.4734935895,0.1340343794,0,0.8197995,0.3153351,0.50446435,0
3479.5,307.8431053,307.5993619,306.6778973,311.2485,0.6119833301,0.4373105198,0.1746728103,0.5508167928,0.4067362371,0.1440805557,0.1518949508,0.477948947,0.1340343831,0,0.8249061,0.3153531,0.509553,0
3489.5,307.8699109,307.625443,306.7068843,311.2804,0.6166427887,0.4385178471,0.1781249416,0.5560302981,0.4081187677,0.1479115304,0.1568027037,0.4826084017,0.134034387,0,0.8302597,0.3153711,0.5148886,0
3499.5,307.8974466,307.6522314,306.7366323,311.3124,0.62152414,0.439757933,0.181766207,0.5614902821,0.4095375942,0.1519526878,0.1593792739,0.4874897491,0.1340343909,0,0.83588315,0.3153891,0.52049405,0
3509.5,307.9257541,307.6797671,306.7671824,311.34535,0.6266475357,0.4410326337,0.185614902,0.5672190067,0.4109946725,0.1562243343,0.1641643329,0.4926131408,0.1340343948,0,0.8418042,0.31540805,0.5263952,0
3519.5,307.9548792,307.7080941,306.7985793,311.3793,0.6320361245,0.4423439904,0.1896921341,0.5732420211,0.4124921437,0.1607498774,0.1690720858,0.4980017257,0.1340343989,0,0.84805085,0.315428,0.5326228,0
3529.5,307.9848726,307.737261,306.8308726,311.41425,0.6377164763,0.4436942551,0.1940222212,0.5795886264,0.4140323616,0.1655562648,0.1739798386,0.5036820733,0.134034403,0,0.85465585,0.315448,0.53920785,0
3539.5,308.0157906,307.7673215,306.8641165,311.4502,0.6437195003,0.445085926,0.1986335743,0.5862928709,0.4156179245,0.1706749464,0.1812187741,0.5096850932,0.1340344071,0,0.8616598,0.31546895,0.5461918,0
3549.5,308.0476961,307.7983357,306.8983716,311.4881,0.6500812434,0.4465217867,0.2035594567,0.5933944173,0.4172517145,0.1761427027,0.1885804034,0.5160468321,0.1340344113,0,0.8690999,0.3154909,0.55360905,0
3559.5,308.0806595,307.8303708,306.9337053,311.52705,0.6568443117,0.4480049589,0.2088393529,0.6009400767,0.4189369455,0.1820031312,0.1959420327,0.5228098961,0.1340344156,0,0.8770388,0.3155129,0.5615259,0
3569.5,308.1147607,307.8635027,306.970193,311.56795,0.6640593633,0.4495389632,0.2145204,0.6089854181,0.4206772215,0.1883081966,0.2007270917,0.5300249433,0.13403442,0,0.8855519,0.3155368,0.5700151,0
