time_s,T_2d_equiv_K,T_edge_K,T_lumped_K,T_pybamm_K,Pin_2d_W,Pout_2d_W,Pnet_2d_W,Pin_lumped_W,Pout_lumped_W,Pnet_lumped_W,Pnet_pybamm_equiv_W,P_rxn_2d_W,P_ohm_2d_W,P_rev_2d_W,Q_total_pybamm_W,Q_ohmic_pybamm_W,Q_irreversible_pybamm_W,Q_reversible_pybamm_W
0,298.15,298.15,298.15,298.15,0.6558023939,0,0.6558023939,0.58571445,0,0.58571445,0.8343179851,0.5217683256,0.1340340682,0,0.72292,0.135163,0.587757,0
0.5,298.1570339,298.1569876,298.1500004,298.1585,0.655802225,0.0003225854384,0.6554796396,0.5857142624,2.049163188e-08,0.5857142419,0.8343179851,0.5217681568,0.1340340682,0,0.72398265,0.1374407,0.58654195,0
1,298.1640519,298.1639429,298.1559677,298.167,0.6536732117,0.0006437792427,0.6530294325,0.5833500338,0.000284626516,0.5830654073,0.8343179851,0.5196391438,0.1340340679,0,0.7250453,0.1397184,0.5853269,0
1.5,298.1710452,298.1708657,298.1619214,298.1755,0.6518874852,0.0009635174488,0.6509239677,0.5813695259,0.0005685889387,0.580800937,0.8343179851,0.5178534176,0.1340340676,0,0.72610795,0.1419961,0.58411185,0
2,298.1780166,298.1777583,298.1678501,298.184,0.6503282557,0.001281914915,0.6490463407,0.5796422541,0.0008513576428,0.5787908965,0.8343179851,0.5162941884,0.1340340672,0,0.7271706,0.1442738,0.5828968,0
2.5,298.1849684,298.1846252,298.1737571,298.1925,0.6489282524,0.0015991609,0.6473290915,0.5780929978,0.001133087827,0.57695991,0.8343179851,0.5148941855,0.1340340669,0,0.72823325,0.1465515,0.58168175,0
3,298.1919021,298.1914677,298.1796444,298.201,0.647643732,0.001915319574,0.6457284124,0.5766728598,0.00141388481,0.575258975,0.8343179851,0.5136096654,0.1340340666,0,0.7292959,0.1488292,0.5804667,0
3.5,298.1988186,298.1982882,298.1855138,298.2095,0.6464478525,0.002230491405,0.6442173611,0.5753518198,0.00169382369,0.5736579961,0.8343179851,0.5124137863,0.1340340662,0,0.73035855,0.1511069,0.57925165,0
4,298.2057189,298.2050876,298.1913664,298.218,0.6453215472,0.002544719501,0.6427768277,0.5741085652,0.001972960349,0.5721356049,0.8343179851,0.5112874813,0.1340340659,0,0.7314212,0.1533846,0.5780366,0
4.5,298.2126037,298.2118673,298.197203,298.2265,0.6442527498,0.002858067506,0.6413946823,0.572929598,0.002251338166,0.5706782599,0.8343179851,0.5102186843,0.1340340655,0,0.73248385,0.1556623,0.57682155,0
5.5,298.2263396,298.225382,298.2030245,298.2435,0.643231954,0.0034827597,0.6397491943,0.5718042927,0.002528992037,0.5692753006,0.8343179851,0.5091978889,0.1340340651,0,0.73460915,0.1602177,0.57439145,0
7.5,298.2537036,298.2522675,298.2146383,298.2775,0.6413092462,0.004725724645,0.6365835215,0.5696865294,0.00308290992,0.5666036195,0.8379987997,0.5072751818,0.1340340644,0,0.73885975,0.1693285,0.56953125,0
11.5,298.3080223,298.3055289,298.2377829,298.34595,0.6378334475,0.007188746026,0.6306447014,0.5658638689,0.004186785848,0.5616770831,0.8459738981,0.5037993847,0.1340340627,0,0.7468364,0.1853928,0.5614436,0
19.5,298.4151536,298.4103254,298.2837624,298.48435,0.6319213254,0.01203646786,0.6198848575,0.5593788432,0.006379769424,0.5529990738,0.8542216494,0.4978872662,0.1340340592,0,0.7610412,0.2103304,0.5507108,0
29.5,298.5461538,298.5382242,298.3746126,298.65925,0.6226958838,0.01795436884,0.604741515,0.5493050401,0.01071285161,0.5385921885,0.8562801791,0.4886618327,0.1340340511,0,0.7740966,0.2332944,0.5408022,0
39.5,298.6738395,298.6627624,298.4858235,298.8333,0.6140757215,0.02371753215,0.5903581893,0.5399496625,0.0160170319,0.5239326306,0.8564028729,0.4800416813,0.1340340402,0,0.78321955,0.25021095,0.5330086,0
49.5,298.7985121,298.78431,298.5940732,299.00825,0.6073347626,0.02934261473,0.5779921479,0.5326772786,0.02117997467,0.5114973039,0.8540716903,0.4733007333,0.1340340293,0,0.78939735,0.26290655,0.5264908,0
59.5,298.9205292,298.9032484,298.6995624,299.18135,0.6017602415,0.03484707492,0.5669131666,0.5266943532,0.02621125996,0.5004830932,0.8469554486,0.4677262226,0.1340340189,0,0.7933831,0.27258925,0.52079385,0
69.5,299.0401268,299.0198202,298.8026626,299.3534,0.5969605485,0.04024205767,0.5567184908,0.521565433,0.03112860097,0.490436832,0.8395938194,0.4629265394,0.1340340091,0,0.79572685,0.28007605,0.5156508,0
79.5,299.1574708,299.1341927,298.9036171,299.5235,0.5926982645,0.04553527117,0.5471629933,0.5170268805,0.03594360649,0.481083274,0.8299010075,0.4586642646,0.1340339999,0,0.7968318,0.2859284,0.51090245,0
89.5,299.2726841,299.2464875,299.0025952,299.6916,0.5888227863,0.05073233231,0.5380904539,0.5129117411,0.04066434582,0.4722473953,0.8200855018,0.454788795,0.1340339913,0,0.7969961,0.290549,0.5064461,0
99.5,299.3858618,299.3567981,299.0997202,299.8577,0.585236826,0.05583756722,0.5293992588,0.5091123545,0.04529670037,0.4638156542,0.8102699961,0.4512028428,0.1340339832,0,0.7964415,0.29422455,0.50221595,0
109.5,299.4970806,299.4651994,299.1950859,300.0218,0.5818747998,0.06085443882,0.521020361,0.5055562916,0.04984514937,0.4557111423,0.7981233078,0.4478408242,0.1340339757,0,0.7953347,0.2971667,0.49816795,0
119.5,299.6064046,299.5717541,299.288767,300.18295,0.5786918426,0.06578584668,0.5129059959,0.5021941072,0.05431324662,0.4478808606,0.7858539256,0.444657874,0.1340339686,0,0.7938055,0.29953405,0.49427145,0
129.5,299.7138889,299.6765158,299.3808246,300.34205,0.5756557883,0.07063427314,0.5050215152,0.4989904308,0.05870391469,0.4402865161,0.7759157261,0.4416218263,0.134033962,0,0.7919534,0.3014484,0.49050595,0
139.5,299.8195823,299.7795321,299.4713107,300.49915,0.5727436042,0.07540192005,0.4973416842,0.4959199896,0.06301963254,0.4329003571,0.7637690378,0.4387096483,0.1340339559,0,0.7898574,0.3030022,0.4868543,0
149.5,299.9235285,299.8808455,299.5602707,300.6533,0.5699377926,0.08009075787,0.4898470347,0.4929636258,0.06726255823,0.4257010676,0.7514996557,0.4359038423,0.1340339503,0,0.7875765,0.3042703,0.48330615,0
159.5,300.0257676,299.9804954,299.6477447,300.8054,0.5672254004,0.08470260178,0.4825227986,0.4901071874,0.07143461138,0.418672576,0.7392302735,0.4331914554,0.134033945,0,0.7851611,0.3053077,0.4798534,0
169.5,300.1263369,300.0785177,299.7337691,300.95455,0.5645960257,0.08923912282,0.4753569029,0.48733933,0.07553752994,0.4118018001,0.7269608914,0.4305620856,0.1340339401,0,0.7826479,0.3061608,0.4764871,0
179.5,300.2252712,300.1749466,299.8183775,301.10165,0.5620418084,0.09370189839,0.46833991,0.484651499,0.07957291019,0.4050785888,0.7146915093,0.4280078728,0.1340339356,0,0.7800691,0.30686515,0.473203,0
189.5,300.3226035,300.269814,299.901601,301.2458,0.5595560803,0.09809240703,0.4614636733,0.482036446,0.08354223553,0.3984942105,0.7024221271,0.4255221488,0.1340339315,0,0.77744625,0.30745005,0.46999615,0
199.5,300.4183649,300.3631505,299.9834687,301.3879,0.5571337622,0.1024120668,0.4547216955,0.4794886618,0.08744689762,0.3920417642,0.6924839276,0.4230998345,0.1340339277,0,0.77480035,0.3079369,0.46686345,0
209.5,300.5125855,300.4549852,300.0640082,301.528,0.5547702958,0.1066622222,0.4481080736,0.4770032051,0.09128821211,0.385714993,0.6803372393,0.4207363716,0.1340339243,0,0.7721467,0.30834575,0.4638,0
219.5,300.605294,300.5453464,300.1432458,301.66515,0.5524622213,0.1108441766,0.4416180447,0.4745763345,0.09506743077,0.3795089037,0.6680678571,0.4184283002,0.1340339211,0,0.76949555,0.3086909,0.4608046,0
229.5,300.6965182,300.6342607,300.2212065,301.80025,0.5502062438,0.114959175,0.4352470688,0.472204487,0.09878575068,0.3734187363,0.6581296576,0.4161723255,0.1340339183,0,0.7668569,0.3089835,0.4578734,0
239.5,300.7862849,300.7217547,300.2979145,301.93335,0.5479998966,0.119008433,0.4289914635,0.4698850033,0.1024443215,0.3674406818,0.6459829693,0.4139659808,0.1340339157,0,0.76423885,0.30923455,0.4550043,0
249.5,300.8746201,300.8078533,300.3733929,302.0635,0.5458406776,0.1229931178,0.4228475598,0.4676151837,0.1060442513,0.3615709324,0.6337135872,0.4118067641,0.1340339134,0,0.7616475,0.30945125,0.45219625,0
259.5,300.961549,300.8925815,300.4476644,302.1916,0.5437267546,0.1269143742,0.4168123804,0.4653930596,0.1095866112,0.3558064484,0.6261065703,0.4096928432,0.1340339114,0,0.759086,0.30963965,0.44944635,0
269.5,301.0470962,300.975963,300.5207505,302.31865,0.5416561426,0.1307733055,0.4108828371,0.4632164935,0.1130724388,0.3501440547,0.6164137584,0.4076222329,0.1340339096,0,0.75655735,0.3098048,0.44675255,0
279.5,301.1312857,301.0580212,300.5926725,302.4428,0.5396274289,0.1345709975,0.4050564314,0.4610839737,0.1165027417,0.3445812319,0.6019358874,0.4055935208,0.1340339081,0,0.7540655,0.3099517,0.4441138,0
289.5,301.2141409,301.138779,300.6634508,302.56395,0.5376389769,0.138308499,0.3993304778,0.4589937415,0.1198785,0.3391152415,0.5918749941,0.4036050701,0.1340339068,0,0.7516116,0.3100825,0.4415291,0
299.5,301.2956846,301.2182585,300.7331056,302.684,0.5356896603,0.1419868449,0.3937028154,0.4569445966,0.1232006678,0.3337439289,0.584390671,0.4016557546,0.1340339057,0,0.74919665,0.3102011,0.43899555,0
309.5,301.375939,301.2964814,300.8016562,302.8021,0.5337780846,0.1456070361,0.3881710485,0.4549350441,0.1264701758,0.3284648683,0.5746978591,0.3997441798,0.1340339048,0,0.7468226,0.31030865,0.436513,0
319.5,301.4549261,301.3734692,300.8691218,302.9182,0.5319033249,0.1491700622,0.3827332627,0.4529641026,0.1296879323,0.3232761703,0.5625511708,0.3978694208,0.1340339041,0,0.7444886,0.31040805,0.4340805,0
329.5,301.5326672,301.4492425,300.9355209,303.03135,0.5300641603,0.1526768815,0.3773872788,0.451030466,0.1328548246,0.3181756414,0.5526129713,0.3960302568,0.1340339036,0,0.74219555,0.3105004,0.43169515,0
339.5,301.6091831,301.5238219,301.0008718,303.1434,0.5282598115,0.1561284425,0.3721313691,0.4491333115,0.1359717202,0.3131615913,0.5451286482,0.3942259083,0.1340339032,0,0.73994255,0.31058575,0.4293568,0
349.5,301.6844945,301.5972271,301.0651922,303.2535,0.5264891864,0.1595256643,0.3669635221,0.447271473,0.1390394679,0.3082320051,0.5354358363,0.3924552833,0.134033903,0,0.7377305,0.31066695,0.42706355,0
359.5,301.7586213,301.6694778,301.1284995,303.3616,0.5247516141,0.1628694579,0.3618821562,0.4454442459,0.1420588981,0.3033853478,0.5279515132,0.390717711,0.134033903,0,0.73555945,0.3107432,0.42481625,0
369.5,301.8315833,301.7405932,301.1908109,303.46865,0.5230461008,0.1661607063,0.3568853945,0.4436505711,0.1450308243,0.2986197468,0.5182587013,0.3890121977,0.1340339031,0,0.7334275,0.31081635,0.42261115,0
379.5,301.9033997,301.8105922,301.2521429,303.5728,0.5213720595,0.1694002855,0.351971774,0.4418898349,0.1479560434,0.2939337915,0.5084431956,0.3873381561,0.1340339034,0,0.7313355,0.31088555,0.42044995,0
389.5,301.9740896,301.8794931,301.312512,303.67585,0.5197285739,0.1725890448,0.3471395291,0.4401610626,0.1508353361,0.2893257265,0.5009588725,0.3856946701,0.1340339038,0,0.72928255,0.31095265,0.4183299,0
399.5,302.0436714,301.9473141,301.3719343,303.77695,0.5181151231,0.1757278274,0.3423872958,0.4384637124,0.1536694681,0.2847942444,0.4912660606,0.3840812188,0.1340339043,0,0.7272667,0.3110168,0.4162499,0
409.5,302.1121635,302.0140729,301.4304254,303.87605,0.5165308543,0.1788174509,0.3377134033,0.4367968783,0.1564591898,0.2803376885,0.4814505549,0.3824969493,0.134033905,0,0.72528975,0.3110789,0.41421085,0
419.5,302.1795838,302.0797871,301.4880009,303.97315,0.5149753003,0.1818587277,0.3331165725,0.4351600771,0.1592052375,0.2759548396,0.4739662318,0.3809413945,0.1340339058,0,0.72334895,0.311139,0.41220995,0
429.5,302.2459497,302.1444737,301.5446757,304.0692,0.5134476613,0.1848524456,0.3285952157,0.43355246,0.1619083334,0.2716441266,0.4689357851,0.3794137547,0.1340339066,0,0.7214451,0.31119805,0.41024705,0
439.5,302.3112787,302.2081496,301.6004649,304.16425,0.5119475154,0.1877993875,0.3241481279,0.4319735927,0.1645691861,0.2674044065,0.4593656671,0.3779136078,0.1340339076,0,0.71957635,0.31125515,0.4083212,0
449.5,302.3755875,302.2708311,301.655383,304.2564,0.5104741081,0.190700313,0.3197737951,0.4304226756,0.1671884913,0.2632341843,0.4495501614,0.3764401994,0.1340339087,0,0.7177426,0.31131025,0.40643235,0
459.5,302.4388929,302.3325347,301.7094442,304.34745,0.509027056,0.1935559771,0.3154710789,0.4288993161,0.1697669315,0.2591323846,0.4443970209,0.3749931462,0.1340339098,0,0.71594385,0.3113643,0.40457955,0
469.5,302.5012111,302.3932762,301.7626627,304.4375,0.5076056445,0.1963671124,0.3112385321,0.4274027574,0.1723051768,0.2550975806,0.4371580854,0.3735717335,0.1340339111,0,0.7141782,0.31141735,0.40276085,0
479.5,302.5625583,302.4530712,301.8150523,304.5256,0.5062095238,0.1991344475,0.3070750763,0.4259326431,0.1748038854,0.2511287577,0.4297964561,0.3721756114,0.1340339124,0,0.7124465,0.3114694,0.40097615,0
489.5,302.6229502,302.5119351,301.8666264,304.61265,0.5048380147,0.2018586894,0.3029793253,0.4244882545,0.1772637033,0.2472245512,0.4224348268,0.3708041009,0.1340339138,0,0.71074595,0.31152045,0.39922545,0
499.5,302.6824024,302.5698831,301.9173985,304.69775,0.503490797,0.2045405413,0.2989502557,0.4230692671,0.1796852652,0.2433840018,0.4150731976,0.3694568818,0.1340339153,0,0.7090783,0.3115705,0.3975078,0
509.5,302.7409299,302.6269299,301.9673815,304.7818,0.5021672236,0.2071806856,0.294986538,0.4216749965,0.1820691944,0.2396058021,0.4077115683,0.3681333068,0.1340339168,0,0.7074408,0.31161955,0.39582125,0
519.5,302.7985479,302.6830902,302.0165883,304.8639,0.5008670009,0.2097798014,0.2910871995,0.4203051467,0.1844161031,0.2358890437,0.400349939,0.3668330825,0.1340339184,0,0.70583425,0.3116676,0.39416665,0
529.5,302.8552709,302.7383781,302.0650315,304.94495,0.4995895108,0.2123385475,0.2872509632,0.4189590646,0.1867265928,0.2322324718,0.3929883097,0.3655555907,0.13403392,0,0.70425775,0.31171465,0.3925431,0
539.5,302.9111135,302.792808,302.1127236,305.02405,0.4983344838,0.21485758,0.2834769038,0.4176364796,0.1890012546,0.2286352251,0.387957863,0.3643005621,0.1340339217,0,0.7027103,0.3117607,0.3909496,0
549.5,302.9660899,302.8463935,302.1596766,305.10305,0.4971013287,0.2173375354,0.2797637933,0.4163367674,0.1912406691,0.2250960983,0.3807189276,0.3630674052,0.1340339235,0,0.70119185,0.3118067,0.3893861,0
559.5,303.0202139,302.8991484,302.2059026,305.1792,0.4958897979,0.2197790473,0.2761107506,0.4150596808,0.1934454071,0.2216142737,0.3733572983,0.3618558726,0.1340339253,0,0.69970145,0.3118508,0.3878507,0
569.5,303.0734994,302.9510859,302.2514133,305.2552,0.4946993249,0.2221827307,0.2725165942,0.4138046218,0.1956160294,0.2181885923,0.3683268516,0.3606653978,0.1340339271,0,0.69823905,0.3118948,0.38634425,0
579.5,303.1259598,303.0022192,302.2962202,305.3293,0.4935296823,0.2245491982,0.2689804841,0.4125713645,0.1977530873,0.2148182772,0.3610879162,0.3594957534,0.134033929,0,0.6968037,0.31193785,0.38486585,0
589.5,303.1776084,303.0525613,302.3403348,305.40235,0.4923803266,0.226879044,0.2655012826,0.4113593353,0.1998571226,0.2115022128,0.3560574695,0.3583463958,0.1340339309,0,0.6953944,0.3119799,0.3834145,0
599.5,303.2284583,303.1021248,302.3837682,305.4744,0.4912510489,0.2291728603,0.2620781886,0.4101683282,0.2019286679,0.2082396603,0.3511497166,0.3572171161,0.1340339328,0,0.694013,0.3120219,0.3819911,0
609.5,303.2785221,303.1509223,302.4265313,305.54545,0.4901413273,0.2314312215,0.2587101058,0.4089977922,0.2039682468,0.2050295454,0.3439107812,0.3561073925,0.1340339348,0,0.6926558,0.312062,0.3805938,0
619.5,303.3278127,303.198966,302.468635,305.61455,0.4890509699,0.2336547002,0.2553962697,0.4078475393,0.2059763743,0.2018711651,0.3388803345,0.3550170331,0.1340339368,0,0.69132355,0.312102,0.3792206,0
629.5,303.3763423,303.246268,302.5100899,305.68355,0.4879794751,0.2358438517,0.2521356233,0.4067170402,0.2079535564,0.1987634838,0.3339725817,0.3539455363,0.1340339388,0,0.69001535,0.312142,0.3778733,0
639.5,303.4241231,303.2928403,302.5509064,305.75065,0.4869266667,0.23799923,0.2489274368,0.4056061232,0.2099002909,0.1957058323,0.3267336462,0.3528927259,0.1340339409,0,0.68873115,0.31218105,0.37655105,0
649.5,303.4711672,303.3386944,302.5910948,305.8167,0.4858920623,0.240121372,0.2457706903,0.4045142792,0.2118170673,0.1926972119,0.3217031995,0.3518581194,0.1340339429,0,0.68747095,0.3122191,0.3752519,0
659.5,303.5174863,303.383842,302.6306652,305.88175,0.4848755003,0.2422108135,0.2426646869,0.4034413521,0.213704367,0.1897369851,0.3167954467,0.3508415553,0.134033945,0,0.6862338,0.31225615,0.37397765,0
669.5,303.563092,303.4282942,302.6696274,305.9458,0.4838765163,0.244268074,0.2396084423,0.4023868515,0.2155626632,0.1868241883,0.3118876938,0.3498425692,0.1340339471,0,0.68501965,0.31229315,0.3727265,0
679.5,303.6079958,303.4720622,302.7079913,306.00885,0.4828949623,0.2462936718,0.2366012905,0.4013506356,0.2173924217,0.183958214,0.3046487584,0.3488610131,0.1340339492,0,0.68382755,0.3123292,0.3714974,0
689.5,303.6522088,303.515157,302.7457665,306.06995,0.4819303907,0.2482881096,0.2336422811,0.400332232,0.2191941003,0.1811381316,0.2996183117,0.3478964393,0.1340339513,0,0.68265745,0.3123652,0.3702922,0
699.5,303.6957422,303.5575893,302.7829624,306.13095,0.4809826665,0.250251889,0.2307307775,0.3993315121,0.2209681498,0.1783633623,0.2970417414,0.346948713,0.1340339535,0,0.68150935,0.31240025,0.3691091,0
709.5,303.7386067,303.5993696,302.8195882,306.191,0.4800513581,0.2521854963,0.2278658618,0.3983480203,0.2227150131,0.1756330072,0.2922566824,0.3460174024,0.1340339556,0,0.6803823,0.31243525,0.36794705,0
719.5,303.7808131,303.6405085,302.8556533,306.25005,0.4791363423,0.254089417,0.2250469253,0.3973816406,0.2244351263,0.1729465143,0.2873489296,0.3451023845,0.1340339578,0,0.6792753,0.3124693,0.36680695,0
729.5,303.8223718,303.6810162,302.8911664,306.3081,0.4782372026,0.2559641218,0.2222730808,0.3964319331,0.2261289184,0.1703030147,0.2801099941,0.3442032427,0.1340339599,0,0.67818925,0.31250235,0.3656879,0
739.5,303.8632933,303.7209027,302.9261365,306.3642,0.4773538271,0.2578100808,0.2195437463,0.3954987935,0.2277968114,0.1677019821,0.2750795474,0.3433198651,0.1340339621,0,0.67712325,0.31253535,0.3645889,0
749.5,303.9035876,303.7601779,302.9605724,306.4202,0.4764858137,0.2596277496,0.2168580642,0.394581797,0.2294392205,0.1651425765,0.2725029772,0.3424518495,0.1340339642,0,0.67607725,0.3125674,0.3635099,0
759.5,303.9432649,303.7988517,302.9944824,306.47525,0.475633061,0.2614175833,0.2142154777,0.39368085,0.2310565544,0.1626242957,0.2677179181,0.3415990946,0.1340339664,0,0.6750503,0.3125994,0.36245185,0
769.5,303.9823348,303.8369336,303.0278752,306.5293,0.4747951803,0.263180023,0.2116151574,0.3927955422,0.2326492152,0.1601463271,0.2628101653,0.3407612118,0.1340339686,0,0.6740433,0.31263045,0.3614129,0
779.5,304.0208073,303.8744331,303.0607589,306.58235,0.4739720802,0.2649155094,0.2090565708,0.3919257902,0.2342175985,0.1577081917,0.260233595,0.3399381095,0.1340339707,0,0.6730544,0.3126605,0.36039295,0
789.5,304.0586917,303.9113594,303.0931418,306.63535,0.473163385,0.2666244697,0.2065389153,0.391071197,0.2357620939,0.1553091031,0.255448536,0.3391294121,0.1340339729,0,0.6720835,0.31269145,0.35939295,0
799.5,304.0959975,303.9477218,303.1250319,306.68645,0.4723690124,0.2683073307,0.2040616816,0.3902316888,0.2372830846,0.1529486041,0.2482096006,0.3383350373,0.134033975,0,0.67113155,0.31272055,0.35841105,0
809.5,304.132734,303.9835292,303.1564371,306.7365,0.4715885991,0.2699645062,0.2016240929,0.3894068816,0.2387809479,0.1506259337,0.2455103365,0.3375546219,0.1340339772,0,0.6701967,0.31274955,0.35744715,0
819.5,304.1689101,304.0187905,303.1873652,306.7865,0.4708220714,0.2715964096,0.1992256618,0.3885967104,0.240256055,0.1483406554,0.2430564601,0.3367880921,0.1340339793,0,0.66927885,0.31277855,0.3565003,0
829.5,304.204535,304.0535144,303.2178238,306.83555,0.4700690779,0.2732034417,0.1968656363,0.3878008037,0.2417087716,0.1460920321,0.238271401,0.3360350965,0.1340339815,0,0.66837895,0.3128066,0.35557235,0
839.5,304.2396173,304.0877096,303.2478205,306.8836,0.469329553,0.274786003,0.19454355,0.3870191047,0.2431394573,0.1438796474,0.2333636482,0.3352955694,0.1340339836,0,0.6674961,0.3128346,0.3546615,0
849.5,304.2741658,304.1213844,303.2773627,306.93065,0.4686031565,0.2763444817,0.1922586748,0.3862512537,0.2445484665,0.1417027872,0.2307870779,0.3345691708,0.1340339857,0,0.66663025,0.31286165,0.35376765,0
859.5,304.308189,304.1545472,303.3064577,306.97765,0.4678898304,0.2778792662,0.1900105642,0.3854972017,0.2459361477,0.1395610539,0.2260020189,0.3338558426,0.1340339878,0,0.6657795,0.31288865,0.3528908,0
869.5,304.3416953,304.1872062,303.3351127,307.02275,0.4671892453,0.2793907324,0.1877985129,0.3847566,0.2473028444,0.1374537556,0.221094266,0.3331552554,0.1340339899,0,0.66494565,0.3129147,0.35203095,0
879.5,304.374693,304.2193695,303.3633349,307.06775,0.4665013505,0.2808792567,0.1856220938,0.3840294074,0.2486488945,0.1353805129,0.2208488784,0.3324673585,0.134033992,0,0.66412785,0.3129407,0.35118715,0
889.5,304.4071902,304.2510449,303.3911312,307.11275,0.4658258266,0.2823452034,0.1834806232,0.3833152857,0.2499746307,0.1333406549,0.2161865132,0.3317918325,0.1340339941,0,0.6633251,0.3129667,0.3503584,0
899.5,304.439195,304.2822404,303.4185084,307.15585,0.4651626298,0.2837889373,0.1813736924,0.3826142004,0.251280381,0.1313338195,0.2112787603,0.3311286336,0.1340339962,0,0.66253735,0.31299175,0.34954655,0
909.5,304.4707152,304.3129635,303.4454733,307.19885,0.4645114506,0.2852108117,0.179300639,0.3819258239,0.2525664678,0.1293593561,0.2087021901,0.3304774524,0.1340339982,0,0.66176555,0.3130158,0.3487498,0
919.5,304.5017586,304.3432219,303.4720326,307.2409,0.4638722515,0.2866111799,0.1772610716,0.3812501281,0.253833209,0.1274169191,0.2039171311,0.3298382512,0.1340340003,0,0.66100785,0.31304075,0.34796805,0
929.5,304.5323329,304.3730231,303.4981929,307.28195,0.4632447325,0.2879903845,0.1752543479,0.380586795,0.2550809174,0.1255058776,0.2013405608,0.3292107302,0.1340340023,0,0.6602651,0.3130648,0.3472013,0
939.5,304.5624456,304.4023743,303.5239606,307.32295,0.462628862,0.2893487683,0.1732800937,0.3799358029,0.2563099014,0.1236259015,0.1988866844,0.3285948577,0.1340340043,0,0.65953735,0.31308785,0.34644955,0
949.5,304.5921041,304.4312829,303.549342,307.363,0.462024349,0.290686663,0.171337686,0.379296843,0.2575204642,0.1217763788,0.1941016253,0.3279903427,0.1340340063,0,0.6588227,0.31311085,0.34571185,0
959.5,304.6213157,304.4597559,303.5743435,307.40205,0.4614311677,0.2920044012,0.1694267665,0.3786698995,0.258712905,0.1199569945,0.1915250551,0.3273971594,0.1340340083,0,0.658122,0.31313385,0.3449891,0
969.5,304.6500877,304.4878003,303.5989712,307.44105,0.4608490358,0.2933023047,0.1675467311,0.3780546727,0.2598875181,0.1181671545,0.1890711787,0.3268150255,0.1340340103,0,0.65743625,0.3131559,0.3442804,0
979.5,304.6784271,304.5154232,303.6232312,307.4791,0.4602779327,0.2945806957,0.1656972369,0.377451152,0.2610445935,0.1164065584,0.1842861196,0.3262439204,0.1340340122,0,0.6567636,0.3131779,0.34358475,0
989.5,304.7063409,304.5426311,303.6471295,307.51615,0.4597175843,0.2958398865,0.1638776978,0.3768590463,0.262184417,0.1146746294,0.1817095494,0.3256835701,0.1340340142,0,0.656103,0.3131999,0.342904,0
999.5,304.733836,304.569431,303.670672,307.55315,0.4591679753,0.2970801896,0.1620877858,0.3762783505,0.2633072697,0.1129710807,0.179255673,0.3251339592,0.1340340161,0,0.65545725,0.31322095,0.34223635,0
1009.5,304.760919,304.5958292,303.6938644,307.5892,0.4586288396,0.2983019076,0.160326932,0.3757087816,0.2644134291,0.1112953525,0.1768017965,0.3245948216,0.134034018,0,0.65482365,0.31324195,0.3415817,0
1019.5,304.7875968,304.6218325,303.7167126,307.6252,0.4581001666,0.2995053441,0.1585948226,0.3751503392,0.2655031681,0.1096471711,0.1743479201,0.3240661467,0.13403402,0,0.65420205,0.313262,0.34094005,0
1029.5,304.8138759,304.647447,303.7392221,307.66025,0.4575816978,0.3006907923,0.1568909055,0.3746027485,0.2665767558,0.1080259927,0.1718940437,0.323547676,0.1340340218,0,0.65359435,0.31328295,0.3403114,0
1039.5,304.8397626,304.6726793,303.7613986,307.69525,0.4570734272,0.3018585468,0.1552148804,0.3740660137,0.2676344573,0.1064315564,0.1671089847,0.3230394035,0.1340340237,0,0.65299875,0.31330205,0.33969575,0
1049.5,304.8652635,304.6975354,303.7832475,307.72835,0.4565751036,0.3030088921,0.1535662114,0.3735398676,0.2686765337,0.1048633339,0.1645324144,0.322541078,0.1340340256,0,0.65241515,0.313322,0.3390931,0
1059.5,304.8903848,304.7220214,303.8047741,307.7623,0.4560867254,0.304142114,0.1519446114,0.3730243187,0.2697032424,0.1033210763,0.1644097206,0.322052698,0.1340340274,0,0.6518426,0.31334105,0.33850155,0
1069.5,304.9151326,304.7461435,303.8259839,307.79535,0.4556080484,0.3052584886,0.1503495598,0.3725191072,0.2707148368,0.1018042703,0.1597473554,0.3215740192,0.1340340292,0,0.65128295,0.31336005,0.3379229,0
1079.5,304.939513,304.7699075,303.8468819,307.8274,0.4551390751,0.306358293,0.1487807821,0.3720242457,0.2717115669,0.1003126789,0.1571707851,0.3211050441,0.134034031,0,0.65073535,0.31337905,0.3373563,0
1089.5,304.9635321,304.7933193,303.8674735,307.8594,0.4546795682,0.3074417954,0.1472377728,0.3715394816,0.2726936788,0.09884580282,0.1547169087,0.3206455354,0.1340340328,0,0.6501988,0.3133971,0.3368017,0
1099.5,304.9871958,304.8163846,303.8877637,307.89045,0.4542295341,0.3085092647,0.1457202694,0.3710648314,0.2736614151,0.09740341631,0.1522630323,0.3201954995,0.1340340346,0,0.64967325,0.3134151,0.33625815,0
1109.5,305.0105098,304.8391092,303.9077575,307.92145,0.4537887419,0.3095609611,0.1442277808,0.3706000491,0.2746150149,0.09598503425,0.1498091558,0.3197547056,0.1340340364,0,0.64915965,0.3134331,0.33572655,0
1119.5,305.0334799,304.8614985,303.9274599,307.9515,0.4533572017,0.3105971456,0.1427600561,0.3701451553,0.2755547139,0.09459044139,0.1473552794,0.3193231636,0.1340340381,0,0.6486571,0.31345015,0.33520695,0
