coh_id,n1_bot,n2_bot,n4_top,n3_top,length,layer_idx
120,97,77,498,478,6.455808000000005e-8,1
121,77,57,478,458,6.455807999999997e-8,1
122,57,37,458,438,6.455807999999997e-8,1
123,37,377,438,778,1.09748736e-6,1
124,377,297,778,698,2.5823232000000016e-7,1
125,297,418,698,819,6.032911727555107e-7,1
126,418,378,819,779,1.2911616000000003e-7,1
127,378,338,779,739,1.2911616000000003e-7,1
128,338,298,739,699,1.2911616000000013e-7,1
129,298,258,699,659,1.2911616000000003e-7,1
130,258,398,659,799,4.5190656000000025e-7,1
131,398,358,799,759,1.2911616000000005e-7,1
132,358,318,759,719,1.2911616000000005e-7,1
133,318,278,719,679,1.2911616000000005e-7,1
134,278,238,679,639,1.2911616e-7,1
135,238,218,639,619,6.455807999999996e-8,1
136,218,58,619,459,5.1646464e-7,1
137,58,198,459,599,4.5190656e-7,1
138,198,38,599,439,5.1646464e-7,1
139,38,178,439,579,4.5190656e-7,1
140,178,158,579,559,6.455807999999996e-8,1
141,158,138,559,539,6.455808000000005e-8,1
142,138,118,539,519,6.455807999999993e-8,1
143,118,98,519,499,6.455808000000004e-8,1
144,98,78,499,479,6.455807999999999e-8,1
145,78,419,479,820,1.1432705744747346e-6,1
146,419,379,820,780,1.2911615999999987e-7,1
147,379,339,780,740,1.2911616000000005e-7,1
148,339,299,740,700,1.2911616000000003e-7,1
149,299,259,700,660,1.2911616000000003e-7,1
150,259,219,660,620,1.2911616e-7,1
151,219,179,620,580,1.2911616e-7,1
152,179,139,580,540,1.2911616000000003e-7,1
153,139,119,540,520,6.455808000000001e-8,1
154,119,399,520,800,9.038131200000001e-7,1
155,399,99,800,500,9.683712e-7,1
156,99,79,500,480,6.455808000000001e-8,1
157,79,359,480,760,9.038131200000002e-7,1
158,359,59,760,460,9.683712000000003e-7,1
159,59,39,460,440,6.455807999999999e-8,1
160,39,319,440,720,9.038131200000001e-7,1
161,319,279,720,680,1.2911616000000013e-7,1
162,279,239,680,640,1.2911616e-7,1
163,239,199,640,600,1.2911616e-7,1
164,199,159,600,560,1.2911616e-7,1
165,159,420,560,821,9.211735878143103e-7,1
166,420,380,821,781,1.2911616e-7,1
167,380,340,781,741,1.2911615999999968e-7,1
168,340,300,741,701,1.2911616000000032e-7,1
169,300,260,701,661,1.2911616000000005e-7,1
170,260,220,661,621,1.2911615999999987e-7,1
171,220,200,621,601,6.455808000000005e-8,1
172,200,180,601,581,6.455808e-8,1
173,180,160,581,561,6.455807999999996e-8,1
174,160,140,561,541,6.455808000000003e-8,1
175,140,120,541,521,6.455808000000003e-8,1
176,120,100,521,501,6.455807999999997e-8,1
177,100,80,501,481,6.455808000000005e-8,1
178,80,60,481,461,6.455808e-8,1
179,60,40,461,441,6.455807999999999e-8,1
180,40,400,441,801,1.1620454400000001e-6,1
181,400,360,801,761,1.2911615999999987e-7,1
182,360,320,761,721,1.2911615999999995e-7,1
183,320,280,721,681,1.2911616000000019e-7,1
184,280,240,681,641,1.2911616e-7,1
185,240,401,641,802,6.673430513973617e-7,1
186,401,321,802,722,2.5823232e-7,1
187,321,241,722,642,2.582323200000001e-7,1
188,241,421,642,822,5.8102272e-7,1
189,421,381,822,782,1.2911615999999984e-7,1
190,381,341,782,742,1.2911616e-7,1
191,341,301,742,702,1.2911616000000013e-7,1
192,301,261,702,662,1.2911616e-7,1
193,261,221,662,622,1.2911616e-7,1
194,221,201,622,602,6.455808e-8,1
195,201,181,602,582,6.455808e-8,1
196,181,161,582,562,6.455808e-8,1
197,161,141,562,542,6.455808e-8,1
198,141,121,542,522,6.455808e-8,1
199,121,101,522,502,6.455808000000007e-8,1
200,101,81,502,482,6.455808e-8,1
201,81,61,482,462,6.455808e-8,1
202,61,41,462,442,6.455808e-8,1
203,41,21,442,422,6.455808e-8,1
204,21,361,422,762,1.0974873600000002e-6,1
205,361,281,762,682,2.582323200000001e-7,1
206,281,402,682,803,5.909581153280591e-7,1
207,402,362,803,763,1.2911615999999992e-7,1
208,362,322,763,723,1.2911616000000019e-7,1
209,322,282,723,683,1.2911616000000003e-7,1
210,282,242,683,643,1.291161600000001e-7,1
211,242,382,643,783,4.5190656000000025e-7,1
212,382,342,783,743,1.2911616000000005e-7,1
213,342,302,743,703,1.2911616000000013e-7,1
214,302,262,703,663,1.2911616000000005e-7,1
215,262,222,663,623,1.2911615999999995e-7,1
216,222,62,623,463,5.1646464e-7,1
217,62,202,463,603,4.5190656e-7,1
218,202,42,603,443,5.1646464e-7,1
219,42,182,443,583,4.519065600000001e-7,1
220,182,22,583,423,5.164646400000001e-7,1
221,22,162,423,563,4.5190656000000004e-7,1
222,162,142,563,543,6.455808000000007e-8,1
223,142,122,543,523,6.455807999999985e-8,1
224,122,102,523,503,6.455808000000005e-8,1
225,102,82,503,483,6.455808e-8,1
226,82,403,483,804,1.080851858409576e-6,1
227,403,363,804,764,1.2911615999999995e-7,1
228,363,323,764,724,1.2911616e-7,1
229,323,283,724,684,1.2911616000000027e-7,1
230,283,243,684,644,1.2911616000000008e-7,1
231,243,203,644,604,1.2911615999999987e-7,1
232,203,163,604,564,1.291161600000001e-7,1
233,163,123,564,524,1.2911615999999995e-7,1
234,123,103,524,504,6.455807999999996e-8,1
235,103,383,504,784,9.038131200000002e-7,1
236,383,83,784,484,9.683712e-7,1
237,83,63,484,464,6.455808000000007e-8,1
238,63,343,464,744,9.038131200000002e-7,1
239,343,43,744,444,9.683712000000003e-7,1
240,43,23,444,424,6.455808e-8,1
241,23,303,424,704,9.0381312e-7,1
242,303,263,704,664,1.2911616e-7,1
243,263,223,664,624,1.2911616e-7,1
244,223,183,624,584,1.2911616000000013e-7,1
245,183,143,584,544,1.2911615999999992e-7,1
246,143,404,544,805,9.143584525133045e-7,1
247,404,364,805,765,1.2911616000000003e-7,1
248,364,324,765,725,1.291161600000003e-7,1
249,324,284,725,685,1.2911616e-7,1
250,284,244,685,645,1.2911616e-7,1
251,244,224,645,625,6.455807999999996e-8,1
252,224,204,625,605,6.455808000000013e-8,1
253,204,184,605,585,6.455807999999996e-8,1
254,184,164,585,565,6.455807999999997e-8,1
255,164,144,565,545,6.455807999999999e-8,1
256,144,124,545,525,6.455808e-8,1
257,124,104,525,505,6.455807999999991e-8,1
258,104,84,505,485,6.455808000000005e-8,1
259,84,64,485,465,6.455808000000005e-8,1
260,64,44,465,445,6.455807999999997e-8,1
261,44,24,445,425,6.455808e-8,1
262,24,384,425,785,1.1620454400000001e-6,1
263,384,344,785,745,1.2911616000000019e-7,1
264,344,304,745,705,1.2911616000000008e-7,1
265,304,264,705,665,1.2911616000000003e-7,1
266,264,385,665,786,5.78060877032188e-7,1
267,385,305,786,706,2.5823231999999995e-7,1
268,305,225,706,626,2.5823232e-7,1
269,225,405,626,806,5.810227200000001e-7,1
270,405,365,806,766,1.291161600000001e-7,1
271,365,325,766,726,1.2911615999999992e-7,1
272,325,285,726,686,1.2911615999999997e-7,1
273,285,245,686,646,1.2911616000000003e-7,1
274,245,205,646,606,1.2911615999999995e-7,1
275,205,185,606,586,6.455808000000005e-8,1
276,185,165,586,566,6.455807999999993e-8,1
277,165,145,566,546,6.455808000000007e-8,1
278,145,125,546,526,6.455807999999993e-8,1
279,125,105,526,506,6.455807999999996e-8,1
280,105,85,506,486,6.455808000000001e-8,1
281,85,65,486,466,6.455808e-8,1
282,65,45,466,446,6.455808e-8,1
283,45,25,446,426,6.455808000000003e-8,1
284,25,345,426,746,1.03292928e-6,1
285,345,265,746,666,2.5823232e-7,1
286,265,386,666,787,5.788133965645776e-7,1
287,386,346,787,747,1.2911616e-7,1
288,346,306,747,707,1.2911616e-7,1
289,306,266,707,667,1.2911616e-7,1
290,266,226,667,627,1.2911616e-7,1
291,226,406,627,807,5.8102272e-7,1
292,406,366,807,767,1.2911616e-7,1
293,366,326,767,727,1.2911616e-7,1
294,326,286,727,687,1.2911616e-7,1
295,286,246,687,647,1.2911616e-7,1
296,246,66,647,467,5.8102272e-7,1
297,66,206,467,607,4.5190656e-7,1
298,206,46,607,447,5.1646464e-7,1
299,46,186,447,587,4.5190656e-7,1
300,186,26,587,427,5.1646464e-7,1
301,26,166,427,567,4.5190656e-7,1
302,166,146,567,547,6.455808e-8,1
303,146,126,547,527,6.455808e-8,1
304,126,106,527,507,6.455808e-8,1
305,106,86,507,487,6.455808e-8,1
306,86,387,487,788,1.0186357616075817e-6,1
307,387,347,788,748,1.2911615999999987e-7,1
308,347,307,748,708,1.2911616000000003e-7,1
309,307,267,708,668,1.2911615999999992e-7,1
310,267,227,668,628,1.2911616000000005e-7,1
311,227,187,628,588,1.2911616e-7,1
312,187,147,588,548,1.2911616e-7,1
313,147,407,548,808,8.392550399999999e-7,1
314,407,107,808,508,9.683711999999998e-7,1
315,107,87,508,488,6.455807999999993e-8,1
316,87,67,488,468,6.455807999999996e-8,1
317,67,367,468,768,9.683711999999998e-7,1
318,367,47,768,448,1.03292928e-6,1
319,47,27,448,428,6.455808000000003e-8,1
320,27,327,428,728,9.683711999999998e-7,1
321,327,287,728,688,1.2911615999999992e-7,1
322,287,247,688,648,1.2911616000000003e-7,1
323,247,207,648,608,1.2911615999999992e-7,1
324,207,167,608,568,1.2911616000000003e-7,1
325,167,127,568,528,1.2911616000000003e-7,1
326,127,388,528,789,9.077798078287064e-7,1
327,388,348,789,749,1.2911616000000003e-7,1
328,348,308,749,709,1.2911616e-7,1
329,308,228,709,629,2.5823232000000005e-7,1
330,228,268,629,669,1.2911616000000005e-7,1
331,268,188,669,589,2.5823232e-7,1
332,188,208,589,609,6.455808000000001e-8,1
333,208,168,609,569,1.2911615999999995e-7,1
334,168,128,569,529,1.2911616000000003e-7,1
335,128,148,529,549,6.455808000000003e-8,1
336,148,88,549,489,1.9367424e-7,1
337,88,108,489,509,6.455807999999997e-8,1
338,108,68,509,469,1.2911616e-7,1
339,68,28,469,429,1.2911616000000005e-7,1
340,28,48,429,449,6.455807999999999e-8,1
341,48,408,449,809,1.1620454400000001e-6,1
342,408,368,809,769,1.2911616000000005e-7,1
343,368,328,769,729,1.2911615999999997e-7,1
344,328,288,729,689,1.2911616000000003e-7,1
345,288,248,689,649,1.2911616e-7,1
346,248,369,649,770,5.66129550534037e-7,1
347,369,289,770,690,2.5823232e-7,1
348,289,389,690,790,3.227903999999999e-7,1
349,389,349,790,750,1.2911615999999992e-7,1
350,349,309,750,710,1.291161600000001e-7,1
351,309,229,710,630,2.5823232e-7,1
352,229,269,630,670,1.291161600000001e-7,1
353,269,209,670,610,1.9367424000000001e-7,1
354,209,169,610,570,1.2911616e-7,1
355,169,189,570,590,6.455808000000001e-8,1
356,189,129,590,530,1.9367424e-7,1
357,129,149,530,550,6.455808e-8,1
358,149,89,550,490,1.9367424000000007e-7,1
359,89,109,490,510,6.455808000000009e-8,1
360,109,69,510,470,1.2911616000000008e-7,1
361,69,29,470,430,1.2911616e-7,1
362,29,49,430,450,6.455807999999997e-8,1
363,49,409,450,810,1.16204544e-6,1
364,409,329,810,730,2.5823232000000005e-7,1
365,329,249,730,650,2.582323199999999e-7,1
366,249,410,650,811,6.731878509264313e-7,1
367,410,370,811,771,1.2911615999999987e-7,1
368,370,330,771,731,1.2911616000000003e-7,1
369,330,290,731,691,1.2911616e-7,1
370,290,250,691,651,1.2911615999999992e-7,1
371,250,390,651,791,4.5190656e-7,1
372,390,350,791,751,1.2911615999999997e-7,1
373,350,310,751,711,1.291161600000001e-7,1
374,310,270,711,671,1.2911615999999992e-7,1
375,270,230,671,631,1.2911616000000003e-7,1
376,230,50,631,451,5.8102272e-7,1
377,50,70,451,471,6.455808e-8,1
378,70,210,471,611,4.519065600000001e-7,1
379,210,30,611,431,5.810227200000001e-7,1
380,30,170,431,571,4.5190656000000004e-7,1
381,170,190,571,591,6.455808000000007e-8,1
382,190,130,591,531,1.9367424e-7,1
383,130,150,531,551,6.455807999999996e-8,1
384,150,90,551,491,1.9367424000000007e-7,1
385,90,110,491,511,6.455808000000007e-8,1
386,110,411,511,812,1.0270186757815943e-6,1
387,411,371,812,772,1.2911616e-7,1
388,371,331,772,732,1.2911616e-7,1
389,331,291,732,692,1.2911616e-7,1
390,291,251,692,652,1.2911616e-7,1
391,251,211,652,612,1.2911616000000005e-7,1
392,211,171,612,572,1.2911615999999992e-7,1
393,171,131,572,532,1.2911616e-7,1
394,131,91,532,492,1.2911616000000005e-7,1
395,91,111,492,512,6.455808000000007e-8,1
396,111,391,512,792,9.0381312e-7,1
397,391,51,792,452,1.09748736e-6,1
398,51,71,452,472,6.455808e-8,1
399,71,351,472,752,9.0381312e-7,1
400,351,31,752,432,1.03292928e-6,1
