time [s],capacity [A.h],voltage [V],temperature [K],q_total [W.m-3],q_ohmic [W.m-3],q_irreversible [W.m-3],q_reversible [W.m-3],Q_total [W],Q_ohmic [W],Q_irreversible [W],Q_reversible [W]
280,0.116667,4.04936,298.691,4670.35,1290.25,3380.1,0,0.0963127,0.0266078,0.0697049,0
290,0.120833,4.04863,298.706,4662.16,1290.34,3371.83,0,0.0961439,0.0266096,0.0695343,0
300,0.125,4.04793,298.722,4654.05,1290.41,3363.64,0,0.0959766,0.026611,0.0693656,0
310,0.129167,4.04727,298.737,4646.02,1290.47,3355.55,0,0.095811,0.0266122,0.0691988,0
320,0.133333,4.04664,298.752,4638.07,1290.52,3347.55,0,0.095647,0.0266133,0.0690337,0
330,0.1375,4.04604,298.767,4630.19,1290.56,3339.63,0,0.0954846,0.0266142,0.0688704,0
340,0.141667,4.04547,298.781,4622.4,1290.61,3331.8,0,0.0953239,0.0266151,0.0687088,0
350,0.145833,4.04492,298.796,4614.69,1290.65,3324.04,0,0.0951648,0.0266159,0.0685489,0
360,0.15,4.0444,298.81,4607.05,1290.69,3316.36,0,0.0950073,0.0266167,0.0683906,0
370,0.154167,4.04391,298.824,4599.49,1290.72,3308.77,0,0.0948515,0.0266175,0.0682339,0
380,0.158333,4.04344,298.838,4592.01,1290.76,3301.25,0,0.0946971,0.0266183,0.0680788,0
390,0.1625,4.04299,298.851,4584.6,1290.8,3293.8,0,0.0945443,0.026619,0.0679253,0
400,0.166667,4.04256,298.864,4577.26,1290.83,3286.43,0,0.094393,0.0266197,0.0677733,0
410,0.170833,4.04216,298.877,4570,1290.86,3279.14,0,0.0942432,0.0266203,0.0676229,0
420,0.175,4.04177,298.89,4562.8,1290.89,3271.91,0,0.0940948,0.0266209,0.0674739,0
430,0.179167,4.0414,298.903,4555.68,1290.92,3264.76,0,0.093948,0.0266216,0.0673264,0
440,0.183333,4.04105,298.916,4548.63,1290.95,3257.68,0,0.0938025,0.0266222,0.0671803,0
450,0.1875,4.04072,298.928,4541.64,1290.98,3250.66,0,0.0936584,0.0266227,0.0670357,0
460,0.191667,4.0404,298.94,4534.72,1291.01,3243.72,0,0.0935158,0.0266233,0.0668924,0
470,0.195833,4.04011,298.952,4527.87,1291.03,3236.84,0,0.0933745,0.0266239,0.0667506,0
480,0.2,4.03982,298.964,4521.09,1291.06,3230.03,0,0.0932346,0.0266245,0.0666101,0
490,0.204167,4.03955,298.975,4514.37,1291.09,3223.28,0,0.093096,0.026625,0.0664709,0
500,0.208333,4.03929,298.987,4507.71,1291.11,3216.59,0,0.0929587,0.0266256,0.0663331,0
510,0.2125,4.03905,298.998,4501.12,1291.14,3209.97,0,0.0928227,0.0266261,0.0661966,0
520,0.216667,4.03882,299.009,4494.58,1291.17,3203.42,0,0.0926881,0.0266267,0.0660614,0
530,0.220833,4.0386,299.02,4488.12,1291.19,3196.92,0,0.0925546,0.0266272,0.0659274,0
540,0.225,4.03839,299.031,4481.71,1291.22,3190.49,0,0.0924225,0.0266278,0.0657947,0
550,0.229167,4.03819,299.041,4475.36,1291.25,3184.11,0,0.0922915,0.0266283,0.0656632,0
560,0.233333,4.038,299.052,4469.07,1291.27,3177.79,0,0.0921618,0.0266288,0.065533,0
570,0.2375,4.03782,299.062,4462.83,1291.3,3171.54,0,0.0920333,0.0266293,0.065404,0
580,0.241667,4.03765,299.072,4456.66,1291.32,3165.34,0,0.0919059,0.0266298,0.0652761,0
590,0.245833,4.03748,299.082,4450.54,1291.34,3159.2,0,0.0917797,0.0266303,0.0651494,0
600,0.25,4.03733,299.092,4444.48,1291.37,3153.11,0,0.0916548,0.0266308,0.065024,0
610,0.254167,4.03718,299.102,4438.47,1291.39,3147.08,0,0.0915309,0.0266312,0.0648997,0
620,0.258333,4.03703,299.111,4432.52,1291.41,3141.11,0,0.0914081,0.0266317,0.0647764,0
630,0.2625,4.0369,299.12,4426.62,1291.43,3135.19,0,0.0912864,0.0266321,0.0646543,0
640,0.266667,4.03676,299.13,4420.77,1291.45,3129.32,0,0.0911658,0.0266326,0.0645333,0
650,0.270833,4.03664,299.139,4414.98,1291.48,3123.5,0,0.0910463,0.026633,0.0644133,0
660,0.275,4.03651,299.148,4409.23,1291.5,3117.73,0,0.0909279,0.0266335,0.0642944,0
670,0.279167,4.03639,299.157,4403.54,1291.52,3112.02,0,0.0908104,0.0266339,0.0641766,0
680,0.283333,4.03628,299.165,4397.89,1291.54,3106.36,0,0.0906941,0.0266343,0.0640598,0
690,0.2875,4.03617,299.174,4392.3,1291.56,3100.74,0,0.0905787,0.0266347,0.063944,0
700,0.291667,4.03606,299.182,4386.75,1291.58,3095.18,0,0.0904644,0.0266351,0.0638292,0
710,0.295833,4.03595,299.19,4381.26,1291.6,3089.66,0,0.090351,0.0266355,0.0637155,0
720,0.3,4.03584,299.199,4375.81,1291.62,3084.19,0,0.0902386,0.0266359,0.0636027,0
730,0.304167,4.03574,299.207,4370.41,1291.63,3078.77,0,0.0901272,0.0266363,0.0634909,0
740,0.308333,4.03563,299.215,4365.05,1291.65,3073.4,0,0.0900168,0.0266367,0.0633801,0
750,0.3125,4.03553,299.222,4359.74,1291.67,3068.07,0,0.0899074,0.0266371,0.0632703,0
760,0.316667,4.03543,299.23,4354.48,1291.69,3062.79,0,0.0897988,0.0266374,0.0631614,0
770,0.320833,4.03532,299.238,4349.26,1291.71,3057.56,0,0.0896912,0.0266378,0.0630534,0
780,0.325,4.03522,299.245,4344.09,1291.72,3052.36,0,0.0895845,0.0266382,0.0629463,0
790,0.329167,4.03512,299.252,4338.96,1291.74,3047.22,0,0.0894787,0.0266385,0.0628402,0
800,0.333333,4.03501,299.259,4333.87,1291.76,3042.11,0,0.0893738,0.0266389,0.062735,0
810,0.3375,4.0349,299.267,4328.83,1291.78,3037.05,0,0.0892698,0.0266392,0.0626306,0
820,0.341667,4.03479,299.273,4323.83,1291.79,3032.04,0,0.0891666,0.0266395,0.0625271,0
830,0.345833,4.03468,299.28,4318.87,1291.81,3027.06,0,0.0890644,0.0266399,0.0624245,0
840,0.35,4.03457,299.287,4313.95,1291.82,3022.12,0,0.0889629,0.0266402,0.0623227,0
850,0.354167,4.03445,299.294,4309.07,1291.84,3017.23,0,0.0888623,0.0266405,0.0622218,0
860,0.358333,4.03433,299.3,4304.23,1291.85,3012.38,0,0.0887626,0.0266408,0.0621218,0
870,0.3625,4.03421,299.307,4299.44,1291.87,3007.57,0,0.0886637,0.0266411,0.0620225,0
880,0.366667,4.03408,299.313,4294.68,1291.88,3002.8,0,0.0885656,0.0266414,0.0619241,0
890,0.370833,4.03395,299.319,4289.96,1291.9,2998.06,0,0.0884683,0.0266417,0.0618265,0
900,0.375,4.03381,299.325,4285.28,1291.91,2993.37,0,0.0883717,0.026642,0.0617297,0
910,0.379167,4.03367,299.331,4280.64,1291.93,2988.71,0,0.088276,0.0266423,0.0616337,0
920,0.383333,4.03353,299.337,4276.03,1291.94,2984.09,0,0.0881811,0.0266426,0.0615385,0
930,0.3875,4.03338,299.343,4271.47,1291.95,2979.51,0,0.0880869,0.0266429,0.061444,0
940,0.391667,4.03323,299.349,4266.94,1291.97,2974.97,0,0.0879935,0.0266432,0.0613503,0
950,0.395833,4.03307,299.355,4262.44,1291.98,2970.46,0,0.0879008,0.0266434,0.0612574,0
960,0.4,4.0329,299.36,4257.99,1291.99,2965.99,0,0.0878089,0.0266437,0.0611652,0
970,0.404167,4.03273,299.366,4253.56,1292.01,2961.56,0,0.0877177,0.026644,0.0610737,0
980,0.408333,4.03256,299.371,4249.18,1292.02,2957.16,0,0.0876272,0.0266442,0.060983,0
990,0.4125,4.03238,299.376,4244.82,1292.03,2952.79,0,0.0875375,0.0266445,0.060893,0
1000,0.416667,4.03219,299.381,4240.51,1292.04,2948.46,0,0.0874484,0.0266447,0.0608037,0
1010,0.420833,4.03199,299.387,4236.22,1292.06,2944.17,0,0.0873601,0.026645,0.0607151,0
1020,0.425,4.03179,299.392,4231.97,1292.07,2939.9,0,0.0872724,0.0266452,0.0606272,0
1030,0.429167,4.03159,299.397,4227.75,1292.08,2935.68,0,0.0871854,0.0266455,0.06054,0
1040,0.433333,4.03137,299.401,4223.57,1292.09,2931.48,0,0.0870992,0.0266457,0.0604534,0
1050,0.4375,4.03115,299.406,4219.42,1292.1,2927.32,0,0.0870135,0.0266459,0.0603676,0
1060,0.441667,4.03092,299.411,4215.3,1292.11,2923.19,0,0.0869286,0.0266462,0.0602824,0
1070,0.445833,4.03069,299.415,4211.21,1292.12,2919.09,0,0.0868443,0.0266464,0.0601979,0
1080,0.45,4.03045,299.42,4207.16,1292.13,2915.02,0,0.0867606,0.0266466,0.060114,0
1090,0.454167,4.0302,299.424,4203.13,1292.15,2910.99,0,0.0866776,0.0266468,0.0600308,0
1100,0.458333,4.02994,299.429,4199.14,1292.16,2906.98,0,0.0865953,0.026647,0.0599482,0
1110,0.4625,4.02968,299.433,4195.17,1292.17,2903.01,0,0.0865135,0.0266472,0.0598663,0
1120,0.466667,4.02941,299.437,4191.24,1292.18,2899.06,0,0.0864324,0.0266475,0.0597849,0
1130,0.470833,4.02913,299.442,4187.33,1292.19,2895.15,0,0.0863519,0.0266477,0.0597042,0
1140,0.475,4.02884,299.446,4183.46,1292.2,2891.26,0,0.0862719,0.0266479,0.0596241,0
1150,0.479167,4.02855,299.45,4179.61,1292.2,2887.41,0,0.0861926,0.0266481,0.0595446,0
1160,0.483333,4.02825,299.454,4175.79,1292.21,2883.58,0,0.0861139,0.0266482,0.0594656,0
1170,0.4875,4.02794,299.458,4172,1292.22,2879.78,0,0.0860357,0.0266484,0.0593873,0
1180,0.491667,4.02762,299.462,4168.24,1292.23,2876.01,0,0.0859581,0.0266486,0.0593095,0
1190,0.495833,4.02729,299.465,4164.51,1292.24,2872.27,0,0.0858812,0.0266488,0.0592324,0
1200,0.5,4.02696,299.469,4160.81,1292.25,2868.56,0,0.0858049,0.026649,0.0591559,0
1210,0.504167,4.02662,299.473,4157.13,1292.26,2864.88,0,0.0857291,0.0266492,0.0590799,0
1220,0.508333,4.02627,299.476,4153.48,1292.27,2861.22,0,0.0856538,0.0266493,0.0590045,0
1230,0.5125,4.02592,299.48,4149.86,1292.27,2857.59,0,0.0855791,0.0266495,0.0589296,0
1240,0.516667,4.02555,299.483,4146.26,1292.28,2853.98,0,0.0855049,0.0266497,0.0588552,0
1250,0.520833,4.02518,299.487,4142.69,1292.29,2850.4,0,0.0854312,0.0266498,0.0587814,0
1260,0.525,4.0248,299.49,4139.14,1292.3,2846.84,0,0.0853581,0.02665,0.0587081,0
1270,0.529167,4.02441,299.493,4135.62,1292.31,2843.32,0,0.0852855,0.0266501,0.0586353,0
1280,0.533333,4.02401,299.496,4132.13,1292.31,2839.81,0,0.0852134,0.0266503,0.0585631,0
1290,0.5375,4.02361,299.5,4128.66,1292.32,2836.33,0,0.0851418,0.0266505,0.0584913,0
1300,0.541667,4.0232,299.503,4125.21,1292.33,2832.88,0,0.0850707,0.0266506,0.0584201,0
1310,0.545833,4.02278,299.506,4121.79,1292.34,2829.45,0,0.0850002,0.0266508,0.0583494,0
1320,0.55,4.02235,299.509,4118.39,1292.34,2826.05,0,0.0849301,0.0266509,0.0582792,0
1330,0.554167,4.02192,299.512,4115.02,1292.35,2822.67,0,0.0848605,0.026651,0.0582095,0
1340,0.558333,4.02147,299.515,4111.67,1292.36,2819.31,0,0.0847915,0.0266512,0.0581403,0
1350,0.5625,4.02102,299.518,4108.34,1292.36,2815.98,0,0.0847229,0.0266513,0.0580716,0
1360,0.566667,4.02057,299.52,4105.04,1292.37,2812.67,0,0.0846548,0.0266515,0.0580033,0
1370,0.570833,4.0201,299.523,4101.76,1292.38,2809.38,0,0.0845872,0.0266516,0.0579356,0
1380,0.575,4.01963,299.526,4098.5,1292.38,2806.12,0,0.08452,0.0266517,0.0578683,0
1390,0.579167,4.01915,299.529,4095.27,1292.39,2802.88,0,0.0844533,0.0266519,0.0578015,0
1400,0.583333,4.01866,299.531,4092.06,1292.4,2799.66,0,0.0843871,0.026652,0.0577351,0
1410,0.5875,4.01817,299.534,4088.87,1292.4,2796.47,0,0.0843213,0.0266521,0.0576692,0
1420,0.591667,4.01767,299.536,4085.7,1292.41,2793.3,0,0.0842561,0.0266522,0.0576038,0
1430,0.595833,4.01716,299.539,4082.56,1292.41,2790.15,0,0.0841912,0.0266523,0.0575389,0
1440,0.6,4.01664,299.541,4079.44,1292.42,2787.02,0,0.0841268,0.0266525,0.0574744,0
1450,0.604167,4.01612,299.544,4076.34,1292.42,2783.91,0,0.0840629,0.0266526,0.0574103,0
1460,0.608333,4.01559,299.546,4073.26,1292.43,2780.83,0,0.0839993,0.0266527,0.0573466,0
1470,0.6125,4.01506,299.548,4070.2,1292.44,2777.76,0,0.0839362,0.0266528,0.0572834,0
1480,0.616667,4.01451,299.55,4067.16,1292.44,2774.72,0,0.0838736,0.0266529,0.0572207,0
1490,0.620833,4.01396,299.553,4064.14,1292.45,2771.7,0,0.0838114,0.026653,0.0571583,0
1500,0.625,4.01341,299.555,4061.14,1292.45,2768.69,0,0.0837496,0.0266531,0.0570965,0
1510,0.629167,4.01285,299.557,4058.17,1292.46,2765.71,0,0.0836882,0.0266532,0.057035,0
1520,0.633333,4.01228,299.559,4055.21,1292.46,2762.75,0,0.0836272,0.0266533,0.0569739,0
1530,0.6375,4.0117,299.561,4052.27,1292.47,2759.81,0,0.0835667,0.0266534,0.0569132,0
1540,0.641667,4.01112,299.563,4049.36,1292.47,2756.89,0,0.0835065,0.0266535,0.056853,0
1550,0.645833,4.01054,299.565,4046.46,1292.47,2753.98,0,0.0834467,0.0266536,0.0567931,0
1560,0.65,4.00995,299.567,4043.58,1292.48,2751.1,0,0.0833873,0.0266537,0.0567336,0
1570,0.654167,4.00935,299.569,4040.72,1292.48,2748.24,0,0.0833284,0.0266538,0.0566746,0
1580,0.658333,4.00874,299.571,4037.88,1292.49,2745.39,0,0.0832698,0.0266539,0.0566159,0
1590,0.6625,4.00813,299.573,4035.06,1292.49,2742.57,0,0.0832116,0.026654,0.0565576,0
1600,0.666667,4.00752,299.574,4032.26,1292.5,2739.76,0,0.0831538,0.0266541,0.0564997,0
1610,0.670833,4.0069,299.576,4029.47,1292.5,2736.97,0,0.0830964,0.0266542,0.0564422,0
1620,0.675,4.00628,299.578,4026.71,1292.51,2734.2,0,0.0830394,0.0266542,0.0563851,0
1630,0.679167,4.00565,299.58,4023.96,1292.51,2731.45,0,0.0829827,0.0266543,0.0563284,0
1640,0.683333,4.00501,299.581,4021.23,1292.51,2728.72,0,0.0829265,0.0266544,0.0562721,0
1650,0.6875,4.00437,299.583,4018.52,1292.52,2726,0,0.0828706,0.0266545,0.0562161,0
1660,0.691667,4.00373,299.584,4015.83,1292.52,2723.31,0,0.082815,0.0266546,0.0561605,0
1670,0.695833,4.00308,299.586,4013.15,1292.52,2720.63,0,0.0827599,0.0266546,0.0561053,0
1680,0.7,4.00242,299.588,4010.5,1292.53,2717.97,0,0.0827051,0.0266547,0.0560504,0
1690,0.704167,4.00176,299.589,4007.85,1292.53,2715.32,0,0.0826506,0.0266548,0.0559958,0
1700,0.708333,4.0011,299.59,4005.23,1292.53,2712.7,0,0.0825965,0.0266549,0.0559417,0
1710,0.7125,4.00043,299.592,4002.63,1292.54,2710.09,0,0.0825428,0.0266549,0.0558879,0
1720,0.716667,3.99976,299.593,4000.04,1292.54,2707.5,0,0.0824894,0.026655,0.0558344,0
1730,0.720833,3.99909,299.595,3997.46,1292.54,2704.92,0,0.0824363,0.0266551,0.0557813,0
1740,0.725,3.99841,299.596,3994.91,1292.55,2702.36,0,0.0823836,0.0266551,0.0557285,0
1750,0.729167,3.99773,299.597,3992.37,1292.55,2699.82,0,0.0823313,0.0266552,0.0556761,0
1760,0.733333,3.99704,299.599,3989.85,1292.55,2697.29,0,0.0822792,0.0266552,0.055624,0
1770,0.7375,3.99635,299.6,3987.34,1292.56,2694.78,0,0.0822275,0.0266553,0.0555722,0
1780,0.741667,3.99566,299.601,3984.85,1292.56,2692.29,0,0.0821762,0.0266554,0.0555208,0
1790,0.745833,3.99496,299.602,3982.38,1292.56,2689.81,0,0.0821252,0.0266554,0.0554698,0
1800,0.75,3.99426,299.603,3979.92,1292.56,2687.35,0,0.0820745,0.0266555,0.055419,0
1810,0.754167,3.99356,299.604,3977.47,1292.57,2684.91,0,0.0820241,0.0266555,0.0553686,0
1820,0.758333,3.99285,299.605,3975.05,1292.57,2682.48,0,0.081974,0.0266556,0.0553185,0
1830,0.7625,3.99214,299.607,3972.63,1292.57,2680.06,0,0.0819243,0.0266556,0.0552687,0
1840,0.766667,3.99143,299.608,3970.24,1292.57,2677.66,0,0.0818748,0.0266557,0.0552192,0
1850,0.770833,3.99071,299.609,3967.85,1292.58,2675.28,0,0.0818257,0.0266557,0.05517,0
1860,0.775,3.99,299.61,3965.49,1292.58,2672.91,0,0.0817769,0.0266558,0.0551211,0
1870,0.779167,3.98928,299.611,3963.13,1292.58,2670.55,0,0.0817283,0.0266558,0.0550725,0
1880,0.783333,3.98855,299.612,3960.79,1292.58,2668.21,0,0.0816801,0.0266559,0.0550242,0
1890,0.7875,3.98783,299.613,3958.47,1292.59,2665.88,0,0.0816322,0.0266559,0.0549763,0
1900,0.791667,3.9871,299.613,3956.16,1292.59,2663.57,0,0.0815846,0.026656,0.0549286,0
1910,0.795833,3.98637,299.614,3953.87,1292.59,2661.27,0,0.0815372,0.026656,0.0548812,0
1920,0.8,3.98564,299.615,3951.58,1292.59,2658.99,0,0.0814902,0.026656,0.0548341,0
1930,0.804167,3.98491,299.616,3949.32,1292.59,2656.72,0,0.0814434,0.0266561,0.0547873,0
1940,0.808333,3.98418,299.617,3947.06,1292.6,2654.46,0,0.0813969,0.0266561,0.0547408,0
1950,0.8125,3.98344,299.618,3944.82,1292.6,2652.22,0,0.0813507,0.0266562,0.0546945,0
1960,0.816667,3.9827,299.619,3942.59,1292.6,2649.99,0,0.0813048,0.0266562,0.0546486,0
1970,0.820833,3.98196,299.619,3940.38,1292.6,2647.78,0,0.0812591,0.0266563,0.0546029,0
1980,0.825,3.98122,299.62,3938.18,1292.6,2645.58,0,0.0812138,0.0266563,0.0545575,0
1990,0.829167,3.98048,299.621,3935.99,1292.61,2643.39,0,0.0811687,0.0266563,0.0545124,0
2000,0.833333,3.97974,299.622,3933.82,1292.61,2641.21,0,0.0811239,0.0266564,0.0544675,0
2010,0.8375,3.97899,299.622,3931.66,1292.61,2639.05,0,0.0810794,0.0266564,0.054423,0
2020,0.841667,3.97825,299.623,3929.52,1292.61,2636.91,0,0.0810351,0.0266564,0.0543787,0
2030,0.845833,3.9775,299.624,3927.38,1292.61,2634.77,0,0.0809911,0.0266565,0.0543347,0
2040,0.85,3.97675,299.624,3925.26,1292.61,2632.65,0,0.0809474,0.0266565,0.054291,0
2050,0.854167,3.976,299.625,3923.16,1292.62,2630.54,0,0.080904,0.0266565,0.0542475,0
2060,0.858333,3.97525,299.626,3921.07,1292.62,2628.45,0,0.0808608,0.0266565,0.0542043,0
2070,0.8625,3.9745,299.626,3918.99,1292.62,2626.37,0,0.0808179,0.0266566,0.0541614,0
2080,0.866667,3.97375,299.627,3916.92,1292.62,2624.3,0,0.0807753,0.0266566,0.0541187,0
2090,0.870833,3.973,299.627,3914.86,1292.62,2622.24,0,0.0807329,0.0266566,0.0540763,0
2100,0.875,3.97225,299.628,3912.82,1292.62,2620.19,0,0.0806907,0.0266567,0.0540341,0
2110,0.879167,3.9715,299.628,3910.78,1292.62,2618.16,0,0.0806488,0.0266567,0.0539921,0
2120,0.883333,3.97075,299.629,3908.76,1292.62,2616.14,0,0.0806071,0.0266567,0.0539504,0
2130,0.8875,3.96999,299.629,3906.76,1292.63,2614.13,0,0.0805657,0.0266567,0.053909,0
2140,0.891667,3.96924,299.63,3904.76,1292.63,2612.13,0,0.0805246,0.0266568,0.0538678,0
2150,0.895833,3.96849,299.63,3902.78,1292.63,2610.15,0,0.0804837,0.0266568,0.0538269,0
2160,0.9,3.96774,299.631,3900.8,1292.63,2608.17,0,0.080443,0.0266568,0.0537862,0
2170,0.904167,3.96698,299.631,3898.84,1292.63,2606.21,0,0.0804026,0.0266568,0.0537458,0
2180,0.908333,3.96623,299.632,3896.9,1292.63,2604.26,0,0.0803624,0.0266568,0.0537056,0
2190,0.9125,3.96548,299.632,3894.96,1292.63,2602.33,0,0.0803225,0.0266569,0.0536656,0
2200,0.916667,3.96472,299.633,3893.04,1292.63,2600.4,0,0.0802828,0.0266569,0.0536259,0
2210,0.920833,3.96397,299.633,3891.12,1292.63,2598.49,0,0.0802434,0.0266569,0.0535865,0
2220,0.925,3.96322,299.633,3889.22,1292.63,2596.59,0,0.0802042,0.0266569,0.0535472,0
2230,0.929167,3.96247,299.634,3887.33,1292.64,2594.7,0,0.0801652,0.0266569,0.0535083,0
2240,0.933333,3.96172,299.634,3885.45,1292.64,2592.82,0,0.0801265,0.026657,0.0534695,0
2250,0.9375,3.96097,299.634,3883.59,1292.64,2590.95,0,0.080088,0.026657,0.053431,0
2260,0.941667,3.96022,299.635,3881.73,1292.64,2589.09,0,0.0800497,0.026657,0.0533927,0
2270,0.945833,3.95947,299.635,3879.89,1292.64,2587.25,0,0.0800117,0.026657,0.0533547,0
2280,0.95,3.95872,299.635,3878.05,1292.64,2585.41,0,0.0799738,0.026657,0.0533168,0
2290,0.954167,3.95797,299.635,3876.23,1292.64,2583.59,0,0.0799362,0.026657,0.0532792,0
2300,0.958333,3.95723,299.636,3874.42,1292.64,2581.78,0,0.0798989,0.026657,0.0532418,0
2310,0.9625,3.95648,299.636,3872.62,1292.64,2579.98,0,0.0798617,0.026657,0.0532047,0
2320,0.966667,3.95573,299.636,3870.83,1292.64,2578.19,0,0.0798248,0.0266571,0.0531678,0
2330,0.970833,3.95499,299.636,3869.05,1292.64,2576.4,0,0.0797881,0.0266571,0.053131,0
2340,0.975,3.95424,299.636,3867.28,1292.64,2574.63,0,0.0797516,0.0266571,0.0530945,0
2350,0.979167,3.9535,299.637,3865.52,1292.64,2572.88,0,0.0797153,0.0266571,0.0530583,0
2360,0.983333,3.95276,299.637,3863.77,1292.64,2571.13,0,0.0796793,0.0266571,0.0530222,0
2370,0.9875,3.95202,299.637,3862.03,1292.64,2569.39,0,0.0796434,0.0266571,0.0529863,0
2380,0.991667,3.95128,299.637,3860.3,1292.64,2567.66,0,0.0796078,0.0266571,0.0529507,0
2390,0.995833,3.95054,299.637,3858.59,1292.64,2565.94,0,0.0795724,0.0266571,0.0529153,0
2400,1,3.9498,299.637,3856.88,1292.64,2564.23,0,0.0795372,0.0266571,0.0528801,0
2410,1.00417,3.94907,299.638,3855.18,1292.64,2562.54,0,0.0795022,0.0266571,0.052845,0
2420,1.00833,3.94833,299.638,3853.49,1292.64,2560.85,0,0.0794674,0.0266571,0.0528102,0
2430,1.0125,3.9476,299.638,3851.82,1292.65,2559.17,0,0.0794328,0.0266571,0.0527756,0
2440,1.01667,3.94686,299.638,3850.15,1292.65,2557.5,0,0.0793984,0.0266571,0.0527412,0
2450,1.02083,3.94613,299.638,3848.49,1292.65,2555.84,0,0.0793642,0.0266571,0.052707,0
2460,1.025,3.9454,299.638,3846.84,1292.65,2554.19,0,0.0793302,0.0266571,0.052673,0
2470,1.02917,3.94467,299.638,3845.2,1292.65,2552.56,0,0.0792964,0.0266572,0.0526392,0
2480,1.03333,3.94394,299.638,3843.57,1292.65,2550.93,0,0.0792627,0.0266572,0.0526056,0
2490,1.0375,3.94322,299.638,3841.95,1292.65,2549.3,0,0.0792293,0.0266572,0.0525722,0
2500,1.04167,3.94249,299.638,3840.34,1292.65,2547.69,0,0.0791961,0.0266572,0.0525389,0
2510,1.04583,3.94177,299.638,3838.74,1292.65,2546.09,0,0.079163,0.0266572,0.0525059,0
2520,1.05,3.94105,299.638,3837.14,1292.65,2544.5,0,0.0791302,0.0266572,0.052473,0
2530,1.05417,3.94033,299.638,3835.56,1292.65,2542.91,0,0.0790975,0.0266572,0.0524404,0
2540,1.05833,3.93961,299.638,3833.99,1292.65,2541.34,0,0.0790651,0.0266572,0.0524079,0
2550,1.0625,3.93889,299.638,3832.42,1292.65,2539.77,0,0.0790328,0.0266572,0.0523756,0
2560,1.06667,3.93817,299.638,3830.86,1292.65,2538.22,0,0.0790007,0.0266572,0.0523435,0
2570,1.07083,3.93746,299.638,3829.32,1292.65,2536.67,0,0.0789688,0.0266572,0.0523116,0
2580,1.075,3.93674,299.638,3827.78,1292.65,2535.13,0,0.078937,0.0266572,0.0522799,0
