time [s],capacity [A.h],voltage [V],temperature [K],q_total [W.m-3],q_ohmic [W.m-3],q_irreversible [W.m-3],q_reversible [W.m-3],Q_total [W],Q_ohmic [W],Q_irreversible [W],Q_reversible [W]
5180,2.15833,3.73389,299.577,3639.88,1292.5,2347.38,0,0.0750622,0.0266542,0.048408,0
5190,2.1625,3.73312,299.577,3639.78,1292.5,2347.27,0,0.07506,0.0266542,0.0484058,0
5200,2.16667,3.73235,299.577,3639.68,1292.5,2347.17,0,0.075058,0.0266542,0.0484038,0
5210,2.17083,3.73158,299.577,3639.58,1292.5,2347.08,0,0.075056,0.0266542,0.0484018,0
5220,2.175,3.73081,299.577,3639.49,1292.5,2346.99,0,0.0750541,0.0266542,0.0484,0
5230,2.17917,3.73004,299.576,3639.4,1292.5,2346.9,0,0.0750524,0.0266542,0.0483982,0
5240,2.18333,3.72927,299.576,3639.32,1292.5,2346.82,0,0.0750506,0.0266542,0.0483965,0
5250,2.1875,3.72849,299.576,3639.24,1292.5,2346.74,0,0.075049,0.0266542,0.0483949,0
5260,2.19167,3.72772,299.576,3639.17,1292.5,2346.67,0,0.0750475,0.0266541,0.0483933,0
5270,2.19583,3.72695,299.576,3639.1,1292.5,2346.6,0,0.075046,0.0266541,0.0483919,0
5280,2.2,3.72617,299.576,3639.03,1292.5,2346.53,0,0.0750446,0.0266541,0.0483905,0
5290,2.20417,3.72539,299.575,3638.97,1292.5,2346.47,0,0.0750433,0.0266541,0.0483892,0
5300,2.20833,3.72462,299.575,3638.91,1292.5,2346.41,0,0.0750421,0.0266541,0.048388,0
5310,2.2125,3.72384,299.575,3638.85,1292.5,2346.35,0,0.075041,0.0266541,0.0483869,0
5320,2.21667,3.72306,299.575,3638.8,1292.5,2346.3,0,0.0750399,0.0266541,0.0483858,0
5330,2.22083,3.72228,299.575,3638.75,1292.5,2346.26,0,0.075039,0.0266541,0.0483849,0
5340,2.225,3.7215,299.575,3638.71,1292.5,2346.21,0,0.0750381,0.0266541,0.048384,0
5350,2.22917,3.72072,299.575,3638.67,1292.5,2346.17,0,0.0750373,0.0266541,0.0483832,0
5360,2.23333,3.71994,299.574,3638.64,1292.5,2346.14,0,0.0750365,0.0266541,0.0483825,0
5370,2.2375,3.71916,299.574,3638.61,1292.5,2346.11,0,0.0750359,0.0266541,0.0483818,0
5380,2.24167,3.71837,299.574,3638.58,1292.5,2346.08,0,0.0750353,0.0266541,0.0483813,0
5390,2.24583,3.71759,299.574,3638.56,1292.5,2346.06,0,0.0750349,0.0266541,0.0483808,0
5400,2.25,3.71681,299.574,3638.54,1292.5,2346.04,0,0.0750345,0.0266541,0.0483804,0
5410,2.25417,3.71603,299.574,3638.52,1292.5,2346.03,0,0.0750342,0.026654,0.0483801,0
5420,2.25833,3.71524,299.574,3638.51,1292.5,2346.01,0,0.0750339,0.026654,0.0483799,0
5430,2.2625,3.71446,299.574,3638.5,1292.49,2346.01,0,0.0750338,0.026654,0.0483797,0
5440,2.26667,3.71367,299.573,3638.5,1292.49,2346,0,0.0750337,0.026654,0.0483797,0
5450,2.27083,3.71289,299.573,3638.5,1292.49,2346.01,0,0.0750337,0.026654,0.0483797,0
5460,2.275,3.71211,299.573,3638.5,1292.49,2346.01,0,0.0750338,0.026654,0.0483798,0
5470,2.27917,3.71132,299.573,3638.51,1292.49,2346.02,0,0.075034,0.026654,0.04838,0
5480,2.28333,3.71054,299.573,3638.53,1292.49,2346.03,0,0.0750343,0.026654,0.0483803,0
5490,2.2875,3.70975,299.573,3638.54,1292.49,2346.05,0,0.0750346,0.026654,0.0483806,0
5500,2.29167,3.70897,299.573,3638.56,1292.49,2346.07,0,0.075035,0.026654,0.048381,0
5510,2.29583,3.70819,299.573,3638.59,1292.49,2346.1,0,0.0750355,0.026654,0.0483816,0
5520,2.3,3.7074,299.572,3638.62,1292.49,2346.12,0,0.0750361,0.026654,0.0483821,0
5530,2.30417,3.70662,299.572,3638.65,1292.49,2346.16,0,0.0750368,0.026654,0.0483828,0
5540,2.30833,3.70584,299.572,3638.69,1292.49,2346.19,0,0.0750376,0.026654,0.0483836,0
5550,2.3125,3.70506,299.572,3638.73,1292.49,2346.23,0,0.0750384,0.026654,0.0483844,0
5560,2.31667,3.70427,299.572,3638.77,1292.49,2346.28,0,0.0750393,0.026654,0.0483854,0
5570,2.32083,3.70349,299.572,3638.82,1292.49,2346.33,0,0.0750403,0.026654,0.0483864,0
5580,2.325,3.70271,299.572,3638.87,1292.49,2346.38,0,0.0750414,0.0266539,0.0483875,0
5590,2.32917,3.70193,299.572,3638.93,1292.49,2346.44,0,0.0750426,0.0266539,0.0483886,0
5600,2.33333,3.70115,299.572,3638.99,1292.49,2346.5,0,0.0750438,0.0266539,0.0483899,0
5610,2.3375,3.70037,299.571,3639.05,1292.49,2346.56,0,0.0750451,0.0266539,0.0483912,0
5620,2.34167,3.69959,299.571,3639.12,1292.49,2346.63,0,0.0750466,0.0266539,0.0483926,0
5630,2.34583,3.69882,299.571,3639.19,1292.49,2346.7,0,0.075048,0.0266539,0.0483941,0
5640,2.35,3.69804,299.571,3639.27,1292.49,2346.78,0,0.0750496,0.0266539,0.0483957,0
5650,2.35417,3.69726,299.571,3639.35,1292.49,2346.86,0,0.0750513,0.0266539,0.0483974,0
5660,2.35833,3.69649,299.571,3639.44,1292.49,2346.95,0,0.075053,0.0266539,0.0483991,0
5670,2.3625,3.69572,299.571,3639.52,1292.49,2347.03,0,0.0750548,0.0266539,0.0484009,0
5680,2.36667,3.69494,299.571,3639.62,1292.49,2347.13,0,0.0750567,0.0266539,0.0484028,0
5690,2.37083,3.69417,299.571,3639.71,1292.49,2347.22,0,0.0750587,0.0266539,0.0484048,0
5700,2.375,3.6934,299.571,3639.81,1292.49,2347.32,0,0.0750608,0.0266539,0.0484069,0
5710,2.37917,3.69263,299.571,3639.92,1292.49,2347.43,0,0.0750629,0.0266539,0.0484091,0
5720,2.38333,3.69186,299.57,3640.02,1292.49,2347.54,0,0.0750652,0.0266539,0.0484113,0
5730,2.3875,3.6911,299.57,3640.14,1292.49,2347.65,0,0.0750675,0.0266539,0.0484136,0
5740,2.39167,3.69033,299.57,3640.25,1292.49,2347.77,0,0.0750699,0.0266539,0.048416,0
5750,2.39583,3.68957,299.57,3640.37,1292.49,2347.89,0,0.0750724,0.0266539,0.0484185,0
5760,2.4,3.6888,299.57,3640.5,1292.49,2348.01,0,0.0750749,0.0266539,0.0484211,0
5770,2.40417,3.68804,299.57,3640.63,1292.49,2348.14,0,0.0750776,0.0266539,0.0484237,0
5780,2.40833,3.68728,299.57,3640.76,1292.49,2348.27,0,0.0750803,0.0266539,0.0484264,0
5790,2.4125,3.68652,299.57,3640.89,1292.49,2348.41,0,0.0750831,0.0266539,0.0484293,0
5800,2.41667,3.68577,299.57,3641.03,1292.49,2348.55,0,0.075086,0.0266539,0.0484322,0
5810,2.42083,3.68501,299.57,3641.18,1292.49,2348.69,0,0.075089,0.0266539,0.0484351,0
5820,2.425,3.68426,299.57,3641.33,1292.49,2348.84,0,0.075092,0.0266538,0.0484382,0
5830,2.42917,3.68351,299.57,3641.48,1292.49,2348.99,0,0.0750952,0.0266538,0.0484413,0
5840,2.43333,3.68276,299.57,3641.64,1292.49,2349.15,0,0.0750984,0.0266538,0.0484446,0
5850,2.4375,3.68201,299.57,3641.8,1292.49,2349.31,0,0.0751017,0.0266538,0.0484479,0
5860,2.44167,3.68126,299.569,3641.96,1292.49,2349.48,0,0.0751051,0.0266538,0.0484513,0
5870,2.44583,3.68052,299.569,3642.13,1292.48,2349.64,0,0.0751086,0.0266538,0.0484547,0
5880,2.45,3.67978,299.569,3642.3,1292.48,2349.82,0,0.0751121,0.0266538,0.0484583,0
5890,2.45417,3.67903,299.569,3642.48,1292.48,2349.99,0,0.0751158,0.0266538,0.0484619,0
5900,2.45833,3.6783,299.569,3642.66,1292.48,2350.17,0,0.0751195,0.0266538,0.0484657,0
5910,2.4625,3.67756,299.569,3642.84,1292.48,2350.36,0,0.0751233,0.0266538,0.0484695,0
5920,2.46667,3.67682,299.569,3643.03,1292.48,2350.55,0,0.0751272,0.0266538,0.0484734,0
5930,2.47083,3.67609,299.569,3643.22,1292.48,2350.74,0,0.0751311,0.0266538,0.0484773,0
5940,2.475,3.67536,299.569,3643.42,1292.48,2350.94,0,0.0751352,0.0266538,0.0484814,0
5950,2.47917,3.67463,299.569,3643.62,1292.48,2351.14,0,0.0751393,0.0266538,0.0484855,0
5960,2.48333,3.6739,299.569,3643.82,1292.48,2351.34,0,0.0751435,0.0266538,0.0484897,0
5970,2.4875,3.67318,299.569,3644.03,1292.48,2351.55,0,0.0751478,0.0266538,0.048494,0
5980,2.49167,3.67246,299.569,3644.25,1292.48,2351.76,0,0.0751522,0.0266538,0.0484984,0
5990,2.49583,3.67174,299.569,3644.46,1292.48,2351.98,0,0.0751567,0.0266538,0.0485029,0
6000,2.5,3.67102,299.569,3644.68,1292.48,2352.2,0,0.0751612,0.0266538,0.0485074,0
6010,2.50417,3.6703,299.569,3644.91,1292.48,2352.42,0,0.0751659,0.0266538,0.0485121,0
6020,2.50833,3.66959,299.569,3645.14,1292.48,2352.65,0,0.0751706,0.0266538,0.0485168,0
6030,2.5125,3.66888,299.569,3645.37,1292.48,2352.89,0,0.0751754,0.0266538,0.0485216,0
6040,2.51667,3.66817,299.569,3645.61,1292.48,2353.12,0,0.0751803,0.0266538,0.0485265,0
6050,2.52083,3.66746,299.569,3645.85,1292.48,2353.36,0,0.0751852,0.0266538,0.0485315,0
6060,2.525,3.66676,299.569,3646.09,1292.48,2353.61,0,0.0751903,0.0266538,0.0485365,0
6070,2.52917,3.66605,299.569,3646.34,1292.48,2353.86,0,0.0751954,0.0266538,0.0485416,0
6080,2.53333,3.66535,299.568,3646.59,1292.48,2354.11,0,0.0752007,0.0266538,0.0485469,0
6090,2.5375,3.66466,299.568,3646.85,1292.48,2354.37,0,0.075206,0.0266538,0.0485522,0
6100,2.54167,3.66396,299.568,3647.11,1292.48,2354.63,0,0.0752114,0.0266538,0.0485576,0
6110,2.54583,3.66327,299.568,3647.38,1292.48,2354.9,0,0.0752168,0.0266538,0.0485631,0
6120,2.55,3.66258,299.568,3647.65,1292.48,2355.17,0,0.0752224,0.0266538,0.0485686,0
6130,2.55417,3.66189,299.568,3647.92,1292.48,2355.44,0,0.075228,0.0266538,0.0485743,0
6140,2.55833,3.6612,299.568,3648.2,1292.48,2355.72,0,0.0752338,0.0266538,0.04858,0
6150,2.5625,3.66052,299.568,3648.48,1292.48,2356,0,0.0752396,0.0266538,0.0485858,0
6160,2.56667,3.65984,299.568,3648.77,1292.48,2356.29,0,0.0752455,0.0266538,0.0485917,0
6170,2.57083,3.65916,299.568,3649.06,1292.48,2356.58,0,0.0752515,0.0266538,0.0485977,0
6180,2.575,3.65848,299.568,3649.35,1292.48,2356.87,0,0.0752576,0.0266538,0.0486038,0
6190,2.57917,3.65781,299.568,3649.65,1292.48,2357.17,0,0.0752637,0.0266538,0.0486099,0
6200,2.58333,3.65714,299.568,3649.96,1292.48,2357.47,0,0.07527,0.0266538,0.0486162,0
6210,2.5875,3.65647,299.568,3650.26,1292.48,2357.78,0,0.0752763,0.0266538,0.0486225,0
6220,2.59167,3.6558,299.568,3650.57,1292.48,2358.09,0,0.0752827,0.0266538,0.0486289,0
6230,2.59583,3.65514,299.568,3650.89,1292.48,2358.41,0,0.0752892,0.0266538,0.0486354,0
6240,2.6,3.65447,299.568,3651.21,1292.48,2358.72,0,0.0752958,0.0266538,0.048642,0
6250,2.60417,3.65382,299.568,3651.53,1292.48,2359.05,0,0.0753024,0.0266538,0.0486487,0
6260,2.60833,3.65316,299.568,3651.86,1292.48,2359.38,0,0.0753092,0.0266538,0.0486554,0
6270,2.6125,3.6525,299.568,3652.19,1292.48,2359.71,0,0.075316,0.0266538,0.0486623,0
6280,2.61667,3.65185,299.568,3652.53,1292.48,2360.04,0,0.075323,0.0266538,0.0486692,0
6290,2.62083,3.6512,299.568,3652.87,1292.48,2360.38,0,0.07533,0.0266538,0.0486762,0
6300,2.625,3.65055,299.568,3653.21,1292.48,2360.73,0,0.0753371,0.0266538,0.0486833,0
6310,2.62917,3.64991,299.568,3653.56,1292.48,2361.08,0,0.0753443,0.0266538,0.0486905,0
6320,2.63333,3.64926,299.568,3653.91,1292.48,2361.43,0,0.0753515,0.0266538,0.0486978,0
6330,2.6375,3.64862,299.568,3654.27,1292.48,2361.79,0,0.0753589,0.0266538,0.0487051,0
6340,2.64167,3.64798,299.568,3654.63,1292.48,2362.15,0,0.0753663,0.0266538,0.0487126,0
6350,2.64583,3.64735,299.568,3654.99,1292.48,2362.51,0,0.0753739,0.0266538,0.0487201,0
6360,2.65,3.64671,299.568,3655.36,1292.48,2362.88,0,0.0753815,0.0266538,0.0487277,0
6370,2.65417,3.64608,299.568,3655.74,1292.48,2363.25,0,0.0753892,0.0266538,0.0487354,0
6380,2.65833,3.64545,299.568,3656.12,1292.48,2363.63,0,0.075397,0.0266538,0.0487432,0
6390,2.6625,3.64482,299.568,3656.5,1292.48,2364.01,0,0.0754049,0.0266538,0.0487511,0
6400,2.66667,3.6442,299.568,3656.88,1292.48,2364.4,0,0.0754128,0.0266538,0.0487591,0
6410,2.67083,3.64357,299.568,3657.27,1292.48,2364.79,0,0.0754209,0.0266538,0.0487671,0
6420,2.675,3.64295,299.568,3657.67,1292.48,2365.19,0,0.0754291,0.0266538,0.0487753,0
6430,2.67917,3.64233,299.569,3658.07,1292.48,2365.59,0,0.0754373,0.0266538,0.0487835,0
6440,2.68333,3.64172,299.569,3658.47,1292.48,2365.99,0,0.0754456,0.0266538,0.0487918,0
6450,2.6875,3.6411,299.569,3658.88,1292.48,2366.4,0,0.075454,0.0266538,0.0488002,0
6460,2.69167,3.64049,299.569,3659.29,1292.48,2366.81,0,0.0754625,0.0266538,0.0488087,0
6470,2.69583,3.63988,299.569,3659.71,1292.48,2367.23,0,0.0754711,0.0266538,0.0488173,0
6480,2.7,3.63927,299.569,3660.13,1292.48,2367.65,0,0.0754798,0.0266538,0.048826,0
6490,2.70417,3.63866,299.569,3660.55,1292.48,2368.07,0,0.0754885,0.0266538,0.0488347,0
6500,2.70833,3.63806,299.569,3660.98,1292.48,2368.5,0,0.0754974,0.0266538,0.0488436,0
6510,2.7125,3.63746,299.569,3661.42,1292.48,2368.93,0,0.0755063,0.0266538,0.0488525,0
6520,2.71667,3.63685,299.569,3661.86,1292.48,2369.37,0,0.0755154,0.0266538,0.0488616,0
6530,2.72083,3.63626,299.569,3662.3,1292.48,2369.81,0,0.0755245,0.0266538,0.0488707,0
6540,2.725,3.63566,299.569,3662.74,1292.48,2370.26,0,0.0755337,0.0266538,0.0488799,0
6550,2.72917,3.63506,299.569,3663.19,1292.48,2370.71,0,0.075543,0.0266538,0.0488892,0
6560,2.73333,3.63447,299.569,3663.65,1292.48,2371.17,0,0.0755524,0.0266538,0.0488985,0
6570,2.7375,3.63388,299.569,3664.11,1292.48,2371.62,0,0.0755618,0.0266538,0.048908,0
6580,2.74167,3.63329,299.569,3664.57,1292.48,2372.09,0,0.0755714,0.0266538,0.0489176,0
6590,2.74583,3.6327,299.569,3665.04,1292.48,2372.56,0,0.075581,0.0266538,0.0489272,0
6600,2.75,3.63212,299.569,3665.51,1292.48,2373.03,0,0.0755908,0.0266538,0.048937,0
6610,2.75417,3.63153,299.569,3665.99,1292.48,2373.51,0,0.0756006,0.0266538,0.0489468,0
6620,2.75833,3.63095,299.569,3666.47,1292.48,2373.99,0,0.0756106,0.0266538,0.0489567,0
6630,2.7625,3.63037,299.569,3666.96,1292.49,2374.47,0,0.0756206,0.0266538,0.0489667,0
6640,2.76667,3.62979,299.569,3667.45,1292.49,2374.96,0,0.0756307,0.0266538,0.0489768,0
6650,2.77083,3.62921,299.57,3667.94,1292.49,2375.46,0,0.0756409,0.0266538,0.048987,0
6660,2.775,3.62863,299.57,3668.44,1292.49,2375.96,0,0.0756512,0.0266538,0.0489973,0
6670,2.77917,3.62806,299.57,3668.94,1292.49,2376.46,0,0.0756616,0.0266538,0.0490077,0
6680,2.78333,3.62749,299.57,3669.45,1292.49,2376.97,0,0.075672,0.0266538,0.0490182,0
6690,2.7875,3.62692,299.57,3669.96,1292.49,2377.48,0,0.0756826,0.0266539,0.0490287,0
6700,2.79167,3.62635,299.57,3670.48,1292.49,2378,0,0.0756933,0.0266539,0.0490394,0
6710,2.79583,3.62578,299.57,3671,1292.49,2378.52,0,0.075704,0.0266539,0.0490502,0
6720,2.8,3.62521,299.57,3671.53,1292.49,2379.04,0,0.0757149,0.0266539,0.049061,0
6730,2.80417,3.62464,299.57,3672.06,1292.49,2379.57,0,0.0757258,0.0266539,0.0490719,0
6740,2.80833,3.62408,299.57,3672.59,1292.49,2380.11,0,0.0757368,0.0266539,0.049083,0
6750,2.8125,3.62351,299.57,3673.13,1292.49,2380.65,0,0.075748,0.0266539,0.0490941,0
6760,2.81667,3.62295,299.57,3673.68,1292.49,2381.19,0,0.0757592,0.0266539,0.0491053,0
6770,2.82083,3.62239,299.57,3674.23,1292.49,2381.74,0,0.0757705,0.0266539,0.0491166,0
6780,2.825,3.62183,299.57,3674.78,1292.49,2382.29,0,0.0757819,0.0266539,0.049128,0
6790,2.82917,3.62127,299.571,3675.34,1292.49,2382.85,0,0.0757934,0.0266539,0.0491395,0
6800,2.83333,3.62072,299.571,3675.9,1292.49,2383.41,0,0.075805,0.0266539,0.0491511,0
6810,2.8375,3.62016,299.571,3676.46,1292.49,2383.98,0,0.0758166,0.0266539,0.0491627,0
6820,2.84167,3.6196,299.571,3677.04,1292.49,2384.55,0,0.0758284,0.0266539,0.0491745,0
6830,2.84583,3.61905,299.571,3677.61,1292.49,2385.12,0,0.0758403,0.0266539,0.0491864,0
6840,2.85,3.6185,299.571,3678.19,1292.49,2385.7,0,0.0758523,0.0266539,0.0491984,0
6850,2.85417,3.61794,299.571,3678.78,1292.49,2386.29,0,0.0758643,0.0266539,0.0492104,0
6860,2.85833,3.61739,299.571,3679.37,1292.49,2386.88,0,0.0758765,0.0266539,0.0492226,0
6870,2.8625,3.61684,299.571,3679.96,1292.49,2387.47,0,0.0758887,0.0266539,0.0492348,0
6880,2.86667,3.61629,299.571,3680.56,1292.49,2388.07,0,0.0759011,0.0266539,0.0492472,0
6890,2.87083,3.61574,299.572,3681.16,1292.49,2388.67,0,0.0759135,0.0266539,0.0492596,0
6900,2.875,3.61519,299.572,3681.77,1292.49,2389.28,0,0.0759261,0.0266539,0.0492721,0
6910,2.87917,3.61465,299.572,3682.38,1292.49,2389.89,0,0.0759387,0.0266539,0.0492848,0
6920,2.88333,3.6141,299.572,3683,1292.49,2390.51,0,0.0759514,0.026654,0.0492975,0
6930,2.8875,3.61355,299.572,3683.62,1292.49,2391.13,0,0.0759643,0.026654,0.0493103,0
6940,2.89167,3.61301,299.572,3684.25,1292.49,2391.76,0,0.0759772,0.026654,0.0493232,0
6950,2.89583,3.61246,299.572,3684.88,1292.49,2392.39,0,0.0759902,0.026654,0.0493363,0
6960,2.9,3.61192,299.572,3685.52,1292.49,2393.03,0,0.0760033,0.026654,0.0493494,0
6970,2.90417,3.61137,299.572,3686.16,1292.49,2393.67,0,0.0760166,0.026654,0.0493626,0
6980,2.90833,3.61083,299.573,3686.8,1292.49,2394.31,0,0.0760299,0.026654,0.0493759,0
6990,2.9125,3.61029,299.573,3687.46,1292.49,2394.96,0,0.0760433,0.026654,0.0493893,0
7000,2.91667,3.60974,299.573,3688.11,1292.49,2395.62,0,0.0760568,0.026654,0.0494028,0
7010,2.92083,3.6092,299.573,3688.77,1292.49,2396.28,0,0.0760704,0.026654,0.0494164,0
7020,2.925,3.60866,299.573,3689.44,1292.49,2396.94,0,0.0760841,0.026654,0.0494301,0
7030,2.92917,3.60812,299.573,3690.1,1292.49,2397.61,0,0.0760979,0.026654,0.0494439,0
7040,2.93333,3.60758,299.573,3690.78,1292.49,2398.29,0,0.0761118,0.026654,0.0494578,0
7050,2.9375,3.60704,299.573,3691.46,1292.49,2398.96,0,0.0761259,0.026654,0.0494718,0
7060,2.94167,3.60649,299.573,3692.14,1292.49,2399.65,0,0.07614,0.026654,0.0494859,0
7070,2.94583,3.60595,299.574,3692.83,1292.49,2400.34,0,0.0761542,0.026654,0.0495001,0
7080,2.95,3.60541,299.574,3693.53,1292.5,2401.03,0,0.0761685,0.026654,0.0495144,0
7090,2.95417,3.60487,299.574,3694.22,1292.5,2401.73,0,0.0761829,0.026654,0.0495288,0
7100,2.95833,3.60433,299.574,3694.93,1292.5,2402.43,0,0.0761974,0.0266541,0.0495433,0
7110,2.9625,3.60379,299.574,3695.64,1292.5,2403.14,0,0.076212,0.0266541,0.0495579,0
7120,2.96667,3.60325,299.574,3696.35,1292.5,2403.85,0,0.0762267,0.0266541,0.0495726,0
7130,2.97083,3.60271,299.574,3697.07,1292.5,2404.57,0,0.0762415,0.0266541,0.0495874,0
7140,2.975,3.60217,299.575,3697.79,1292.5,2405.29,0,0.0762564,0.0266541,0.0496023,0
7150,2.97917,3.60163,299.575,3698.52,1292.5,2406.02,0,0.0762714,0.0266541,0.0496173,0
7160,2.98333,3.60108,299.575,3699.25,1292.5,2406.75,0,0.0762865,0.0266541,0.0496324,0
7170,2.9875,3.60054,299.575,3699.99,1292.5,2407.49,0,0.0763018,0.0266541,0.0496477,0
7180,2.99167,3.6,299.575,3700.73,1292.5,2408.23,0,0.0763171,0.0266541,0.049663,0
7190,2.99583,3.59946,299.575,3701.48,1292.5,2408.98,0,0.0763325,0.0266541,0.0496784,0
7200,3,3.59891,299.576,3702.23,1292.5,2409.73,0,0.076348,0.0266541,0.0496939,0
7210,3.00417,3.59837,299.576,3702.99,1292.5,2410.49,0,0.0763637,0.0266541,0.0497095,0
7220,3.00833,3.59783,299.576,3703.75,1292.5,2411.25,0,0.0763794,0.0266541,0.0497253,0
7230,3.0125,3.59728,299.576,3704.52,1292.5,2412.02,0,0.0763952,0.0266542,0.0497411,0
7240,3.01667,3.59674,299.576,3705.29,1292.5,2412.79,0,0.0764112,0.0266542,0.049757,0
7250,3.02083,3.59619,299.576,3706.07,1292.5,2413.57,0,0.0764272,0.0266542,0.0497731,0
7260,3.025,3.59564,299.576,3706.86,1292.5,2414.35,0,0.0764434,0.0266542,0.0497892,0
7270,3.02917,3.5951,299.577,3707.64,1292.5,2415.14,0,0.0764596,0.0266542,0.0498055,0
7280,3.03333,3.59455,299.577,3708.44,1292.5,2415.94,0,0.076476,0.0266542,0.0498218,0
7290,3.0375,3.594,299.577,3709.24,1292.5,2416.73,0,0.0764925,0.0266542,0.0498383,0
7300,3.04167,3.59345,299.577,3710.04,1292.5,2417.54,0,0.0765091,0.0266542,0.0498548,0
7310,3.04583,3.5929,299.577,3710.85,1292.5,2418.35,0,0.0765257,0.0266542,0.0498715,0
7320,3.05,3.59235,299.577,3711.66,1292.5,2419.16,0,0.0765425,0.0266542,0.0498883,0
7330,3.05417,3.59179,299.578,3712.48,1292.5,2419.98,0,0.0765594,0.0266542,0.0499052,0
7340,3.05833,3.59124,299.578,3713.31,1292.5,2420.8,0,0.0765764,0.0266542,0.0499222,0
7350,3.0625,3.59069,299.578,3714.14,1292.51,2421.63,0,0.0765936,0.0266542,0.0499393,0
7360,3.06667,3.59013,299.578,3714.97,1292.51,2422.47,0,0.0766108,0.0266543,0.0499565,0
7370,3.07083,3.58957,299.578,3715.81,1292.51,2423.31,0,0.0766281,0.0266543,0.0499738,0
7380,3.075,3.58902,299.579,3716.66,1292.51,2424.15,0,0.0766455,0.0266543,0.0499913,0
7390,3.07917,3.58846,299.579,3717.51,1292.51,2425,0,0.0766631,0.0266543,0.0500088,0
7400,3.08333,3.5879,299.579,3718.37,1292.51,2425.86,0,0.0766807,0.0266543,0.0500265,0
7410,3.0875,3.58733,299.579,3719.23,1292.51,2426.72,0,0.0766985,0.0266543,0.0500442,0
7420,3.09167,3.58677,299.579,3720.09,1292.51,2427.59,0,0.0767164,0.0266543,0.0500621,0
7430,3.09583,3.5862,299.58,3720.97,1292.51,2428.46,0,0.0767344,0.0266543,0.0500801,0
7440,3.1,3.58564,299.58,3721.84,1292.51,2429.34,0,0.0767525,0.0266543,0.0500981,0
7450,3.10417,3.58507,299.58,3722.73,1292.51,2430.22,0,0.0767707,0.0266543,0.0501163,0
7460,3.10833,3.5845,299.58,3723.62,1292.51,2431.11,0,0.076789,0.0266544,0.0501347,0
7470,3.1125,3.58393,299.58,3724.51,1292.51,2432,0,0.0768074,0.0266544,0.0501531,0
7480,3.11667,3.58336,299.581,3725.41,1292.51,2432.9,0,0.076826,0.0266544,0.0501716,0
7490,3.12083,3.58278,299.581,3726.31,1292.51,2433.8,0,0.0768446,0.0266544,0.0501903,0
7500,3.125,3.58221,299.581,3727.22,1292.51,2434.71,0,0.0768634,0.0266544,0.050209,0
7510,3.12917,3.58163,299.581,3728.14,1292.51,2435.63,0,0.0768823,0.0266544,0.0502279,0
7520,3.13333,3.58105,299.581,3729.06,1292.51,2436.55,0,0.0769013,0.0266544,0.0502469,0
7530,3.1375,3.58047,299.582,3729.99,1292.51,2437.47,0,0.0769204,0.0266544,0.050266,0
7540,3.14167,3.57988,299.582,3730.92,1292.51,2438.41,0,0.0769396,0.0266544,0.0502852,0
7550,3.14583,3.5793,299.582,3731.86,1292.51,2439.34,0,0.076959,0.0266544,0.0503045,0
7560,3.15,3.57871,299.582,3732.8,1292.52,2440.29,0,0.0769784,0.0266545,0.050324,0
7570,3.15417,3.57812,299.582,3733.75,1292.52,2441.24,0,0.076998,0.0266545,0.0503435,0
7580,3.15833,3.57753,299.583,3734.71,1292.52,2442.19,0,0.0770177,0.0266545,0.0503632,0
7590,3.1625,3.57693,299.583,3735.67,1292.52,2443.15,0,0.0770375,0.0266545,0.050383,0
7600,3.16667,3.57634,299.583,3736.63,1292.52,2444.11,0,0.0770574,0.0266545,0.0504029,0
7610,3.17083,3.57574,299.583,3737.6,1292.52,2445.09,0,0.0770775,0.0266545,0.050423,0
7620,3.175,3.57514,299.584,3738.58,1292.52,2446.06,0,0.0770976,0.0266545,0.0504431,0
7630,3.17917,3.57453,299.584,3739.56,1292.52,2447.05,0,0.0771179,0.0266545,0.0504634,0
7640,3.18333,3.57393,299.584,3740.55,1292.52,2448.03,0,0.0771383,0.0266545,0.0504837,0
7650,3.1875,3.57332,299.584,3741.55,1292.52,2449.03,0,0.0771588,0.0266546,0.0505042,0
7660,3.19167,3.57271,299.584,3742.55,1292.52,2450.03,0,0.0771794,0.0266546,0.0505249,0
7670,3.19583,3.57209,299.585,3743.55,1292.52,2451.03,0,0.0772002,0.0266546,0.0505456,0
7680,3.2,3.57148,299.585,3744.57,1292.52,2452.05,0,0.0772211,0.0266546,0.0505665,0
7690,3.20417,3.57086,299.585,3745.58,1292.52,2453.06,0,0.077242,0.0266546,0.0505874,0
7700,3.20833,3.57024,299.585,3746.61,1292.52,2454.09,0,0.0772632,0.0266546,0.0506085,0
7710,3.2125,3.56961,299.586,3747.64,1292.52,2455.11,0,0.0772844,0.0266546,0.0506298,0
7720,3.21667,3.56899,299.586,3748.67,1292.52,2456.15,0,0.0773057,0.0266546,0.0506511,0
7730,3.22083,3.56836,299.586,3749.71,1292.52,2457.19,0,0.0773272,0.0266546,0.0506726,0
7740,3.225,3.56773,299.586,3750.76,1292.53,2458.24,0,0.0773488,0.0266547,0.0506941,0
7750,3.22917,3.56709,299.587,3751.81,1292.53,2459.29,0,0.0773705,0.0266547,0.0507158,0
7760,3.23333,3.56645,299.587,3752.87,1292.53,2460.35,0,0.0773924,0.0266547,0.0507377,0
7770,3.2375,3.56581,299.587,3753.94,1292.53,2461.41,0,0.0774143,0.0266547,0.0507596,0
