time [s],capacity [A.h],voltage [V],temperature [K],q_total [W.m-3],q_ohmic [W.m-3],q_irreversible [W.m-3],q_reversible [W.m-3],Q_total [W],Q_ohmic [W],Q_irreversible [W],Q_reversible [W]
1020,0.991667,3.85935,303.397,17611.6,7218.09,10393.5,0,0.36319,0.148853,0.214337,0
1030,1.00139,3.85787,303.416,17593.2,7218.35,10374.9,0,0.36281,0.148858,0.213952,0
1040,1.01111,3.8564,303.435,17575,7218.6,10356.4,0,0.362435,0.148863,0.213572,0
1050,1.02083,3.85494,303.454,17557.1,7218.85,10338.3,0,0.362066,0.148868,0.213198,0
1060,1.03056,3.85349,303.473,17539.5,7219.1,10320.4,0,0.361702,0.148873,0.212829,0
1070,1.04028,3.85204,303.491,17522.1,7219.34,10302.8,0,0.361344,0.148878,0.212465,0
1080,1.05,3.85061,303.509,17505,7219.57,10285.4,0,0.36099,0.148883,0.212107,0
1090,1.05972,3.84918,303.527,17488.1,7219.81,10268.3,0,0.360642,0.148888,0.211754,0
1100,1.06944,3.84777,303.544,17471.4,7220.04,10251.4,0,0.360298,0.148893,0.211405,0
1110,1.07917,3.84636,303.562,17455,7220.26,10234.7,0,0.359959,0.148897,0.211062,0
1120,1.08889,3.84495,303.578,17438.8,7220.48,10218.3,0,0.359626,0.148902,0.210724,0
1130,1.09861,3.84356,303.595,17422.8,7220.7,10202.1,0,0.359297,0.148906,0.21039,0
1140,1.10833,3.84217,303.611,17407.1,7220.92,10186.2,0,0.358972,0.148911,0.210061,0
1150,1.11806,3.84079,303.627,17391.6,7221.13,10170.5,0,0.358653,0.148915,0.209737,0
1160,1.12778,3.83941,303.643,17376.3,7221.33,10155,0,0.358338,0.14892,0.209418,0
1170,1.1375,3.83803,303.658,17361.3,7221.54,10139.7,0,0.358027,0.148924,0.209103,0
1180,1.14722,3.83667,303.674,17346.4,7221.74,10124.7,0,0.357721,0.148928,0.208793,0
1190,1.15694,3.8353,303.688,17331.9,7221.93,10109.9,0,0.35742,0.148932,0.208488,0
1200,1.16667,3.83394,303.703,17317.5,7222.12,10095.4,0,0.357124,0.148936,0.208188,0
1210,1.17639,3.83258,303.717,17303.3,7222.31,10081,0,0.356831,0.14894,0.207892,0
1220,1.18611,3.83123,303.731,17289.3,7222.5,10066.8,0,0.356543,0.148944,0.207599,0
1230,1.19583,3.82987,303.745,17275.5,7222.68,10052.8,0,0.356259,0.148947,0.207311,0
1240,1.20556,3.82852,303.759,17261.9,7222.86,10039.1,0,0.355978,0.148951,0.207027,0
1250,1.21528,3.82716,303.772,17248.5,7223.04,10025.5,0,0.355702,0.148955,0.206747,0
1260,1.225,3.82581,303.786,17235.3,7223.21,10012.1,0,0.35543,0.148958,0.206471,0
1270,1.23472,3.82445,303.799,17222.3,7223.39,9998.93,0,0.355161,0.148962,0.2062,0
1280,1.24444,3.82309,303.811,17209.5,7223.55,9985.94,0,0.354897,0.148965,0.205932,0
1290,1.25417,3.82173,303.824,17196.9,7223.72,9973.14,0,0.354636,0.148969,0.205668,0
1300,1.26389,3.82036,303.836,17184.4,7223.88,9960.52,0,0.35438,0.148972,0.205407,0
1310,1.27361,3.81899,303.849,17172.1,7224.04,9948.09,0,0.354126,0.148975,0.205151,0
1320,1.28333,3.8176,303.861,17160,7224.2,9935.85,0,0.353877,0.148979,0.204899,0
1330,1.29306,3.81622,303.872,17148.1,7224.36,9923.79,0,0.353632,0.148982,0.20465,0
1340,1.30278,3.81482,303.884,17136.4,7224.51,9911.91,0,0.35339,0.148985,0.204405,0
1350,1.3125,3.81341,303.895,17124.9,7224.66,9900.2,0,0.353152,0.148988,0.204164,0
1360,1.32222,3.81199,303.906,17113.5,7224.81,9888.67,0,0.352917,0.148991,0.203926,0
1370,1.33194,3.81055,303.917,17102.3,7224.95,9877.32,0,0.352686,0.148994,0.203692,0
1380,1.34167,3.8091,303.928,17091.2,7225.09,9866.15,0,0.352458,0.148997,0.203461,0
1390,1.35139,3.80764,303.939,17080.4,7225.23,9855.14,0,0.352234,0.149,0.203234,0
1400,1.36111,3.80615,303.949,17069.7,7225.37,9844.3,0,0.352013,0.149003,0.203011,0
1410,1.37083,3.80464,303.959,17059.1,7225.51,9833.62,0,0.351796,0.149006,0.20279,0
1420,1.38056,3.80311,303.97,17048.7,7225.64,9823.11,0,0.351582,0.149008,0.202574,0
1430,1.39028,3.80155,303.979,17038.5,7225.77,9812.76,0,0.351371,0.149011,0.20236,0
1440,1.4,3.79997,303.989,17028.5,7225.9,9802.58,0,0.351164,0.149014,0.20215,0
1450,1.40972,3.79836,303.999,17018.6,7226.02,9792.56,0,0.35096,0.149016,0.201944,0
1460,1.41944,3.79672,304.008,17008.8,7226.15,9782.69,0,0.350759,0.149019,0.20174,0
1470,1.42917,3.79504,304.017,16999.2,7226.27,9772.97,0,0.350561,0.149021,0.20154,0
1480,1.43889,3.79333,304.026,16989.8,7226.39,9763.41,0,0.350366,0.149024,0.201343,0
1490,1.44861,3.79158,304.035,16980.5,7226.5,9754,0,0.350175,0.149026,0.201149,0
1500,1.45833,3.78979,304.044,16971.4,7226.62,9744.75,0,0.349986,0.149029,0.200958,0
1510,1.46806,3.78796,304.053,16962.4,7226.73,9735.65,0,0.349801,0.149031,0.20077,0
1520,1.47778,3.78609,304.061,16953.5,7226.84,9726.69,0,0.349619,0.149033,0.200585,0
1530,1.4875,3.78417,304.069,16944.8,7226.95,9717.89,0,0.349439,0.149035,0.200404,0
1540,1.49722,3.78221,304.078,16936.3,7227.06,9709.23,0,0.349263,0.149038,0.200225,0
1550,1.50694,3.7802,304.086,16927.9,7227.17,9700.71,0,0.349089,0.14904,0.20005,0
1560,1.51667,3.77814,304.093,16919.6,7227.27,9692.33,0,0.348919,0.149042,0.199877,0
1570,1.52639,3.77603,304.101,16911.5,7227.37,9684.1,0,0.348751,0.149044,0.199707,0
1580,1.53611,3.77388,304.109,16903.5,7227.47,9676,0,0.348586,0.149046,0.19954,0
1590,1.54583,3.77169,304.116,16895.6,7227.57,9668.05,0,0.348424,0.149048,0.199376,0
1600,1.55556,3.76945,304.124,16887.9,7227.67,9660.23,0,0.348265,0.14905,0.199215,0
1610,1.56528,3.76717,304.131,16880.3,7227.76,9652.55,0,0.348108,0.149052,0.199056,0
1620,1.575,3.76485,304.138,16872.9,7227.86,9645,0,0.347955,0.149054,0.198901,0
1630,1.58472,3.7625,304.145,16865.5,7227.95,9637.58,0,0.347804,0.149056,0.198748,0
1640,1.59444,3.76011,304.152,16858.3,7228.04,9630.3,0,0.347655,0.149058,0.198598,0
1650,1.60417,3.7577,304.158,16851.3,7228.13,9623.15,0,0.34751,0.14906,0.19845,0
1660,1.61389,3.75526,304.165,16844.3,7228.21,9616.12,0,0.347367,0.149061,0.198305,0
1670,1.62361,3.75281,304.171,16837.5,7228.3,9609.23,0,0.347226,0.149063,0.198163,0
1680,1.63333,3.75034,304.178,16830.8,7228.38,9602.46,0,0.347088,0.149065,0.198023,0
1690,1.64306,3.74786,304.184,16824.3,7228.47,9595.81,0,0.346953,0.149067,0.197886,0
1700,1.65278,3.74538,304.19,16817.8,7228.55,9589.29,0,0.34682,0.149068,0.197752,0
1710,1.6625,3.74291,304.196,16811.5,7228.63,9582.9,0,0.34669,0.14907,0.19762,0
1720,1.67222,3.74043,304.202,16805.3,7228.7,9576.63,0,0.346562,0.149071,0.197491,0
1730,1.68194,3.73797,304.208,16799.3,7228.78,9570.47,0,0.346437,0.149073,0.197364,0
1740,1.69167,3.73553,304.214,16793.3,7228.86,9564.44,0,0.346314,0.149075,0.197239,0
1750,1.70139,3.7331,304.219,16787.5,7228.93,9558.53,0,0.346194,0.149076,0.197118,0
1760,1.71111,3.7307,304.225,16781.7,7229,9552.74,0,0.346076,0.149078,0.196998,0
1770,1.72083,3.72832,304.23,16776.1,7229.08,9547.06,0,0.34596,0.149079,0.196881,0
1780,1.73056,3.72596,304.236,16770.7,7229.15,9541.52,0,0.345847,0.149081,0.196767,0
1790,1.74028,3.72363,304.241,16765.3,7229.21,9536.09,0,0.345737,0.149082,0.196655,0
1800,1.75,3.72133,304.246,16760,7229.28,9530.77,0,0.345628,0.149083,0.196545,0
1810,1.75972,3.71906,304.251,16754.9,7229.35,9525.55,0,0.345522,0.149085,0.196437,0
1820,1.76944,3.71681,304.256,16749.9,7229.41,9520.45,0,0.345418,0.149086,0.196332,0
1830,1.77917,3.7146,304.261,16744.9,7229.48,9515.46,0,0.345317,0.149087,0.196229,0
1840,1.78889,3.71241,304.266,16740.1,7229.54,9510.58,0,0.345218,0.149089,0.196129,0
1850,1.79861,3.71025,304.271,16735.4,7229.6,9505.81,0,0.34512,0.14909,0.19603,0
1860,1.80833,3.70811,304.275,16730.8,7229.67,9501.15,0,0.345025,0.149091,0.195934,0
1870,1.81806,3.706,304.28,16726.3,7229.73,9496.59,0,0.344933,0.149093,0.19584,0
1880,1.82778,3.70391,304.284,16721.9,7229.79,9492.14,0,0.344842,0.149094,0.195748,0
1890,1.8375,3.70184,304.289,16717.6,7229.84,9487.8,0,0.344754,0.149095,0.195659,0
1900,1.84722,3.69979,304.293,16713.5,7229.9,9483.57,0,0.344668,0.149096,0.195572,0
1910,1.85694,3.69776,304.297,16709.4,7229.96,9479.42,0,0.344584,0.149097,0.195486,0
1920,1.86667,3.69574,304.302,16705.4,7230.02,9475.38,0,0.344501,0.149099,0.195403,0
1930,1.87639,3.69374,304.306,16701.5,7230.07,9471.44,0,0.344421,0.1491,0.195322,0
1940,1.88611,3.69176,304.31,16697.7,7230.13,9467.61,0,0.344343,0.149101,0.195243,0
1950,1.89583,3.68978,304.314,16694.1,7230.18,9463.88,0,0.344268,0.149102,0.195166,0
1960,1.90556,3.68782,304.318,16690.5,7230.23,9460.25,0,0.344194,0.149103,0.195091,0
1970,1.91528,3.68587,304.322,16687,7230.28,9456.73,0,0.344122,0.149104,0.195018,0
1980,1.925,3.68393,304.326,16683.6,7230.33,9453.31,0,0.344053,0.149105,0.194948,0
1990,1.93472,3.682,304.33,16680.4,7230.38,9449.99,0,0.343985,0.149106,0.194879,0
2000,1.94444,3.68007,304.333,16677.2,7230.43,9446.77,0,0.34392,0.149107,0.194813,0
2010,1.95417,3.67815,304.337,16674.1,7230.48,9443.65,0,0.343857,0.149108,0.194749,0
2020,1.96389,3.67624,304.341,16671.2,7230.53,9440.64,0,0.343795,0.149109,0.194686,0
2030,1.97361,3.67434,304.344,16668.3,7230.57,9437.73,0,0.343736,0.14911,0.194626,0
2040,1.98333,3.67244,304.348,16665.5,7230.62,9434.91,0,0.343679,0.149111,0.194568,0
2050,1.99306,3.67055,304.351,16662.8,7230.67,9432.17,0,0.343624,0.149112,0.194512,0
2060,2.00278,3.66866,304.354,16660.2,7230.71,9429.52,0,0.34357,0.149113,0.194457,0
2070,2.0125,3.66678,304.358,16657.7,7230.76,9426.98,0,0.343518,0.149114,0.194405,0
2080,2.02222,3.6649,304.361,16655.3,7230.8,9424.52,0,0.343469,0.149115,0.194354,0
2090,2.03194,3.66303,304.364,16653,7230.84,9422.17,0,0.343421,0.149116,0.194305,0
2100,2.04167,3.66116,304.368,16650.8,7230.88,9419.91,0,0.343375,0.149116,0.194259,0
2110,2.05139,3.6593,304.371,16648.7,7230.93,9417.75,0,0.343332,0.149117,0.194214,0
2120,2.06111,3.65745,304.374,16646.6,7230.97,9415.68,0,0.34329,0.149118,0.194172,0
2130,2.07083,3.6556,304.377,16644.7,7231.01,9413.71,0,0.34325,0.149119,0.194131,0
2140,2.08056,3.65376,304.38,16642.9,7231.05,9411.84,0,0.343212,0.14912,0.194092,0
2150,2.09028,3.65193,304.383,16641.1,7231.08,9410.06,0,0.343176,0.149121,0.194056,0
2160,2.1,3.6501,304.386,16639.5,7231.12,9408.37,0,0.343142,0.149121,0.194021,0
2170,2.10972,3.64828,304.388,16637.9,7231.16,9406.78,0,0.34311,0.149122,0.193988,0
2180,2.11944,3.64647,304.391,16636.5,7231.2,9405.28,0,0.34308,0.149123,0.193957,0
2190,2.12917,3.64467,304.394,16635.1,7231.23,9403.85,0,0.343051,0.149124,0.193928,0
2200,2.13889,3.64288,304.397,16633.8,7231.27,9402.51,0,0.343024,0.149124,0.1939,0
2210,2.14861,3.6411,304.399,16632.6,7231.3,9401.27,0,0.343,0.149125,0.193874,0
2220,2.15833,3.63932,304.402,16631.4,7231.34,9400.11,0,0.342976,0.149126,0.193851,0
2230,2.16806,3.63756,304.405,16630.4,7231.37,9399.04,0,0.342955,0.149127,0.193829,0
2240,2.17778,3.6358,304.407,16629.5,7231.41,9398.07,0,0.342936,0.149127,0.193808,0
2250,2.1875,3.63406,304.41,16628.6,7231.44,9397.19,0,0.342918,0.149128,0.19379,0
2260,2.19722,3.63233,304.412,16627.9,7231.47,9396.39,0,0.342903,0.149129,0.193774,0
2270,2.20694,3.63061,304.415,16627.2,7231.51,9395.69,0,0.342889,0.149129,0.193759,0
2280,2.21667,3.6289,304.417,16626.6,7231.54,9395.08,0,0.342877,0.14913,0.193747,0
2290,2.22639,3.6272,304.42,16626.1,7231.57,9394.56,0,0.342867,0.149131,0.193736,0
2300,2.23611,3.62552,304.422,16625.7,7231.6,9394.13,0,0.342858,0.149131,0.193727,0
2310,2.24583,3.62385,304.424,16625.4,7231.63,9393.79,0,0.342852,0.149132,0.19372,0
2320,2.25556,3.62219,304.427,16625.2,7231.66,9393.53,0,0.342847,0.149132,0.193715,0
2330,2.26528,3.62054,304.429,16625.1,7231.69,9393.37,0,0.342845,0.149133,0.193712,0
2340,2.275,3.61891,304.431,16625,7231.72,9393.29,0,0.342844,0.149134,0.19371,0
2350,2.28472,3.61729,304.433,16625,7231.75,9393.3,0,0.342844,0.149134,0.19371,0
2360,2.29444,3.61569,304.435,16625.2,7231.78,9393.39,0,0.342847,0.149135,0.193712,0
2370,2.30417,3.6141,304.437,16625.4,7231.8,9393.58,0,0.342851,0.149135,0.193716,0
2380,2.31389,3.61252,304.44,16625.7,7231.83,9393.85,0,0.342858,0.149136,0.193722,0
2390,2.32361,3.61096,304.442,16626.1,7231.86,9394.21,0,0.342865,0.149137,0.193729,0
2400,2.33333,3.60941,304.444,16626.5,7231.89,9394.65,0,0.342875,0.149137,0.193738,0
2410,2.34306,3.60787,304.446,16627.1,7231.91,9395.17,0,0.342886,0.149138,0.193749,0
2420,2.35278,3.60635,304.448,16627.7,7231.94,9395.78,0,0.3429,0.149138,0.193761,0
2430,2.3625,3.60484,304.45,16628.4,7231.96,9396.48,0,0.342914,0.149139,0.193776,0
2440,2.37222,3.60334,304.452,16629.2,7231.99,9397.26,0,0.342931,0.149139,0.193792,0
2450,2.38194,3.60186,304.453,16630.1,7232.02,9398.12,0,0.342949,0.14914,0.19381,0
2460,2.39167,3.60039,304.455,16631.1,7232.04,9399.07,0,0.342969,0.14914,0.193829,0
2470,2.40139,3.59894,304.457,16632.2,7232.07,9400.1,0,0.342991,0.149141,0.19385,0
2480,2.41111,3.5975,304.459,16633.3,7232.09,9401.21,0,0.343015,0.149141,0.193873,0
2490,2.42083,3.59607,304.461,16634.5,7232.12,9402.4,0,0.34304,0.149142,0.193898,0
2500,2.43056,3.59465,304.463,16635.8,7232.14,9403.68,0,0.343067,0.149142,0.193924,0
2510,2.44028,3.59325,304.465,16637.2,7232.16,9405.05,0,0.343095,0.149143,0.193952,0
2520,2.45,3.59186,304.467,16638.7,7232.19,9406.49,0,0.343126,0.149143,0.193982,0
2530,2.45972,3.59048,304.468,16640.2,7232.21,9408.03,0,0.343158,0.149144,0.194014,0
2540,2.46944,3.58911,304.47,16641.9,7232.24,9409.64,0,0.343191,0.149144,0.194047,0
2550,2.47917,3.58776,304.472,16643.6,7232.26,9411.34,0,0.343227,0.149145,0.194082,0
2560,2.48889,3.58641,304.474,16645.4,7232.28,9413.13,0,0.343264,0.149145,0.194119,0
2570,2.49861,3.58508,304.476,16647.3,7232.31,9415,0,0.343303,0.149146,0.194158,0
2580,2.50833,3.58376,304.477,16649.3,7232.33,9416.96,0,0.343344,0.149146,0.194198,0
2590,2.51806,3.58245,304.479,16651.4,7232.35,9419,0,0.343387,0.149147,0.19424,0
2600,2.52778,3.58115,304.481,16653.5,7232.37,9421.12,0,0.343431,0.149147,0.194284,0
2610,2.5375,3.57985,304.482,16655.7,7232.4,9423.32,0,0.343477,0.149148,0.194329,0
2620,2.54722,3.57857,304.484,16658,7232.42,9425.61,0,0.343524,0.149148,0.194376,0
2630,2.55694,3.5773,304.486,16660.4,7232.44,9427.98,0,0.343574,0.149149,0.194425,0
2640,2.56667,3.57604,304.488,16662.9,7232.47,9430.43,0,0.343625,0.149149,0.194476,0
2650,2.57639,3.57479,304.489,16665.5,7232.49,9432.97,0,0.343678,0.14915,0.194528,0
2660,2.58611,3.57354,304.491,16668.1,7232.51,9435.59,0,0.343732,0.14915,0.194582,0
2670,2.59583,3.5723,304.493,16670.8,7232.53,9438.31,0,0.343789,0.14915,0.194638,0
2680,2.60556,3.57107,304.494,16673.7,7232.55,9441.1,0,0.343847,0.149151,0.194696,0
2690,2.61528,3.56985,304.496,16676.6,7232.58,9443.98,0,0.343907,0.149151,0.194755,0
2700,2.625,3.56864,304.498,16679.5,7232.6,9446.95,0,0.343968,0.149152,0.194817,0
2710,2.63472,3.56743,304.499,16682.6,7232.62,9450.01,0,0.344032,0.149152,0.19488,0
2720,2.64444,3.56623,304.501,16685.8,7232.64,9453.15,0,0.344097,0.149153,0.194944,0
2730,2.65417,3.56503,304.502,16689,7232.66,9456.37,0,0.344164,0.149153,0.195011,0
