time [s],capacity [A.h],voltage [V],temperature [K],q_total [W.m-3],q_ohmic [W.m-3],q_irreversible [W.m-3],q_reversible [W.m-3],Q_total [W],Q_ohmic [W],Q_irreversible [W],Q_reversible [W]
2740,2.66389,3.56384,304.504,16692.4,7232.68,9459.67,0,0.344232,0.149154,0.195079,0
2750,2.67361,3.56266,304.506,16695.8,7232.7,9463.06,0,0.344303,0.149154,0.195149,0
2760,2.68333,3.56148,304.507,16699.3,7232.73,9466.53,0,0.344375,0.149154,0.19522,0
2770,2.69306,3.56031,304.509,16702.8,7232.75,9470.09,0,0.344449,0.149155,0.195294,0
2780,2.70278,3.55914,304.511,16706.5,7232.77,9473.74,0,0.344524,0.149155,0.195369,0
2790,2.7125,3.55797,304.512,16710.3,7232.79,9477.47,0,0.344602,0.149156,0.195446,0
2800,2.72222,3.55681,304.514,16714.1,7232.81,9481.29,0,0.344681,0.149156,0.195525,0
2810,2.73194,3.55565,304.515,16718,7232.83,9485.2,0,0.344762,0.149157,0.195605,0
2820,2.74167,3.55449,304.517,16722.1,7232.85,9489.2,0,0.344845,0.149157,0.195688,0
2830,2.75139,3.55334,304.519,16726.2,7232.87,9493.29,0,0.34493,0.149157,0.195772,0
2840,2.76111,3.55219,304.52,16730.4,7232.89,9497.46,0,0.345016,0.149158,0.195858,0
2850,2.77083,3.55104,304.522,16734.6,7232.92,9501.73,0,0.345104,0.149158,0.195946,0
2860,2.78056,3.5499,304.523,16739,7232.94,9506.08,0,0.345195,0.149159,0.196036,0
2870,2.79028,3.54875,304.525,16743.5,7232.96,9510.51,0,0.345287,0.149159,0.196127,0
2880,2.8,3.54761,304.527,16748,7232.98,9515.04,0,0.34538,0.14916,0.196221,0
2890,2.80972,3.54646,304.528,16752.7,7233,9519.66,0,0.345476,0.14916,0.196316,0
2900,2.81944,3.54532,304.53,16757.4,7233.02,9524.36,0,0.345573,0.149161,0.196413,0
2910,2.82917,3.54418,304.531,16762.2,7233.04,9529.16,0,0.345673,0.149161,0.196512,0
2920,2.83889,3.54303,304.533,16767.1,7233.06,9534.04,0,0.345774,0.149161,0.196613,0
2930,2.84861,3.54189,304.535,16772.1,7233.08,9539.02,0,0.345877,0.149162,0.196715,0
2940,2.85833,3.54074,304.536,16777.2,7233.11,9544.08,0,0.345982,0.149162,0.19682,0
2950,2.86806,3.53959,304.538,16782.4,7233.13,9549.24,0,0.346089,0.149163,0.196926,0
2960,2.87778,3.53844,304.539,16787.6,7233.15,9554.48,0,0.346197,0.149163,0.197034,0
2970,2.8875,3.53729,304.541,16793,7233.17,9559.82,0,0.346308,0.149164,0.197144,0
2980,2.89722,3.53613,304.543,16798.4,7233.19,9565.25,0,0.34642,0.149164,0.197256,0
2990,2.90694,3.53498,304.544,16804,7233.21,9570.77,0,0.346534,0.149164,0.19737,0
3000,2.91667,3.53381,304.546,16809.6,7233.23,9576.38,0,0.346651,0.149165,0.197486,0
3010,2.92639,3.53265,304.548,16815.3,7233.26,9582.08,0,0.346769,0.149165,0.197603,0
3020,2.93611,3.53148,304.549,16821.2,7233.28,9587.88,0,0.346889,0.149166,0.197723,0
3030,2.94583,3.5303,304.551,16827.1,7233.3,9593.77,0,0.347011,0.149166,0.197844,0
3040,2.95556,3.52912,304.553,16833.1,7233.32,9599.75,0,0.347134,0.149167,0.197968,0
3050,2.96528,3.52794,304.554,16839.2,7233.34,9605.83,0,0.34726,0.149167,0.198093,0
3060,2.975,3.52674,304.556,16845.4,7233.37,9612.01,0,0.347388,0.149168,0.19822,0
3070,2.98472,3.52555,304.558,16851.7,7233.39,9618.28,0,0.347518,0.149168,0.19835,0
3080,2.99444,3.52434,304.559,16858.1,7233.41,9624.65,0,0.34765,0.149169,0.198481,0
3090,3.00417,3.52313,304.561,16864.5,7233.43,9631.11,0,0.347783,0.149169,0.198614,0
3100,3.01389,3.5219,304.563,16871.1,7233.46,9637.68,0,0.347919,0.14917,0.19875,0
3110,3.02361,3.52067,304.565,16877.8,7233.48,9644.32,0,0.348057,0.14917,0.198887,0
3120,3.03333,3.51944,304.566,16884.6,7233.5,9651.07,0,0.348196,0.14917,0.199026,0
3130,3.04306,3.51819,304.568,16891.4,7233.53,9657.91,0,0.348338,0.149171,0.199167,0
3140,3.05278,3.51693,304.57,16898.4,7233.55,9664.85,0,0.348481,0.149171,0.19931,0
3150,3.0625,3.51566,304.572,16905.5,7233.58,9671.89,0,0.348627,0.149172,0.199455,0
3160,3.07222,3.51438,304.574,16912.6,7233.6,9679.03,0,0.348775,0.149172,0.199602,0
3170,3.08194,3.51309,304.576,16919.9,7233.63,9686.27,0,0.348925,0.149173,0.199752,0
3180,3.09167,3.51179,304.578,16927.3,7233.65,9693.61,0,0.349077,0.149173,0.199903,0
3190,3.10139,3.51047,304.579,16934.7,7233.68,9701.06,0,0.349231,0.149174,0.200057,0
3200,3.11111,3.50914,304.581,16942.3,7233.7,9708.61,0,0.349387,0.149175,0.200212,0
3210,3.12083,3.5078,304.583,16950,7233.73,9716.26,0,0.349545,0.149175,0.20037,0
3220,3.13056,3.50644,304.585,16957.8,7233.75,9724.02,0,0.349706,0.149176,0.20053,0
3230,3.14028,3.50507,304.587,16965.7,7233.78,9731.88,0,0.349869,0.149176,0.200692,0
3240,3.15,3.50369,304.589,16973.7,7233.8,9739.85,0,0.350033,0.149177,0.200857,0
3250,3.15972,3.50228,304.591,16981.8,7233.83,9747.93,0,0.350201,0.149177,0.201023,0
3260,3.16944,3.50087,304.593,16990,7233.85,9756.12,0,0.35037,0.149178,0.201192,0
3270,3.17917,3.49943,304.595,16998.3,7233.88,9764.41,0,0.350541,0.149178,0.201363,0
3280,3.18889,3.49798,304.597,17006.7,7233.91,9772.82,0,0.350715,0.149179,0.201537,0
3290,3.19861,3.49651,304.599,17015.3,7233.93,9781.33,0,0.350892,0.149179,0.201712,0
3300,3.20833,3.49502,304.601,17023.9,7233.96,9789.96,0,0.35107,0.14918,0.20189,0
3310,3.21806,3.49352,304.603,17032.7,7233.99,9798.7,0,0.351251,0.14918,0.20207,0
3320,3.22778,3.49199,304.605,17041.6,7234.01,9807.55,0,0.351434,0.149181,0.202253,0
3330,3.2375,3.49045,304.607,17050.6,7234.04,9816.52,0,0.351619,0.149182,0.202438,0
3340,3.24722,3.48888,304.609,17059.7,7234.07,9825.6,0,0.351807,0.149182,0.202625,0
3350,3.25694,3.4873,304.611,17068.9,7234.09,9834.79,0,0.351997,0.149183,0.202815,0
3360,3.26667,3.48569,304.613,17078.2,7234.12,9844.09,0,0.35219,0.149183,0.203006,0
3370,3.27639,3.48407,304.616,17087.7,7234.15,9853.5,0,0.352384,0.149184,0.2032,0
3380,3.28611,3.48242,304.618,17097.2,7234.18,9863.03,0,0.352581,0.149184,0.203397,0
3390,3.29583,3.48076,304.62,17106.9,7234.21,9872.68,0,0.352781,0.149185,0.203596,0
3400,3.30556,3.47907,304.622,17116.7,7234.24,9882.45,0,0.352983,0.149186,0.203797,0
3410,3.31528,3.47736,304.624,17126.6,7234.27,9892.34,0,0.353188,0.149186,0.204001,0
3420,3.325,3.47563,304.627,17136.6,7234.3,9902.35,0,0.353395,0.149187,0.204208,0
3430,3.33472,3.47387,304.629,17146.8,7234.33,9912.48,0,0.353604,0.149187,0.204417,0
3440,3.34444,3.4721,304.631,17157.1,7234.36,9922.74,0,0.353816,0.149188,0.204628,0
3450,3.35417,3.47031,304.634,17167.5,7234.39,9933.12,0,0.354031,0.149189,0.204842,0
3460,3.36389,3.46849,304.636,17178,7234.42,9943.63,0,0.354248,0.149189,0.205059,0
3470,3.37361,3.46665,304.638,17188.7,7234.45,9954.26,0,0.354468,0.14919,0.205278,0
3480,3.38333,3.46479,304.641,17199.5,7234.48,9965.03,0,0.354691,0.149191,0.2055,0
3490,3.39306,3.46292,304.643,17210.4,7234.51,9975.92,0,0.354916,0.149191,0.205725,0
3500,3.40278,3.46102,304.645,17221.5,7234.54,9986.95,0,0.355144,0.149192,0.205952,0
3510,3.4125,3.4591,304.648,17232.7,7234.58,9998.11,0,0.355375,0.149193,0.206183,0
3520,3.42222,3.45716,304.65,17244,7234.61,10009.4,0,0.355609,0.149193,0.206415,0
3530,3.43194,3.45521,304.653,17255.5,7234.64,10020.8,0,0.355845,0.149194,0.206651,0
3540,3.44167,3.45324,304.655,17267.1,7234.67,10032.4,0,0.356084,0.149195,0.20689,0
3550,3.45139,3.45125,304.658,17278.8,7234.71,10044.1,0,0.356326,0.149195,0.20713,0
3560,3.46111,3.44925,304.66,17290.6,7234.74,10055.9,0,0.35657,0.149196,0.207374,0
3570,3.47083,3.44723,304.663,17302.6,7234.78,10067.9,0,0.356818,0.149197,0.207621,0
3580,3.48056,3.4452,304.666,17314.8,7234.81,10080,0,0.357068,0.149197,0.20787,0
3590,3.49028,3.44316,304.668,17327,7234.85,10092.1,0,0.35732,0.149198,0.208122,0
3600,3.5,3.4411,304.671,17339.4,7234.88,10104.5,0,0.357575,0.149199,0.208376,0
3610,3.50972,3.43903,304.674,17351.9,7234.92,10117,0,0.357834,0.1492,0.208634,0
3620,3.51944,3.43696,304.677,17364.6,7234.96,10129.6,0,0.358095,0.1492,0.208895,0
3630,3.52917,3.43487,304.68,17377.4,7235,10142.4,0,0.35836,0.149201,0.209159,0
3640,3.53889,3.43278,304.683,17390.4,7235.03,10155.4,0,0.358628,0.149202,0.209426,0
3650,3.54861,3.43069,304.685,17403.6,7235.07,10168.5,0,0.358899,0.149203,0.209697,0
3660,3.55833,3.42859,304.688,17416.9,7235.11,10181.8,0,0.359174,0.149204,0.20997,0
3670,3.56806,3.42648,304.691,17430.3,7235.15,10195.2,0,0.359451,0.149204,0.210247,0
3680,3.57778,3.42438,304.694,17443.9,7235.19,10208.7,0,0.359731,0.149205,0.210526,0
3690,3.5875,3.42227,304.697,17457.6,7235.23,10222.4,0,0.360013,0.149206,0.210807,0
3700,3.59722,3.42017,304.701,17471.5,7235.27,10236.2,0,0.360299,0.149207,0.211092,0
3710,3.60694,3.41807,304.704,17485.5,7235.31,10250.2,0,0.360589,0.149208,0.211381,0
3720,3.61667,3.41597,304.707,17499.7,7235.36,10264.3,0,0.360881,0.149209,0.211673,0
3730,3.62639,3.41388,304.71,17514.1,7235.4,10278.7,0,0.361178,0.14921,0.211968,0
3740,3.63611,3.41179,304.714,17528.6,7235.44,10293.1,0,0.361477,0.14921,0.212267,0
3750,3.64583,3.40971,304.717,17543.3,7235.49,10307.8,0,0.361781,0.149211,0.212569,0
3760,3.65556,3.40764,304.72,17558.2,7235.53,10322.6,0,0.362087,0.149212,0.212875,0
3770,3.66528,3.40558,304.724,17573.2,7235.58,10337.6,0,0.362398,0.149213,0.213185,0
3780,3.675,3.40353,304.727,17588.5,7235.62,10352.8,0,0.362712,0.149214,0.213498,0
3790,3.68472,3.40149,304.731,17603.9,7235.67,10368.2,0,0.36303,0.149215,0.213815,0
3800,3.69444,3.39946,304.734,17619.5,7235.71,10383.7,0,0.363351,0.149216,0.214135,0
3810,3.70417,3.39745,304.737,17635.2,7235.76,10399.5,0,0.363677,0.149217,0.21446,0
3820,3.71389,3.39545,304.741,17651.2,7235.8,10415.4,0,0.364006,0.149218,0.214788,0
3830,3.72361,3.39346,304.744,17667.4,7235.85,10431.5,0,0.364339,0.149219,0.21512,0
3840,3.73333,3.39149,304.748,17683.7,7235.89,10447.8,0,0.364676,0.14922,0.215456,0
3850,3.74306,3.38954,304.751,17700.2,7235.94,10464.3,0,0.365017,0.149221,0.215797,0
3860,3.75278,3.3876,304.755,17717,7235.99,10481,0,0.365362,0.149222,0.216141,0
3870,3.7625,3.38568,304.759,17733.9,7236.04,10497.9,0,0.365712,0.149223,0.216489,0
3880,3.77222,3.38378,304.762,17751.1,7236.08,10515,0,0.366065,0.149224,0.216842,0
3890,3.78194,3.38189,304.766,17768.4,7236.13,10532.3,0,0.366423,0.149225,0.217198,0
3900,3.79167,3.38002,304.769,17786,7236.18,10549.8,0,0.366785,0.149226,0.217559,0
3910,3.80139,3.37817,304.773,17803.7,7236.23,10567.5,0,0.367151,0.149227,0.217925,0
3920,3.81111,3.37634,304.777,17821.7,7236.28,10585.4,0,0.367522,0.149228,0.218294,0
3930,3.82083,3.37452,304.781,17839.9,7236.33,10603.6,0,0.367897,0.149229,0.218669,0
3940,3.83056,3.37272,304.784,17858.3,7236.38,10621.9,0,0.368277,0.14923,0.219047,0
3950,3.84028,3.37093,304.788,17877,7236.43,10640.5,0,0.368661,0.149231,0.219431,0
3960,3.85,3.36917,304.792,17895.8,7236.48,10659.3,0,0.36905,0.149232,0.219818,0
3970,3.85972,3.36741,304.796,17914.8,7236.53,10678.3,0,0.369442,0.149233,0.220209,0
3980,3.86944,3.36568,304.8,17934.1,7236.58,10697.5,0,0.36984,0.149234,0.220606,0
3990,3.87917,3.36395,304.804,17953.6,7236.64,10717,0,0.370242,0.149235,0.221007,0
4000,3.88889,3.36225,304.808,17973.3,7236.69,10736.6,0,0.370649,0.149236,0.221413,0
4010,3.89861,3.36055,304.812,17993.3,7236.75,10756.6,0,0.371061,0.149237,0.221824,0
4020,3.90833,3.35887,304.817,18013.5,7236.8,10776.7,0,0.371478,0.149238,0.222239,0
4030,3.91806,3.35719,304.821,18034,7236.86,10797.1,0,0.3719,0.14924,0.22266,0
4040,3.92778,3.35553,304.825,18054.7,7236.91,10817.8,0,0.372327,0.149241,0.223086,0
4050,3.9375,3.35388,304.829,18075.7,7236.97,10838.7,0,0.37276,0.149242,0.223518,0
4060,3.94722,3.35223,304.834,18096.9,7237.03,10859.9,0,0.373197,0.149243,0.223954,0
4070,3.95694,3.35059,304.838,18118.4,7237.08,10881.3,0,0.373641,0.149244,0.224396,0
4080,3.96667,3.34896,304.843,18140.2,7237.14,10903,0,0.374089,0.149246,0.224844,0
4090,3.97639,3.34733,304.847,18162.2,7237.2,10925,0,0.374544,0.149247,0.225297,0
4100,3.98611,3.3457,304.852,18184.5,7237.26,10947.2,0,0.375004,0.149248,0.225756,0
4110,3.99583,3.34407,304.856,18207.1,7237.32,10969.8,0,0.375469,0.149249,0.22622,0
4120,4.00556,3.34243,304.861,18230,7237.38,10992.6,0,0.375941,0.14925,0.226691,0
4130,4.01528,3.3408,304.865,18253.1,7237.44,11015.7,0,0.376419,0.149252,0.227167,0
4140,4.025,3.33915,304.87,18276.6,7237.5,11039.1,0,0.376902,0.149253,0.227649,0
4150,4.03472,3.3375,304.875,18300.3,7237.57,11062.7,0,0.377392,0.149254,0.228137,0
4160,4.04444,3.33584,304.88,18324.3,7237.63,11086.7,0,0.377887,0.149256,0.228632,0
4170,4.05417,3.33416,304.884,18348.7,7237.69,11111,0,0.378389,0.149257,0.229133,0
4180,4.06389,3.33246,304.889,18373.3,7237.76,11135.6,0,0.378898,0.149258,0.22964,0
4190,4.07361,3.33075,304.894,18398.3,7237.82,11160.5,0,0.379413,0.14926,0.230153,0
4200,4.08333,3.32901,304.899,18423.6,7237.89,11185.7,0,0.379934,0.149261,0.230673,0
4210,4.09306,3.32724,304.904,18449.2,7237.96,11211.3,0,0.380463,0.149262,0.2312,0
4220,4.10278,3.32544,304.91,18475.2,7238.03,11237.1,0,0.380998,0.149264,0.231734,0
4230,4.1125,3.32361,304.915,18501.5,7238.09,11263.4,0,0.38154,0.149265,0.232275,0
4240,4.12222,3.32173,304.92,18528.1,7238.16,11289.9,0,0.38209,0.149267,0.232823,0
4250,4.13194,3.31981,304.925,18555.1,7238.23,11316.9,0,0.382646,0.149268,0.233378,0
4260,4.14167,3.31784,304.931,18582.4,7238.31,11344.1,0,0.38321,0.14927,0.23394,0
4270,4.15139,3.31581,304.936,18610.1,7238.38,11371.7,0,0.383781,0.149271,0.23451,0
4280,4.16111,3.31372,304.942,18638.2,7238.45,11399.7,0,0.38436,0.149273,0.235087,0
4290,4.17083,3.31157,304.948,18666.7,7238.53,11428.1,0,0.384947,0.149274,0.235673,0
4300,4.18056,3.30933,304.953,18695.5,7238.6,11456.9,0,0.385541,0.149276,0.236266,0
4310,4.19028,3.30702,304.959,18724.7,7238.68,11486.1,0,0.386144,0.149277,0.236867,0
4320,4.2,3.30462,304.965,18754.4,7238.76,11515.6,0,0.386756,0.149279,0.237477,0
4330,4.20972,3.30212,304.971,18784.4,7238.83,11545.6,0,0.387375,0.14928,0.238095,0
4340,4.21944,3.29952,304.977,18814.9,7238.91,11576,0,0.388004,0.149282,0.238722,0
4350,4.22917,3.2968,304.983,18845.8,7238.99,11606.8,0,0.388641,0.149284,0.239358,0
4360,4.23889,3.29396,304.989,18877.2,7239.07,11638.1,0,0.389288,0.149285,0.240002,0
4370,4.24861,3.29099,304.995,18908.9,7239.15,11669.8,0,0.389943,0.149287,0.240656,0
4380,4.25833,3.28789,305.001,18941.2,7239.24,11701.9,0,0.390608,0.149289,0.241319,0
4390,4.26806,3.28463,305.008,18973.8,7239.32,11734.5,0,0.391282,0.14929,0.241991,0
4400,4.27778,3.28122,305.014,19007,7239.41,11767.6,0,0.391965,0.149292,0.242673,0
4410,4.2875,3.27764,305.021,19040.6,7239.49,11801.1,0,0.392659,0.149294,0.243365,0
4420,4.29722,3.2739,305.027,19074.8,7239.58,11835.2,0,0.393363,0.149296,0.244067,0
4430,4.30694,3.26997,305.034,19109.4,7239.67,11869.8,0,0.394078,0.149298,0.24478,0
4440,4.31667,3.26585,305.041,19144.6,7239.76,11904.8,0,0.394803,0.149299,0.245503,0
4450,4.32639,3.26154,305.048,19180.3,7239.85,11940.4,0,0.395539,0.149301,0.246238,0
4460,4.33611,3.25704,305.055,19216.5,7239.94,11976.6,0,0.396286,0.149303,0.246983,0
4470,4.34583,3.25233,305.062,19253.3,7240.03,12013.3,0,0.397045,0.149305,0.24774,0
4480,4.35556,3.24743,305.069,19290.7,7240.12,12050.6,0,0.397816,0.149307,0.248509,0
4490,4.36528,3.24232,305.076,19328.7,7240.22,12088.4,0,0.398599,0.149309,0.24929,0
4500,4.375,3.23701,305.083,19367.2,7240.32,12126.9,0,0.399394,0.149311,0.250083,0
4510,4.38472,3.23151,305.091,19406.3,7240.41,12165.9,0,0.4002,0.149313,0.250888,0
4520,4.39444,3.22582,305.098,19446.1,7240.51,12205.6,0,0.40102,0.149315,0.251705,0
4530,4.40417,3.21995,305.106,19486.5,7240.62,12245.9,0,0.401853,0.149317,0.252536,0
4540,4.41389,3.2139,305.114,19527.5,7240.72,12286.8,0,0.4027,0.149319,0.253381,0
4550,4.42361,3.2077,305.122,19569.3,7240.82,12328.4,0,0.40356,0.149321,0.254239,0
4560,4.43333,3.20136,305.13,19611.7,7240.93,12370.8,0,0.404435,0.149324,0.255112,0
4570,4.44306,3.19488,305.138,19654.8,7241.03,12413.8,0,0.405325,0.149326,0.255999,0
4580,4.45278,3.1883,305.146,19698.7,7241.14,12457.5,0,0.406229,0.149328,0.256901,0
4590,4.4625,3.18162,305.154,19743.3,7241.25,12502,0,0.407149,0.14933,0.257819,0
4600,4.47222,3.17487,305.163,19788.7,7241.36,12547.3,0,0.408085,0.149332,0.258753,0
4610,4.48194,3.16805,305.171,19834.9,7241.47,12593.4,0,0.409038,0.149335,0.259703,0
4620,4.49167,3.1612,305.18,19881.9,7241.58,12640.3,0,0.410007,0.149337,0.26067,0
4630,4.50139,3.15432,305.188,19929.7,7241.7,12688,0,0.410994,0.149339,0.261654,0
4640,4.51111,3.14743,305.197,19978.4,7241.81,12736.6,0,0.411998,0.149342,0.262656,0
4650,4.52083,3.14054,305.206,20028,7241.93,12786,0,0.41302,0.149344,0.263676,0
4660,4.53056,3.13367,305.215,20078.5,7242.05,12836.4,0,0.414061,0.149347,0.264715,0
4670,4.54028,3.12682,305.224,20129.9,7242.17,12887.7,0,0.415122,0.149349,0.265773,0
4680,4.55,3.11999,305.234,20182.3,7242.3,12940,0,0.416203,0.149352,0.266851,0
4690,4.55972,3.1132,305.243,20235.7,7242.42,12993.3,0,0.417304,0.149354,0.26795,0
4700,4.56944,3.10644,305.253,20290.1,7242.55,13047.6,0,0.418426,0.149357,0.26907,0
4710,4.57917,3.09971,305.262,20345.6,7242.68,13103,0,0.419571,0.14936,0.270211,0
4720,4.58889,3.093,305.272,20402.2,7242.81,13159.4,0,0.420738,0.149362,0.271376,0
4730,4.59861,3.08631,305.282,20460,7242.94,13217,0,0.421928,0.149365,0.272563,0
4740,4.60833,3.07962,305.293,20518.8,7243.08,13275.8,0,0.423143,0.149368,0.273775,0
4750,4.61806,3.07293,305.303,20578.9,7243.21,13335.7,0,0.424382,0.149371,0.275012,0
4760,4.62778,3.06621,305.314,20640.3,7243.35,13397,0,0.425648,0.149374,0.276274,0
4770,4.6375,3.05946,305.324,20703,7243.49,13459.5,0,0.42694,0.149376,0.277564,0
4780,4.64722,3.05265,305.335,20767,7243.64,13523.4,0,0.428261,0.149379,0.278881,0
4790,4.65694,3.04576,305.346,20832.5,7243.78,13588.7,0,0.42961,0.149382,0.280228,0
4800,4.66667,3.03877,305.358,20899.3,7243.93,13655.4,0,0.43099,0.149385,0.281604,0
