coh_id,n1_bot,n2_bot,n4_top,n3_top,length,interface_type
3512,7298,7299,37586,37587,5.59975511519839e-8,PE_PCC
3513,7299,7300,37587,37588,5.6010069715886104e-8,PE_PCC
3514,7300,7301,37588,37589,5.602258827994856e-8,PE_PCC
3515,7301,7302,37589,37590,5.603510684410294e-8,PE_PCC
3516,7302,7303,37590,37591,5.604762540834895e-8,PE_PCC
3517,7303,7304,37591,37592,5.606014397275503e-8,PE_PCC
3518,7304,7305,37592,37593,5.607266253725287e-8,PE_PCC
3519,7305,7306,37593,37594,5.6085181101842044e-8,PE_PCC
3520,7306,7307,37594,37595,5.609769966659101e-8,PE_PCC
3521,7307,7308,37595,37596,5.611021823143152e-8,PE_PCC
3522,7308,7309,37596,37597,5.612273679636323e-8,PE_PCC
3523,7309,7310,37597,37598,5.6135255361454414e-8,PE_PCC
3524,7310,7311,37598,37599,5.614777392663711e-8,PE_PCC
3525,7311,7312,37599,37600,5.616029249191052e-8,PE_PCC
3526,7312,7313,37600,37601,5.617281105734338e-8,PE_PCC
3527,7313,7314,37601,37602,5.6185329622867126e-8,PE_PCC
3528,7314,7315,37602,37603,5.619784818848171e-8,PE_PCC
3529,7315,7316,37603,37604,5.621036675425561e-8,PE_PCC
3530,7316,7317,37604,37605,5.622288532009713e-8,PE_PCC
3531,7317,7318,37605,37606,5.623540388609781e-8,PE_PCC
3532,7318,7319,37606,37607,5.624792245218897e-8,PE_PCC
3533,7319,7320,37607,37608,5.62604410183705e-8,PE_PCC
3534,7320,7321,37608,37609,5.627295958471104e-8,PE_PCC
3535,7321,7322,37609,37610,5.6285478151141566e-8,PE_PCC
3536,7322,7323,37610,37611,5.6297996717662446e-8,PE_PCC
3537,7323,7324,37611,37612,5.631051528434207e-8,PE_PCC
3538,7324,7325,37612,37613,5.632303385111145e-8,PE_PCC
3539,7325,7326,37613,37614,5.6335552417971047e-8,PE_PCC
3540,7326,7327,37614,37615,5.634807098498874e-8,PE_PCC
3541,7327,7328,37615,37616,5.636058955209654e-8,PE_PCC
3542,7328,7329,37616,37617,5.637310811929408e-8,PE_PCC
3543,7329,7330,37617,37618,5.638562668664942e-8,PE_PCC
3544,7330,7331,37618,37619,5.639814525409481e-8,PE_PCC
3545,7331,7332,37619,37620,5.6410663821629254e-8,PE_PCC
3546,7332,7333,37620,37621,5.642318238932206e-8,PE_PCC
3547,7333,7334,37621,37622,5.643570095710403e-8,PE_PCC
3548,7334,7335,37622,37623,5.64482195249751e-8,PE_PCC
3549,7335,7336,37623,37624,5.64607380930043e-8,PE_PCC
3550,7336,7337,37624,37625,5.64732566611224e-8,PE_PCC
3551,7337,7338,37625,37626,5.648577522932937e-8,PE_PCC
3552,7338,7339,37626,37627,5.649829379769426e-8,PE_PCC
3553,7339,7340,37627,37628,5.6510812366147854e-8,PE_PCC
3554,7340,7341,37628,37629,5.652333093469011e-8,PE_PCC
3555,7341,7342,37629,37630,5.653584950338998e-8,PE_PCC
3556,7342,7343,37630,37631,5.654836807215536e-8,PE_PCC
3557,7343,7344,37631,37632,5.6560886641078226e-8,PE_PCC
3558,7344,7345,37632,37633,5.657340521008945e-8,PE_PCC
3559,7345,7346,37633,37634,5.658592377918896e-8,PE_PCC
3560,7346,7347,37634,37635,5.659844234844573e-8,PE_PCC
3561,7347,7348,37635,37636,5.661096091779068e-8,PE_PCC
3562,7348,7349,37636,37637,5.662347948722359e-8,PE_PCC
3563,7349,7350,37637,37638,5.663599805681367e-8,PE_PCC
3564,7350,7351,37638,37639,5.6648516626491605e-8,PE_PCC
3565,7351,7352,37639,37640,5.6661035196257343e-8,PE_PCC
3566,7352,7353,37640,37641,5.6673553766180014e-8,PE_PCC
3567,7353,7354,37641,37642,5.6686072336190426e-8,PE_PCC
3568,7354,7355,37642,37643,5.6698590906288234e-8,PE_PCC
3569,7355,7356,37643,37644,5.6711109476542856e-8,PE_PCC
3570,7356,7357,37644,37645,5.672362804688492e-8,PE_PCC
3571,7357,7358,37645,37646,5.6736146617314164e-8,PE_PCC
3572,7358,7359,37646,37647,5.674866518790009e-8,PE_PCC
3573,7359,7360,37647,37648,5.6761183758573257e-8,PE_PCC
3574,7360,7361,37648,37649,5.677370232933331e-8,PE_PCC
3575,7361,7362,37649,37650,5.6786220900249765e-8,PE_PCC
3576,7362,7363,37650,37651,5.679873947125349e-8,PE_PCC
3577,7363,7364,37651,37652,5.681125804234362e-8,PE_PCC
3578,7364,7365,37652,37653,5.682377661359013e-8,PE_PCC
3579,7365,7366,37653,37654,5.683629518490024e-8,PE_PCC
3580,7366,7367,37654,37655,5.6848813756366314e-8,PE_PCC
3581,7367,7368,37655,37656,5.6861332327918974e-8,PE_PCC
3582,7368,7369,37656,37657,5.687385089955812e-8,PE_PCC
3583,7369,7370,37657,37658,5.688636947135313e-8,PE_PCC
3584,7370,7371,37658,37659,5.689888804323426e-8,PE_PCC
3585,7371,7372,37659,37660,5.691140661520211e-8,PE_PCC
3586,7372,7373,37660,37661,5.6923925187325214e-8,PE_PCC
3587,7373,7374,37661,37662,5.6936443759534464e-8,PE_PCC
3588,7374,7375,37662,37663,5.694896233182993e-8,PE_PCC
3589,7375,7376,37663,37664,5.696148090428062e-8,PE_PCC
3590,7376,7377,37664,37665,5.697399947681742e-8,PE_PCC
3591,7377,7378,37665,37666,5.698651804943964e-8,PE_PCC
3592,7378,7379,37666,37667,5.699903662221751e-8,PE_PCC
3593,7379,7380,37667,37668,5.701155519508084e-8,PE_PCC
3594,7380,7381,37668,37669,5.7024073768029796e-8,PE_PCC
3595,7381,7382,37669,37670,5.703659234113388e-8,PE_PCC
3596,7382,7383,37670,37671,5.704911091432321e-8,PE_PCC
3597,7383,7384,37671,37672,5.7061629487598046e-8,PE_PCC
3598,7384,7385,37672,37673,5.707414806102764e-8,PE_PCC
3599,7385,7386,37673,37674,5.7086666634542536e-8,PE_PCC
3600,7386,7387,37674,37675,5.709918520814246e-8,PE_PCC
3601,7387,7388,37675,37676,5.711170378189714e-8,PE_PCC
3602,7388,7389,37676,37677,5.712422235573678e-8,PE_PCC
3603,7389,7390,37677,37678,5.7136740929661224e-8,PE_PCC
3604,7390,7391,37678,37679,5.71492595037403e-8,PE_PCC
3605,7391,7392,37679,37680,5.716177807788083e-8,PE_PCC
3606,7392,7393,37680,37681,5.717429665217573e-8,PE_PCC
3607,7393,7394,37681,37682,5.718681522655517e-8,PE_PCC
3608,7394,7395,37682,37683,5.719933380101919e-8,PE_PCC
3609,7395,7396,37683,37684,5.7211852375637376e-8,PE_PCC
3610,7396,7397,37684,37685,5.722437095034007e-8,PE_PCC
3611,7397,7398,37685,37686,5.7236889525126724e-8,PE_PCC
3612,7398,7399,37686,37687,5.724940810006766e-8,PE_PCC
3613,7399,7400,37687,37688,5.7261926675092726e-8,PE_PCC
3614,7400,7401,37688,37689,5.727444525020162e-8,PE_PCC
3615,7401,7402,37689,37690,5.728696382546487e-8,PE_PCC
3616,7402,7403,37690,37691,5.729948240081123e-8,PE_PCC
3617,7403,7404,37691,37692,5.73120009762421e-8,PE_PCC
3618,7404,7405,37692,37693,5.732451955182639e-8,PE_PCC
3619,7405,7406,37693,37694,5.733703812749423e-8,PE_PCC
3620,7406,7407,37694,37695,5.7349556703245986e-8,PE_PCC
3621,7407,7408,37695,37696,5.736207527915096e-8,PE_PCC
3622,7408,7409,37696,37697,5.73745938551394e-8,PE_PCC
3623,7409,7410,37697,37698,5.7387112431211496e-8,PE_PCC
3624,7410,7411,37698,37699,5.739963100743656e-8,PE_PCC
3625,7411,7412,37699,37700,5.7412149583745034e-8,PE_PCC
3626,7412,7413,37700,37701,5.742466816013644e-8,PE_PCC
3627,7413,7414,37701,37702,5.7437186736681336e-8,PE_PCC
3628,7414,7415,37702,37703,5.7449705313285495e-8,PE_PCC
3629,7415,7416,37703,37704,5.746222389004292e-8,PE_PCC
3630,7416,7417,37704,37705,5.747474246688321e-8,PE_PCC
3631,7417,7418,37705,37706,5.748726104380613e-8,PE_PCC
3632,7418,7419,37706,37707,5.749977962088213e-8,PE_PCC
3633,7419,7420,37707,37708,5.751229819804037e-8,PE_PCC
3634,7420,7421,37708,37709,5.752481677528157e-8,PE_PCC
3635,7421,7422,37709,37710,5.753733535267516e-8,PE_PCC
3636,7422,7423,37710,37711,5.754985393015113e-8,PE_PCC
3637,7423,7424,37711,37712,5.75623725077096e-8,PE_PCC
3638,7424,7425,37712,37713,5.757489108542048e-8,PE_PCC
3639,7425,7426,37713,37714,5.7587409663213675e-8,PE_PCC
3640,7426,7427,37714,37715,5.759992824108871e-8,PE_PCC
3641,7427,7428,37715,37716,5.761244681911628e-8,PE_PCC
3642,7428,7429,37716,37717,5.7624965397225696e-8,PE_PCC
3643,7429,7430,37717,37718,5.7637483975417056e-8,PE_PCC
3644,7430,7431,37718,37719,5.765000255376049e-8,PE_PCC
3645,7431,7432,37719,37720,5.766252113218573e-8,PE_PCC
3646,7432,7433,37720,37721,5.7675039710692586e-8,PE_PCC
3647,7433,7434,37721,37722,5.768755828935141e-8,PE_PCC
3648,7434,7435,37722,37723,5.77000768680918e-8,PE_PCC
3649,7435,7436,37723,37724,5.7712595446913544e-8,PE_PCC
3650,7436,7437,37724,37725,5.7725114025887225e-8,PE_PCC
3651,7437,7438,37725,37726,5.773763260491859e-8,PE_PCC
3652,7438,7439,37726,37727,5.775015118410165e-8,PE_PCC
3653,7439,7440,37727,37728,5.77626697633658e-8,PE_PCC
3654,7440,7441,37728,37729,5.7775188342711224e-8,PE_PCC
3655,7441,7442,37729,37730,5.778770692220807e-8,PE_PCC
3656,7442,7443,37730,37731,5.780022550178571e-8,PE_PCC
3657,7443,7444,37731,37732,5.78127440814443e-8,PE_PCC
3658,7444,7445,37732,37733,5.7825262661254145e-8,PE_PCC
3659,7445,7446,37733,37734,5.7837781241144964e-8,PE_PCC
3660,7446,7447,37734,37735,5.785029982111606e-8,PE_PCC
3661,7447,7448,37735,37736,5.786281840123855e-8,PE_PCC
3662,7448,7449,37736,37737,5.787533698144149e-8,PE_PCC
3663,7449,7450,37737,37738,5.788785556172483e-8,PE_PCC
3664,7450,7451,37738,37739,5.790037414215916e-8,PE_PCC
3665,7451,7452,37739,37740,5.79128927226738e-8,PE_PCC
3666,7452,7453,37740,37741,5.792541130326848e-8,PE_PCC
3667,7453,7454,37741,37742,5.793792988399066e-8,PE_PCC
3668,7454,7455,37742,37743,5.795044846483977e-8,PE_PCC
3669,7455,7456,37743,37744,5.796296704576904e-8,PE_PCC
3670,7456,7457,37744,37745,5.797548562680194e-8,PE_PCC
3671,7457,7458,37745,37746,5.7988004207937924e-8,PE_PCC
3672,7458,7459,37746,37747,5.800052278917747e-8,PE_PCC
3673,7459,7460,37747,37748,5.801304137047313e-8,PE_PCC
3674,7460,7461,37748,37749,5.802555995196621e-8,PE_PCC
3675,7461,7462,37749,37750,5.803807853351559e-8,PE_PCC
3676,7462,7463,37750,37751,5.805059711516752e-8,PE_PCC
3677,7463,7464,37751,37752,5.8063115696923015e-8,PE_PCC
3678,7464,7465,37752,37753,5.807563427878126e-8,PE_PCC
3679,7465,7466,37753,37754,5.8088152860695164e-8,PE_PCC
3680,7466,7467,37754,37755,5.810067144280622e-8,PE_PCC
3681,7467,7468,37755,37756,5.8113190024973e-8,PE_PCC
3682,7468,7469,37756,37757,5.812570860724249e-8,PE_PCC
3683,7469,7470,37757,37758,5.813822718961439e-8,PE_PCC
3684,7470,7471,37758,37759,5.8150745772089064e-8,PE_PCC
3685,7471,7472,37759,37760,5.816326435461871e-8,PE_PCC
3686,7472,7473,37760,37761,5.817578293734556e-8,PE_PCC
3687,7473,7474,37761,37762,5.818830152012743e-8,PE_PCC
3688,7474,7475,37762,37763,5.8200820103011596e-8,PE_PCC
3689,7475,7476,37763,37764,5.821333868599793e-8,PE_PCC
3690,7476,7477,37764,37765,5.822585726903908e-8,PE_PCC
3691,7477,7478,37765,37766,5.82383758522771e-8,PE_PCC
3692,7478,7479,37766,37767,5.8250894435569735e-8,PE_PCC
3693,7479,7480,37767,37768,5.826341301896437e-8,PE_PCC
3694,7480,7481,37768,37769,5.8275931602460866e-8,PE_PCC
3695,7481,7482,37769,37770,5.828845018605922e-8,PE_PCC
3696,7482,7483,37770,37771,5.8300968769711846e-8,PE_PCC
3697,7483,7484,37771,37772,5.831348735356119e-8,PE_PCC
3698,7484,7485,37772,37773,5.832600593746459e-8,PE_PCC
3699,7485,7486,37773,37774,5.8338524521469644e-8,PE_PCC
3700,7486,7487,37774,37775,5.835104310557608e-8,PE_PCC
3701,7487,7488,37775,37776,5.836356168978403e-8,PE_PCC
3702,7488,7489,37776,37777,5.8376080274046093e-8,PE_PCC
3703,7489,7490,37777,37778,5.8388598858503975e-8,PE_PCC
3704,7490,7491,37778,37779,5.840111744301595e-8,PE_PCC
3705,7491,7492,37779,37780,5.841363602762905e-8,PE_PCC
3706,7492,7493,37780,37781,5.842615461234318e-8,PE_PCC
3707,7493,7494,37781,37782,5.8438673197158396e-8,PE_PCC
3708,7494,7495,37782,37783,5.845119178202715e-8,PE_PCC
3709,7495,7496,37783,37784,5.84637103670918e-8,PE_PCC
3710,7496,7497,37784,37785,5.847622895220982e-8,PE_PCC
3711,7497,7498,37785,37786,5.848874753742825e-8,PE_PCC
3712,7498,7499,37786,37787,5.850126612274807e-8,PE_PCC
3713,7499,7500,37787,37788,5.8513784708120604e-8,PE_PCC
3714,7500,7501,37788,37789,5.852630329368893e-8,PE_PCC
3715,7501,7502,37789,37790,5.8538821879310195e-8,PE_PCC
3716,7502,7503,37790,37791,5.85513404650318e-8,PE_PCC
3717,7503,7504,37791,37792,5.8563859050854137e-8,PE_PCC
3718,7504,7505,37792,37793,5.857637763677668e-8,PE_PCC
3719,7505,7506,37793,37794,5.8588896222751635e-8,PE_PCC
3720,7506,7507,37794,37795,5.8601414808922125e-8,PE_PCC
3721,7507,7508,37795,37796,5.861393339514539e-8,PE_PCC
3722,7508,7509,37796,37797,5.862645198146864e-8,PE_PCC
3723,7509,7510,37797,37798,5.8638970567891734e-8,PE_PCC
3724,7510,7511,37798,37799,5.8651489154415033e-8,PE_PCC
3725,7511,7512,37799,37800,5.866400774099017e-8,PE_PCC
3726,7512,7513,37800,37801,5.867652632776083e-8,PE_PCC
3727,7513,7514,37801,37802,5.8689044914583584e-8,PE_PCC
3728,7514,7515,37802,37803,5.870156350150586e-8,PE_PCC
3729,7515,7516,37803,37804,5.871408208852772e-8,PE_PCC
3730,7516,7517,37804,37805,5.872660067564938e-8,PE_PCC
3731,7517,7518,37805,37806,5.873911926282247e-8,PE_PCC
3732,7518,7519,37806,37807,5.87516378501908e-8,PE_PCC
3733,7519,7520,37807,37808,5.876415643761069e-8,PE_PCC
3734,7520,7521,37808,37809,5.8776675025129836e-8,PE_PCC
3735,7521,7522,37809,37810,5.878919361274827e-8,PE_PCC
3736,7522,7523,37810,37811,5.8801712200418e-8,PE_PCC
3737,7523,7524,37811,37812,5.881423078828263e-8,PE_PCC
3738,7524,7525,37812,37813,5.88267493761984e-8,PE_PCC
3739,7525,7526,37813,37814,5.8839267964213216e-8,PE_PCC
3740,7526,7527,37814,37815,5.885178655232681e-8,PE_PCC
3741,7527,7528,37815,37816,5.886430514053952e-8,PE_PCC
3742,7528,7529,37816,37817,5.8876823728802975e-8,PE_PCC
3743,7529,7530,37817,37818,5.888934231726105e-8,PE_PCC
3744,7530,7531,37818,37819,5.890186090576991e-8,PE_PCC
3745,7531,7532,37819,37820,5.891437949437745e-8,PE_PCC
3746,7532,7533,37820,37821,5.892689808308325e-8,PE_PCC
3747,7533,7534,37821,37822,5.893941667188795e-8,PE_PCC
3748,7534,7535,37822,37823,5.895193526074287e-8,PE_PCC
3749,7535,7536,37823,37824,5.8964453849792e-8,PE_PCC
3750,7536,7537,37824,37825,5.897697243889177e-8,PE_PCC
3751,7537,7538,37825,37826,5.898949102808964e-8,PE_PCC
3752,7538,7539,37826,37827,5.9002009617385614e-8,PE_PCC
3753,7539,7540,37827,37828,5.901452820677976e-8,PE_PCC
3754,7540,7541,37828,37829,5.90270467962238e-8,PE_PCC
3755,7541,7542,37829,37830,5.903956538586228e-8,PE_PCC
3756,7542,7543,37830,37831,5.905208397555027e-8,PE_PCC
3757,7543,7544,37831,37832,5.9064602565336145e-8,PE_PCC
3758,7544,7545,37832,37833,5.907712115522026e-8,PE_PCC
3759,7545,7546,37833,37834,5.9089639745153534e-8,PE_PCC
3760,7546,7547,37834,37835,5.910215833528088e-8,PE_PCC
3761,7547,7548,37835,37836,5.9114676925457835e-8,PE_PCC
3762,7548,7549,37836,37837,5.912719551573236e-8,PE_PCC
3763,7549,7550,37837,37838,5.913971410610402e-8,PE_PCC
3764,7550,7551,37838,37839,5.915223269657339e-8,PE_PCC
3765,7551,7552,37839,37840,5.916475128709204e-8,PE_PCC
3766,7552,7553,37840,37841,5.917726987780396e-8,PE_PCC
3767,7553,7554,37841,37842,5.9189788468565704e-8,PE_PCC
3768,7554,7555,37842,37843,5.92023070594238e-8,PE_PCC
3769,7555,7556,37843,37844,5.9214825650379444e-8,PE_PCC
3770,7556,7557,37844,37845,5.9227344241432265e-8,PE_PCC
3771,7557,7558,37845,37846,5.923986283253356e-8,PE_PCC
3772,7558,7559,37846,37847,5.925238142382847e-8,PE_PCC
3773,7559,7560,37847,37848,5.926490001517205e-8,PE_PCC
3774,7560,7561,37848,37849,5.927741860661225e-8,PE_PCC
3775,7561,7562,37849,37850,5.9289937198149216e-8,PE_PCC
3776,7562,7563,37850,37851,5.9302455789783095e-8,PE_PCC
3777,7563,7564,37851,37852,5.9314974381465077e-8,PE_PCC
3778,7564,7565,37852,37853,5.932749297334042e-8,PE_PCC
3779,7565,7566,37853,37854,5.934001156526385e-8,PE_PCC
3780,7566,7567,37854,37855,5.9352530157283786e-8,PE_PCC
3781,7567,7568,37855,37856,5.936504874940009e-8,PE_PCC
3782,7568,7569,37856,37857,5.9377567341612744e-8,PE_PCC
3783,7569,7570,37857,37858,5.939008593387332e-8,PE_PCC
3784,7570,7571,37858,37859,5.9402604526326744e-8,PE_PCC
3785,7571,7572,37859,37860,5.9415123118828044e-8,PE_PCC
3786,7573,7574,37861,37862,1.2144624209118488e-8,PE_PCC
3787,7574,7575,37862,37863,1.2157137576672198e-8,PE_PCC
3788,7575,7576,37863,37864,1.2169650955442398e-8,PE_PCC
3789,7576,7577,37864,37865,1.2182164345394521e-8,PE_PCC
3790,7577,7578,37865,37866,1.2194677746494185e-8,PE_PCC
3791,7578,7579,37866,37867,1.220719115870704e-8,PE_PCC
3792,7579,7580,37867,37868,1.2219704581999021e-8,PE_PCC
3793,7580,7581,37868,37869,1.2232218016336011e-8,PE_PCC
3794,7581,7582,37869,37870,1.2244731461684314e-8,PE_PCC
3795,7582,7583,37870,37871,1.2257244918010058e-8,PE_PCC
3796,7583,7584,37871,37872,1.2269758385279744e-8,PE_PCC
3797,7584,7585,37872,37873,1.2282271863459881e-8,PE_PCC
3798,7585,7586,37873,37874,1.2294785352517141e-8,PE_PCC
3799,7586,7587,37874,37875,1.2307298852418444e-8,PE_PCC
3800,7587,7588,37875,37876,1.2319812363130559e-8,PE_PCC
3801,7588,7589,37876,37877,1.2332325884620824e-8,PE_PCC
3802,7589,7590,37877,37878,1.2344839416856297e-8,PE_PCC
3803,7590,7591,37878,37879,1.235735295980424e-8,PE_PCC
3804,7591,7592,37879,37880,1.2369866513432462e-8,PE_PCC
3805,7592,7593,37880,37881,1.2382380077708196e-8,PE_PCC
3806,7593,7594,37881,37882,1.239489365259959e-8,PE_PCC
3807,7594,7595,37882,37883,1.2407407238074155e-8,PE_PCC
3808,7595,7596,37883,37884,1.2419920834100217e-8,PE_PCC
3809,7596,7597,37884,37885,1.2432434440645592e-8,PE_PCC
3810,7597,7598,37885,37886,1.2444948057678892e-8,PE_PCC
3811,7598,7599,37886,37887,1.2457461685168285e-8,PE_PCC
3812,7599,7600,37887,37888,1.246997532308234e-8,PE_PCC
3813,7600,7601,37888,37889,1.2482488971389731e-8,PE_PCC
3814,7601,7602,37889,37890,1.249500263005922e-8,PE_PCC
3815,7602,7603,37890,37891,1.2507516299059585e-8,PE_PCC
3816,7603,7604,37891,37892,1.2520029978360163e-8,PE_PCC
3817,7604,7605,37892,37893,1.2532543667929834e-8,PE_PCC
3818,7605,7606,37893,37894,1.2545057367737907e-8,PE_PCC
3819,7606,7607,37894,37895,1.2557571077753854e-8,PE_PCC
3820,7607,7608,37895,37896,1.2570084797946979e-8,PE_PCC
3821,7608,7609,37896,37897,1.2582598528287324e-8,PE_PCC
3822,7609,7610,37897,37898,1.2595112268744227e-8,PE_PCC
3823,7610,7611,37898,37899,1.2607626019287813e-8,PE_PCC
3824,7611,7612,37899,37900,1.2620139779887877e-8,PE_PCC
3825,7612,7613,37900,37901,1.2632653550514851e-8,PE_PCC
3826,7613,7614,37901,37902,1.2645167331138655e-8,PE_PCC
3827,7614,7615,37902,37903,1.265768112172978e-8,PE_PCC
3828,7615,7616,37903,37904,1.2670194922258662e-8,PE_PCC
3829,7616,7617,37904,37905,1.2682708732695816e-8,PE_PCC
3830,7617,7618,37905,37906,1.269522255301217e-8,PE_PCC
3831,7618,7619,37906,37907,1.2707736383178315e-8,PE_PCC
3832,7619,7620,37907,37908,1.2720250223165249e-8,PE_PCC
3833,7620,7621,37908,37909,1.2732764072944022e-8,PE_PCC
3834,7621,7622,37909,37910,1.2745277932485714e-8,PE_PCC
3835,7622,7623,37910,37911,1.2757791801761821e-8,PE_PCC
3836,7623,7624,37911,37912,1.2770305680743511e-8,PE_PCC
3837,7624,7625,37912,37913,1.2782819569402334e-8,PE_PCC
3838,7625,7626,37913,37914,1.2795333467709815e-8,PE_PCC
3839,7626,7627,37914,37915,1.280784737563797e-8,PE_PCC
3840,7627,7628,37915,37916,1.2820361293158336e-8,PE_PCC
3841,7628,7629,37916,37917,1.2832875220242923e-8,PE_PCC
3842,7629,7630,37917,37918,1.284538915686377e-8,PE_PCC
3843,7630,7631,37918,37919,1.2857903102993107e-8,PE_PCC
3844,7631,7632,37919,37920,1.2870417058603127e-8,PE_PCC
3845,7632,7633,37920,37921,1.2882931023666057e-8,PE_PCC
3846,7633,7634,37921,37922,1.2895444998154851e-8,PE_PCC
3847,7634,7635,37922,37923,1.290795898204172e-8,PE_PCC
3848,7635,7636,37923,37924,1.29204729752993e-8,PE_PCC
3849,7636,7637,37924,37925,1.2932986977900624e-8,PE_PCC
3850,7637,7638,37925,37926,1.2945500989818424e-8,PE_PCC
3851,7638,7639,37926,37927,1.2958015011025754e-8,PE_PCC
3852,7639,7640,37927,37928,1.2970529041495836e-8,PE_PCC
3853,7640,7641,37928,37929,1.2983043081201717e-8,PE_PCC
3854,7641,7642,37929,37930,1.2995557130116642e-8,PE_PCC
3855,7642,7643,37930,37931,1.3008071188214499e-8,PE_PCC
3856,7643,7644,37931,37932,1.3020585255468356e-8,PE_PCC
3857,7644,7645,37932,37933,1.3033099331851938e-8,PE_PCC
3858,7645,7646,37933,37934,1.3045613417339091e-8,PE_PCC
3859,7646,7647,37934,37935,1.3058127511903526e-8,PE_PCC
3860,7647,7648,37935,37936,1.3070641615519199e-8,PE_PCC
3861,7648,7649,37936,37937,1.308315572816011e-8,PE_PCC
3862,7649,7650,37937,37938,1.3095669849800456e-8,PE_PCC
3863,7650,7651,37938,37939,1.3108183980414289e-8,PE_PCC
3864,7651,7652,37939,37940,1.312069811997637e-8,PE_PCC
3865,7652,7653,37940,37941,1.3133212268460671e-8,PE_PCC
3866,7653,7654,37941,37942,1.3145726425841856e-8,PE_PCC
3867,7654,7655,37942,37943,1.3158240592094539e-8,PE_PCC
3868,7655,7656,37943,37944,1.3170754767193445e-8,PE_PCC
3869,7656,7657,37944,37945,1.3183268951113379e-8,PE_PCC
3870,7657,7658,37945,37946,1.3195783143829248e-8,PE_PCC
3871,7658,7659,37946,37947,1.3208297345316061e-8,PE_PCC
3872,7659,7660,37947,37948,1.3220811555548706e-8,PE_PCC
3873,7660,7661,37948,37949,1.32333257745029e-8,PE_PCC
3874,7661,7662,37949,37950,1.3245840002153424e-8,PE_PCC
3875,7662,7663,37950,37951,1.325835423847581e-8,PE_PCC
3876,7663,7664,37951,37952,1.3270868483445535e-8,PE_PCC
3877,7664,7665,37952,37953,1.3283382737038152e-8,PE_PCC
3878,7665,7666,37953,37954,1.329589699922932e-8,PE_PCC
3879,7666,7667,37954,37955,1.3308411269994774e-8,PE_PCC
3880,7667,7668,37955,37956,1.332092554931035e-8,PE_PCC
3881,7668,7669,37956,37957,1.3333439837151984e-8,PE_PCC
3882,7669,7670,37957,37958,1.33459541334955e-8,PE_PCC
3883,7670,7671,37958,37959,1.3358468438317545e-8,PE_PCC
3884,7671,7672,37959,37960,1.3370982751593785e-8,PE_PCC
3885,7672,7673,37960,37961,1.3383497073300676e-8,PE_PCC
3886,7673,7674,37961,37962,1.3396011403414602e-8,PE_PCC
3887,7674,7675,37962,37963,1.3408525741911977e-8,PE_PCC
3888,7675,7676,37963,37964,1.3421040088769406e-8,PE_PCC
3889,7676,7677,37964,37965,1.3433554443963496e-8,PE_PCC
3890,7677,7678,37965,37966,1.3446068807471005e-8,PE_PCC
3891,7678,7679,37966,37967,1.3458583179268552e-8,PE_PCC
3892,7679,7680,37967,37968,1.3471097559333475e-8,PE_PCC
3893,7680,7681,37968,37969,1.3483611947642393e-8,PE_PCC
3894,7681,7682,37969,37970,1.3496126344172357e-8,PE_PCC
3895,7682,7683,37970,37971,1.3508640748900655e-8,PE_PCC
3896,7683,7684,37971,37972,1.3521155161804592e-8,PE_PCC
3897,7684,7685,37972,37973,1.3533669582861247e-8,PE_PCC
3898,7685,7686,37973,37974,1.3546184012048208e-8,PE_PCC
3899,7686,7687,37974,37975,1.355869844934292e-8,PE_PCC
3900,7687,7688,37975,37976,1.3571212894722814e-8,PE_PCC
3901,7688,7689,37976,37977,1.3583727348166089e-8,PE_PCC
3902,7689,7690,37977,37978,1.3596241809649496e-8,PE_PCC
3903,7690,7691,37978,37979,1.3608756279152054e-8,PE_PCC
3904,7691,7692,37979,37980,1.3621270756650371e-8,PE_PCC
3905,7692,7693,37980,37981,1.3633785242123444e-8,PE_PCC
3906,7693,7694,37981,37982,1.3646299735549311e-8,PE_PCC
3907,7694,7695,37982,37983,1.3658814236905074e-8,PE_PCC
3908,7695,7696,37983,37984,1.367132874617039e-8,PE_PCC
3909,7696,7697,37984,37985,1.3683843263322142e-8,PE_PCC
3910,7697,7698,37985,37986,1.3696357788340051e-8,PE_PCC
3911,7698,7699,37986,37987,1.3708872321201297e-8,PE_PCC
3912,7699,7700,37987,37988,1.3721386861885703e-8,PE_PCC
3913,7700,7701,37988,37989,1.3733901410370531e-8,PE_PCC
3914,7701,7702,37989,37990,1.3746415966635544e-8,PE_PCC
3915,7702,7703,37990,37991,1.3758930530659471e-8,PE_PCC
3916,7703,7704,37991,37992,1.3771445102420178e-8,PE_PCC
3917,7704,7705,37992,37993,1.3783959681897912e-8,PE_PCC
3918,7705,7706,37993,37994,1.3796474269070306e-8,PE_PCC
3919,7706,7707,37994,37995,1.380898886391785e-8,PE_PCC
3920,7707,7708,37995,37996,1.3821503466418292e-8,PE_PCC
3921,7708,7709,37996,37997,1.3834018076552253e-8,PE_PCC
3922,7709,7710,37997,37998,1.3846532694297642e-8,PE_PCC
3923,7710,7711,37998,37999,1.3859047319634883e-8,PE_PCC
3924,7711,7712,37999,38000,1.3871561952543457e-8,PE_PCC
3925,7712,7713,38000,38001,1.3884076593001779e-8,PE_PCC
3926,7713,7714,38001,38002,1.3896591240990911e-8,PE_PCC
3927,7714,7715,38002,38003,1.3909105896489116e-8,PE_PCC
3928,7715,7716,38003,38004,1.3921620559477527e-8,PE_PCC
