capacity [A.h],voltage [V],temperature [K],temperature max [K]
0.0,4.033763947964053,298.15,298.15
0.0006944444444444445,4.033763947964053,298.1570333485483,298.1571633205667
0.001388888888888889,4.0308939713803,298.16054238564806,298.16072212771957
0.0020833333333333333,4.028132737605564,298.1675480434099,298.1678231394473
0.002777777777777778,4.025483836718191,298.17453040437067,298.1748923900223
0.003472222222222222,4.022945574992588,298.1814920468936,298.18193437147323
0.004166666666666667,4.020515155223893,298.1884347564721,298.188953346898
0.004861111111111112,4.018187724729519,298.19535983007825,298.1959518187817
0.005555555555555556,4.015958654567479,298.2022682513704,298.2029318663693
0.00625,4.01382248113213,298.20916079654853,298.20989494203366
0.007638888888888889,4.00980741038945,298.21947114463995,298.2203104840024
0.010416666666666666,4.002672082976113,298.24002108368376,298.24107432010936
0.01597222222222222,3.991149256235481,298.28086244964646,298.28237242690756
0.027083333333333334,3.9750249109930733,298.3615874812512,298.3641418768818
0.04097222222222223,3.962132060470628,298.4806532338391,298.48498717547847
0.05486111111111112,3.953604101551598,298.60999619174936,298.6164891042354
0.06875,3.947730579256384,298.7361753486444,298.7449022773036
0.0826388888888889,3.9436237538695447,298.8595202385062,298.87048579879524
0.0965277777777778,3.940729767852939,298.98032759136055,298.9935087487252
0.11041666666666668,3.9386694119287107,299.0987983532105,299.11416177136306
0.12430555555555557,3.9371715516222876,299.21507700323343,299.2325862922872
0.13819444444444445,3.9360362390825285,299.32927252224806,299.34889094504996
0.15208333333333338,3.935114627649347,299.44147079757533,299.4631622289944
0.16597222222222224,3.9342948687620996,299.55174220839973,299.5754714153192
0.1798611111111111,3.933493879849022,299.66014637389554,299.6858790430599
0.19375,3.9326501480460645,299.7667352171906,299.79443790642796
0.2076388888888889,3.9317197208741885,299.87155499566325,299.90119506698795
0.22152777777777774,3.930671788715651,299.9746476822525,300.0061932399875
0.23541666666666664,3.9294865737463445,300.0760519278719,300.10947176607
0.2493055555555555,3.928152288880195,300.17580374740004,300.2110673065751
0.2631944444444444,3.9266640466488383,300.273937018939,300.31101435093245
0.2770833333333333,3.9250216160956355,300.37048385435304,300.4093455928375
0.2909722222222221,3.92322895408425,300.4654748791877,300.5060922153417
0.30486111111111097,3.9212924747355413,300.5589394476123,300.60128410875154
0.31874999999999987,3.919220989818337,300.65090580990466,300.6949500414035
0.33263888888888876,3.917024325661551,300.7414012447124,300.78711779340375
0.3465277777777777,3.914713541231882,300.8304521647802,300.8778142645977
0.3604166666666666,3.9122997856483277,300.9180842024153,300.96706556075526
0.3743055555555555,3.9097947057308504,301.0043222793143,301.0548970650252
0.38819444444444445,3.9072094704855327,301.08919066417405,301.1413334958628
0.40208333333333335,3.9045553063737444,301.172713020698,301.2263989563014
0.41597222222222224,3.901842636724266,301.25491244796126,301.3101169744188
0.42986111111111114,3.8990817009226575,301.3358115146857,301.39251053863046
0.4437500000000001,3.896281771812979,301.41543228860047,301.47360212704893
0.45763888888888893,3.893451827824076,301.49379636183414,301.55341373371266
0.4715277777777778,3.8905998223427813,301.57092487306636,301.6319668906903
0.4854166666666667,3.887733387113275,301.64683852703735,301.7092826882807
0.49930555555555567,3.8848591355151405,301.72155761187196,301.78538179228855
0.5131944444444446,3.8819833823477516,301.795102014606,301.8602844601305
0.5270833333333335,3.879111468705043,301.8674912352037,301.93401055478745
0.5409722222222223,3.876248488137994,301.93874439932335,302.00657955809135
0.5548611111111114,3.873398624938786,302.00888027001884,302.0780105823556
0.5687500000000002,3.87056588014235,302.07791725854787,302.14832238163683
0.5826388888888892,3.8677534179364805,302.1458734344068,302.2175333616975
0.596527777777778,3.8649642873867047,302.2127665347111,302.28566158980226
0.6104166666666669,3.8622007736993424,302.27861397300364,302.35272480347317
0.6243055555555558,3.859465113215453,302.34343284756454,302.4187404191339
0.6381944444444447,3.8567588476176913,302.407239949283,302.48372553996677
0.6520833333333336,3.8540835308534978,302.4700517691443,302.5476969636925
0.6659722222222223,3.851440085279809,302.53188450536896,302.6106711897089
0.6798611111111112,3.8488294999033292,302.5927540702451,302.67266442616454
0.6937500000000001,3.8462521880373974,302.65267609667677,302.7336925965333
0.7076388888888889,3.843708676705823,302.7116659444807,302.7937713461127
0.7215277777777778,3.8411989657439976,302.7697387064463,302.8529160481372
0.7354166666666665,3.838723208487429,302.8269092141837,302.9111418097837
0.7493055555555554,3.836281072455968,302.8831920437691,302.9684634778786
0.7631944444444443,3.833872411599546,302.9386015212079,303.02489564451116
0.7770833333333332,3.831496628810912,302.9931517277224,303.08045265239286
0.790972222222222,3.8291533400710303,303.04685650487704,303.1351486000753
0.8048611111111108,3.8268417390769818,303.0997294595505,303.1889973470484
0.8187499999999998,3.8245612536470595,303.1517839687632,303.24201251861916
0.8326388888888884,3.8223109127501735,303.20303318436635,303.2942075107309
0.8465277777777773,3.820089995515222,303.2534900376011,303.34559549456236
0.8604166666666662,3.817897400921917,303.30316724353315,303.39618942111
0.8743055555555549,3.8157322897231376,303.35207730536825,303.446002025499
0.8881944444444438,3.8135934570146315,303.40023251865347,303.4950458313682
0.9020833333333327,3.811479967330406,303.44764497537034,303.5433331549286
0.9159722222222214,3.809390530256156,303.49432656792294,303.59087610914156
0.9298611111111104,3.807324128900688,303.54028899302557,303.6376866075636
0.9437499999999992,3.8052793986583424,303.58554375549267,303.68377636833395
0.9576388888888879,3.8032552491962375,303.63010217193795,303.7291569178067
0.9715277777777768,3.801250246405641,303.67397537438137,303.77383959436406
0.9854166666666656,3.799263227976201,303.7171743137703,303.8178355518687
0.9993055555555546,3.797292688505344,303.75970976341716,303.8611557633094
1.0131944444444434,3.7953373886567467,303.8015923223554,303.90381102406195
1.0270833333333322,3.793395743320941,303.8428324186184,303.945811955401
1.040972222222221,3.791466424276367,303.8834403124424,303.98716900758427
1.05486111111111,3.789547751214367,303.9234260993949,304.02789246322845
1.0687499999999988,3.7876382877400836,303.9627997134331,304.0679924402246
1.0826388888888876,3.785736234995168,304.0015709298936,304.1074788949985
1.0965277777777764,3.7838400207589675,304.03974936841576,304.1463616252621
1.1104166666666653,3.7819476953332076,304.0773444957983,304.18465027315676
1.1243055555555541,3.78005751344677,304.1143656287955,304.22235432787073
1.138194444444443,3.7781673320299944,304.150821936851,304.25948312865705
