capacity [A.h],voltage [V],temperature [K],temperature max [K]
0.5522916666666655,4.02232096317355,299.6623200076093,299.87150144442876
0.5564583333333321,4.0218852347277485,299.6705274308825,299.8811866540546
0.5606249999999987,4.021441927306861,299.6786989692397,299.89083296338504
0.5647916666666654,4.020991002738315,299.6868348134562,299.9004405614515
0.5689583333333321,4.020532606360382,299.6949351529217,299.9100096361041
0.5731249999999988,4.0200667083771515,299.70300017565654,299.9195403739782
0.5772916666666654,4.019593460195887,299.7110300683274,299.9290329605043
0.5814583333333321,4.019112839848759,299.71902501626124,299.9384875798971
0.5856249999999987,4.0186250042975376,299.72698520346194,299.9479044152493
0.5897916666666654,4.018129938860635,299.7349108126238,299.95728364844666
0.593958333333332,4.017627805546514,299.7428020251475,299.9666254602495
0.5981249999999987,4.017118596426324,299.7506590211531,299.97593003024843
0.6022916666666654,4.016602478055695,299.7584819794941,299.98519753692057
0.6064583333333321,4.016079448734718,299.76627107777097,299.99442815759215
0.6106249999999986,4.015549679076373,299.77402649234637,300.0036220685378
0.6147916666666653,4.0150131730970084,299.7817483983573,300.0127794448774
0.618958333333332,4.014470104988144,299.7894369697276,300.0219004606539
0.6231249999999986,4.013920483982036,299.79709237918206,300.03098528883424
0.6272916666666652,4.013364487382155,299.8047147982579,300.04003410133635
0.6314583333333319,4.012802129149753,299.81230439731866,300.04904706899094
0.6356249999999984,4.012233589246979,299.81986134556564,300.05802436159763
0.6397916666666652,4.011658885891623,299.8273858110505,300.06696614789684
0.6439583333333319,4.011078201265501,299.8348779606861,300.075872595614
0.6481249999999985,4.010491557385799,299.8423379602592,300.08474387143144
0.6522916666666652,4.009899138230138,299.8497659744424,300.0935801410567
0.6564583333333318,4.009300969174039,299.8571621668046,300.1023815691464
0.6606249999999984,4.008697235582894,299.86452669982225,300.1111483194137
0.664791666666665,4.0080879657662525,299.871859734891,300.11988055456374
0.6689583333333317,4.007473346085709,299.8791614323359,300.1285784363281
0.6731249999999983,4.006853407377786,299.8864319514225,300.13724212545674
0.6772916666666651,4.006228336625685,299.89367145036726,300.14587178176424
0.6814583333333317,4.00559816680353,299.9008800863489,300.154467564085
0.6856249999999984,4.004963085158883,299.9080580155167,300.1630296303331
0.6897916666666649,4.004323126432117,299.9152053930022,300.17155813748553
0.6939583333333316,4.003678477795533,299.9223223729288,300.1800532416099
0.6981249999999982,4.003029175402601,299.9294091084214,300.1885150978215
0.7022916666666649,4.0023754060285786,299.93646575161574,300.19694386036684
0.7064583333333315,4.001717206905227,299.9434924536684,300.2053396825543
0.7106249999999983,4.001054764106853,299.95048936476564,300.2137027168038
0.7147916666666649,4.000388115627072,299.9574566341337,300.2220331146521
0.7189583333333316,3.9997174465532583,299.96439441004725,300.2303310267813
0.7231249999999982,3.999042795342748,299.97130283983824,300.23859660298234
0.7272916666666649,3.9983643458278006,299.9781820699052,300.24682999218624
0.7314583333333315,3.997682136649493,299.98503224572175,300.25503134244883
0.7356249999999982,3.9969963501344834,299.9918535118455,300.26320080101027
0.7397916666666648,3.9963070248455623,299.99864601192587,300.2713385142458
0.7439583333333314,3.9956143413706924,300.00540988871325,300.27944462769864
0.7481249999999982,3.994918337950032,300.01214528406723,300.28751928608534
0.7522916666666649,3.994219193216918,300.0188523389647,300.29556263331534
0.7564583333333316,3.993516944861854,300.02553119350773,300.3035748124503
0.7606249999999982,3.9928117693643563,300.03218198693173,300.3115559657952
0.7647916666666648,3.992103703655215,300.03880485761334,300.31950623480793
0.7689583333333314,3.9913929218773285,300.0453999430778,300.3274257601624
0.7731249999999981,3.9906794600081748,300.05196738000654,300.3353146817447
0.7772916666666648,3.9899634896871428,300.0585073042463,300.34317313867075
0.7814583333333315,3.989245045760834,300.06501985081513,300.3510012692778
0.7856249999999981,3.988524297213644,300.0715051539091,300.358799211125
0.7897916666666648,3.987801277599219,300.0779633469113,300.366567101023
0.7939583333333313,3.9870761531103827,300.0843945623985,300.37430507503086
0.798124999999998,3.9863489558606355,300.0907989321472,300.38201326841727
0.8022916666666646,3.9856198491289874,300.0971765871422,300.38969181574595
0.8064583333333313,3.98488886345598,300.1035276575821,300.39734085083245
0.8106249999999979,3.9841561590982817,300.10985227288734,300.40496050674756
0.8147916666666647,3.983421764904425,300.1161505617059,300.41255091583497
0.8189583333333313,3.9826858380133348,300.12242265192054,300.42011220976167
0.823124999999998,3.9819484054755514,300.1286686706558,300.42764451942855
0.8272916666666646,3.9812096212294357,300.1348887442841,300.43514797502604
0.8314583333333313,3.9804695104340406,300.14108299843116,300.44262270604827
0.835624999999998,3.979728223756178,300.1472515579833,300.45006884132624
0.8397916666666646,3.9789857843817633,300.15339454709454,300.4574865089683
0.8439583333333311,3.9782423396463114,300.15951208919154,300.4648758363865
0.8481249999999978,3.977497910692157,300.16560430697956,300.4722369503159
0.8522916666666646,3.9767526414743553,300.1716713224496,300.47956997682036
0.8564583333333313,3.976006551031726,300.1777132568835,300.48687504129254
0.8606249999999978,3.975259779899676,300.1837302308602,300.4941522684456
0.8647916666666644,3.9745123449634274,300.18972236426197,300.50140178233426
0.8689583333333311,3.9737643833088363,300.1956897762791,300.50862370638146
0.8731249999999977,3.9730159096267066,300.2016325854163,300.51581816333197
0.8772916666666644,3.972267057532092,300.20755090949837,300.52298527527824
0.881458333333331,3.971517839489087,300.2134448656757,300.53012516368386
0.8856249999999978,3.970768385628742,300.21931457042945,300.5372379493818
0.8897916666666644,3.9700187061641152,300.22516013957795,300.5443237525527
0.8939583333333311,3.9692689277364024,300.23098168828056,300.5513826927833
0.8981249999999977,3.9685190582905876,300.2367793310441,300.55841488897306
0.9022916666666644,3.9677692209789566,300.2425531817282,300.5654204594491
0.906458333333331,3.967019421468069,300.2483033535501,300.5723995219408
0.9106249999999975,3.9662697794284028,300.2540299590892,300.5793521935376
0.9147916666666641,3.9655202982437983,300.25973311029315,300.58627859071885
0.9189583333333308,3.964771094115577,300.26541291848224,300.593178829393
0.9231249999999974,3.96402216814607,300.27106949435483,300.60005302485035
0.9272916666666642,3.9632736330850533,300.27670294799213,300.60690129179164
0.9314583333333308,3.962525487759436,300.28231338886263,300.61372374433904
0.9356249999999975,3.9617778414894715,300.2879009258281,300.62052049602056
0.9397916666666641,3.9610306908370445,300.2934656671467,300.6272916597844
0.9439583333333308,3.960284141718745,300.2990077204783,300.6340373480151
0.9481249999999974,3.9595381884455745,300.3045271928902,300.64075767252626
